profile,R,seed,step,score,raw_profit,hidden_norm,grad_hidden_rms
pure,4,29,550,4306.34399254412,4306.34399254412,67.65796217361415,0.4516200867460567
pure,4,29,600,4306.340890560496,4306.340890560496,68.22891592054357,0.5006469712298842
pure,4,29,650,4306.345470261299,4306.345470261299,68.68687953134172,0.4271624598762659
pure,4,29,700,4306.349596095658,4306.349596095658,69.1185154758183,0.37896716186691276
pure,4,29,750,4306.353287589239,4306.353287589239,69.50604231914545,0.35266538688286647
pure,4,47,1,4303.400902879747,4303.400902879747,44.97650369567374,3.4438039014270942
pure,4,47,50,4305.968780954566,4305.968780954566,52.13772564189073,0.7257965557726734
pure,4,47,100,4306.195654515225,4306.195654515225,56.11620656457399,0.35485480674984654
pure,4,47,150,4306.2604413822255,4306.2604413822255,58.744541596815324,0.45555127091100706
pure,4,47,200,4306.293405853553,4306.293405853553,60.79211484309164,0.4014977943197442
pure,4,47,250,4306.28617497575,4306.28617497575,62.46451551978173,0.8794332367715997
pure,4,47,300,4306.312207913808,4306.312207913808,63.83435289273329,0.546277852021476
pure,4,47,350,4306.3265311483165,4306.3265311483165,65.06084942844134,0.4917754503351792
pure,4,47,400,4306.320859100973,4306.320859100973,66.15158333499082,0.8923409596855572
pure,4,47,450,4306.336957397877,4306.336957397877,67.06152079976746,0.445401429868407
pure,4,47,500,4306.331456421488,4306.331456421488,67.88767312685081,0.4007836404022862
pure,4,47,550,4306.332976798877,4306.332976798877,68.6113306215016,0.5021960893040484
pure,4,47,600,4306.341126522578,4306.341126522578,69.28873389294108,0.5125010451145251
pure,4,47,650,4306.34505451826,4306.34505451826,69.8783811429894,0.3958059135743064
pure,4,47,700,4306.351250975113,4306.351250975113,70.43477073125558,0.3720464152899299
pure,4,47,750,4306.355233544098,4306.355233544098,70.93351900944529,0.2898958817481255
pure,16,11,1,4303.400902879747,4303.400902879747,44.97650369567373,3.443803901427096
pure,16,11,50,4306.1570426532335,4306.1570426532335,57.560284460665194,0.8909836595370898
pure,16,11,100,4306.306404305705,4306.306404305705,61.76683488760027,0.385584577278855
pure,16,11,150,4306.294137986584,4306.294137986584,64.26904603308225,0.920892474630202
pure,16,11,200,4306.327266433905,4306.327266433905,66.09771126034516,0.6845652260657249
pure,16,11,250,4306.327344200842,4306.327344200842,67.5247218313937,0.47519177252805983
pure,16,11,300,4306.32969255309,4306.32969255309,68.7051972826403,0.5925455636551631
pure,16,11,350,4306.333927453706,4306.333927453706,69.66350559123256,0.5021344118540118
pure,16,11,400,4306.326216389511,4306.326216389511,70.49240742956529,0.6683177188165818
pure,16,11,450,4306.329362272069,4306.329362272069,71.2083468134223,0.7580398096633906
pure,16,11,500,4306.339882157513,4306.339882157513,71.8356464884671,0.5766162868772873
pure,16,11,550,4306.3414178593,4306.3414178593,72.39268845676492,0.6300823201750393
pure,16,11,600,4306.333930848912,4306.333930848912,72.8723227699211,0.6099577358222544
pure,16,11,650,4306.343092785683,4306.343092785683,73.28570033655167,0.570779815209304
pure,16,11,700,4306.353126128096,4306.353126128096,73.67070182902027,0.5727461383648321
pure,16,11,750,4306.34979673249,4306.34979673249,73.99493751644592,0.673228363835118
pure,16,29,1,4303.400902879747,4303.400902879747,44.97650369567373,3.443803901427096
pure,16,29,50,4306.145379402584,4306.145379402584,56.857803240499486,0.8962206976173445
pure,16,29,100,4306.287086509197,4306.287086509197,61.076788938132346,0.6070279561156935
pure,16,29,150,4306.320933240245,4306.320933240245,63.60779607012846,0.4471959317192118
pure,16,29,200,4306.317962868052,4306.317962868052,65.43789560160138,0.5823578334407438
pure,16,29,250,4306.322395502642,4306.322395502642,66.89377742464599,0.5632555035362575
pure,16,29,300,4306.317312424895,4306.317312424895,68.05528446922449,0.5728396543565034
pure,16,29,350,4306.327216548731,4306.327216548731,69.02415250627712,0.7175929324544388
pure,16,29,400,4306.321585812424,4306.321585812424,69.86314639750657,0.6331871741382629
pure,16,29,450,4306.336757321828,4306.336757321828,70.56224574998292,0.7264428403756515
pure,16,29,500,4306.320270089971,4306.320270089971,71.17380857999981,0.8211711522104406
pure,16,29,550,4306.332948346582,4306.332948346582,71.72345332831766,0.5259969033913913
pure,16,29,600,4306.351649908644,4306.351649908644,72.22170770865462,0.4978617065083504
pure,16,29,650,4306.350171655563,4306.350171655563,72.6513132263441,0.5081187861506009
pure,16,29,700,4306.355014401773,4306.355014401773,73.02936758463777,0.4190615774409156
pure,16,29,750,4306.357678736405,4306.357678736405,73.36185434652673,0.39397890743510916
pure,16,47,1,4303.400902879747,4303.400902879747,44.97650369567375,3.4438039014270942
pure,16,47,50,4306.099769578157,4306.099769578157,56.74576569210872,1.4784625298815142
pure,16,47,100,4306.295719361691,4306.295719361691,60.97075117055881,0.5105560588939169
pure,16,47,150,4306.31100394826,4306.31100394826,63.50228040737791,0.6189542925031742
pure,16,47,200,4306.329377047076,4306.329377047076,65.32633717285589,0.4802253479194071
pure,16,47,250,4306.323385421972,4306.323385421972,66.76163828712235,0.5174119178241012
pure,16,47,300,4306.33287590554,4306.33287590554,67.9193503184764,0.5463171593507917
pure,16,47,350,4306.330496145615,4306.330496145615,68.89702057501974,0.6621151846114754
pure,16,47,400,4306.339296611722,4306.339296611722,69.72483291080997,0.47628609707776454
pure,16,47,450,4306.331972903056,4306.331972903056,70.4537675023664,0.6317748402914076
pure,16,47,500,4306.346214085123,4306.346214085123,71.06328915077965,0.42792472132201953
pure,16,47,550,4306.341691242736,4306.341691242736,71.62940122121601,0.48008805118920167
pure,16,47,600,4306.34228607266,4306.34228607266,72.11087155861927,0.5033875817963052
pure,16,47,650,4306.330370913972,4306.330370913972,72.52024579331663,0.8349034709162508
pure,16,47,700,4306.355947352734,4306.355947352734,72.91441641070718,0.4425059053816171
pure,16,47,750,4306.358961249349,4306.358961249349,73.23864460082278,0.4188917571502995
pure,64,11,1,4303.400902879747,4303.400902879747,44.976503695673735,3.443803901427095
pure,64,11,50,4305.744239993184,4305.744239993184,62.78848163424374,2.3447487423930577
pure,64,11,100,4306.333154747039,4306.333154747039,66.63001685026447,0.47309372489136386
pure,64,11,150,4306.344522265938,4306.344522265938,69.01407541379864,0.42484689544354
pure,64,11,200,4306.3341480843,4306.3341480843,70.78872180368998,0.5360147975915477
pure,64,11,250,4306.342140053711,4306.342140053711,72.18161280450032,0.44300883587547624
pure,64,11,300,4306.334958598556,4306.334958598556,73.3320046925549,0.4711608821408782
pure,64,11,350,4306.32266732467,4306.32266732467,74.28278722139139,0.9065099131211207
pure,64,11,400,4306.339446799309,4306.339446799309,75.11042921973684,0.5880245953125801
pure,64,11,450,4306.340767664658,4306.340767664658,75.82698343578761,0.5907557117153776
pure,64,11,500,4306.331404404594,4306.331404404594,76.45090389372504,0.7200727283602124
pure,64,11,550,4306.350300628729,4306.350300628729,76.98742289951147,0.5088147180211774
pure,64,11,600,4306.349006527385,4306.349006527385,77.46527048140558,0.4485405095731521
pure,64,11,650,4306.355775306387,4306.355775306387,77.88876050928926,0.4992852874230162
pure,64,11,700,4306.353382101473,4306.353382101473,78.2711777986831,0.4198985109719475
pure,64,11,750,4306.3561948803745,4306.3561948803745,78.59097217478714,0.4630840005075093
pure,64,29,1,4303.400902879747,4303.400902879747,44.97650369567375,3.4438039014270934
pure,64,29,50,4305.749520438595,4305.749520438595,62.612795646718816,2.3454068701510686
pure,64,29,100,4306.329021887126,4306.329021887126,66.47407754133489,0.5939474513823594
pure,64,29,150,4306.335107024002,4306.335107024002,68.86895397186763,0.5873322422189501
pure,64,29,200,4306.348199704433,4306.348199704433,70.64873406717169,0.474599295615152
pure,64,29,250,4306.349713890883,4306.349713890883,72.05177554289443,0.39032730031422364
pure,64,29,300,4306.339776918287,4306.339776918287,73.19591163939518,0.5304601444550371
pure,64,29,350,4306.330589634328,4306.330589634328,74.15918563852264,0.5988009639669705
pure,64,29,400,4306.327862852507,4306.327862852507,74.98816971736663,0.7136118137688034
pure,64,29,450,4306.336933048087,4306.336933048087,75.6829306013511,0.6970924412826549
pure,64,29,500,4306.334783254839,4306.334783254839,76.30776298131161,0.6937881004372451
pure,64,29,550,4306.342564920837,4306.342564920837,76.85355292757833,0.6548209165803034
pure,64,29,600,4306.358029935067,4306.358029935067,77.33194610163001,0.39323792419344467
pure,64,29,650,4306.356139046448,4306.356139046448,77.75236977863382,0.42186518741955026
pure,64,29,700,4306.350020512448,4306.350020512448,78.1261241596618,0.5281887137494028
pure,64,29,750,4306.356736586941,4306.356736586941,78.45576960650023,0.4439067740486515
pure,64,47,1,4303.400902879747,4303.400902879747,44.97650369567374,3.4438039014270947
pure,64,47,50,4305.835441247019,4305.835441247019,62.758201312518,2.2832656624515284
pure,64,47,100,4306.334681372021,4306.334681372021,66.60772795703646,0.41751342154357396
pure,64,47,150,4306.345424016431,4306.345424016431,68.99252202542861,0.5121048426576409
pure,64,47,200,4306.346134367381,4306.346134367381,70.762798494228,0.48137564235516234
pure,64,47,250,4306.336359833806,4306.336359833806,72.157992159952,0.6291276810866959
pure,64,47,300,4306.337010396197,4306.337010396197,73.30355108936405,0.5932218933706899
pure,64,47,350,4306.327878577974,4306.327878577974,74.2671776126263,0.7599412855608662
pure,64,47,400,4306.35347653547,4306.35347653547,75.08696687845719,0.5908208426854729
pure,64,47,450,4306.336992684519,4306.336992684519,75.80143066325375,0.5887887507063077
pure,64,47,500,4306.350696160306,4306.350696160306,76.42698255872415,0.5376066797784768
pure,64,47,550,4306.3456070401835,4306.3456070401835,76.96460772214402,0.41318578959025454
pure,64,47,600,4306.345368011689,4306.345368011689,77.44336178034122,0.5135321781789547
pure,64,47,650,4306.341384122986,4306.341384122986,77.87597142019179,0.6274572984595861
pure,64,47,700,4306.336312439401,4306.336312439401,78.2491524321931,0.5422158959203667
pure,64,47,750,4306.346283794229,4306.346283794229,78.57069355518239,0.5959135956507047
pure,256,11,1,4303.400902879747,4303.400902879747,44.976503695673735,3.443803901427095
pure,256,11,50,4304.880155964552,4304.880155964552,68.440869413061,4.171479101016908
pure,256,11,100,4306.342627542174,4306.342627542174,71.71136639808128,0.6395459980649951
pure,256,11,150,4306.355376232354,4306.355376232354,73.91178188239867,0.39292880269489394
pure,256,11,200,4306.349207248432,4306.349207248432,75.60386423980566,0.4871520447476588
pure,256,11,250,4306.344380861852,4306.344380861852,76.95924301307282,0.5006955131945364
pure,256,11,300,4306.336963606273,4306.336963606273,78.07993599634236,0.6125458408073602
pure,256,11,350,4306.3570248201995,4306.3570248201995,79.02713020187448,0.45002603162251814
pure,256,11,400,4306.355390255446,4306.355390255446,79.83610556094452,0.5060455869038494
pure,256,11,450,4306.3446742921,4306.3446742921,80.53853746851108,0.6630352494974089
pure,256,11,500,4306.32668181152,4306.32668181152,81.15265026098328,0.8033562933201996
pure,256,11,550,4306.360507293578,4306.360507293578,81.6971450214713,0.4541272743208688
pure,256,11,600,4306.340328654755,4306.340328654755,82.17368836875433,0.5485589506457351
pure,256,11,650,4306.3519588128565,4306.3519588128565,82.59422740619857,0.4861228989090949
pure,256,11,700,4306.355122604726,4306.355122604726,82.96661009965952,0.46007063186818264
pure,256,11,750,4306.344158519042,4306.344158519042,83.29417678317732,0.6799016794537442
pure,256,29,1,4303.400902879747,4303.400902879747,44.97650369567374,3.4438039014270942
pure,256,29,50,4304.836808236979,4304.836808236979,68.85856145930602,4.239852279545671
pure,256,29,100,4306.33094833632,4306.33094833632,72.06857218014716,0.775052233266005
pure,256,29,150,4306.341844113785,4306.341844113785,74.2418885406932,0.4787195192914401
pure,256,29,200,4306.35027538007,4306.35027538007,75.91998409733583,0.5499154628314858
pure,256,29,250,4306.3503097695575,4306.3503097695575,77.26962500284968,0.5267651422977503
pure,256,29,300,4306.348886196401,4306.348886196401,78.38713491418892,0.545603787465179
pure,256,29,350,4306.340266098742,4306.340266098742,79.32967266141333,0.656264714215625
pure,256,29,400,4306.334175867192,4306.334175867192,80.1364206454395,0.5749265029378106
pure,256,29,450,4306.357244528827,4306.357244528827,80.83711270157436,0.4343748317578858
pure,256,29,500,4306.3435312346755,4306.3435312346755,81.45247702613145,0.5604234033362648
pure,256,29,550,4306.350699770096,4306.350699770096,81.99498483377972,0.5115828544379103
pure,256,29,600,4306.352720456106,4306.352720456106,82.47120682131934,0.4806586375654067
pure,256,29,650,4306.3511102321945,4306.3511102321945,82.89484410776893,0.6096630438160378
pure,256,29,700,4306.355169341436,4306.355169341436,83.26715035434314,0.5365972353703172
pure,256,29,750,4306.357153327786,4306.357153327786,83.59289442215993,0.40954960783301547
pure,256,47,1,4303.400902879747,4303.400902879747,44.97650369567375,3.4438039014270947
pure,256,47,50,4304.681778523217,4304.681778523217,68.88751030216059,4.374650081667045
pure,256,47,100,4306.326402297117,4306.326402297117,72.0879645502046,0.6654849057739978
pure,256,47,150,4306.349245419849,4306.349245419849,74.26047110816505,0.40109942906109275
pure,256,47,200,4306.356593673413,4306.356593673413,75.93662501591935,0.3916137433128928
pure,256,47,250,4306.344121307303,4306.344121307303,77.28584171546623,0.5313183898194025
pure,256,47,300,4306.337394764911,4306.337394764911,78.40178839734561,0.7559230261198348
pure,256,47,350,4306.344095314156,4306.344095314156,79.34400263949347,0.5976169730414886
pure,256,47,400,4306.337181158051,4306.337181158051,80.15521892406528,0.6900660893593498
pure,256,47,450,4306.329748421348,4306.329748421348,80.85690551500251,0.7952730763378734
pure,256,47,500,4306.354514279959,4306.354514279959,81.47066775112644,0.4957920825439895
pure,256,47,550,4306.347875302747,4306.347875302747,82.01083544965152,0.5748483382295319
pure,256,47,600,4306.33347012057,4306.33347012057,82.4901134815246,0.7981362445443281
pure,256,47,650,4306.332753738986,4306.332753738986,82.91162086684876,0.837937634308737
pure,256,47,700,4306.350754021165,4306.350754021165,83.2834600082156,0.5518045294958875
pure,256,47,750,4306.34490558158,4306.34490558158,83.61288065058437,0.49824794783441184
robust,1,11,1,3817.5663794490565,4303.400902879747,44.976503695673735,8.694674907897284
robust,1,11,50,3830.274655289107,4291.485003876521,39.79904253141756,0.8128662717772115
robust,1,11,100,3852.502418507195,4257.786345653905,31.31174268150507,0.6367199558041104
robust,1,11,150,3869.831458779193,4208.49728018136,26.15176262720783,0.286205122160371
robust,1,11,200,3870.019677541472,4207.609941800941,26.317553660651615,0.30664150776129
robust,1,11,250,3870.020538693353,4207.285563758633,26.668495708878428,0.32527446663404413
robust,1,11,300,3870.0212839372552,4207.308277683884,26.95092921982635,0.27988550736633905
robust,1,11,350,3870.0190753413513,4207.261946282694,27.179524655646315,0.3151964280962864
robust,1,11,400,3870.0223488155643,4207.239766855143,27.367600852062438,0.5116542264731977
robust,1,11,450,3870.021749265342,4207.332705159878,27.525385994176247,0.33685941228373323
robust,1,11,500,3870.0180903843334,4207.333975342378,27.661271144912764,0.35354399319942303
robust,1,11,550,3870.0226432458107,4207.310715484385,27.78083891277105,0.3571113056656772
robust,1,11,600,3870.022700148918,4207.295440112784,27.888419454199173,0.3386754889281531
robust,1,11,650,3870.0224229562314,4207.254219770844,27.981314797414264,0.37359859014768093
robust,1,11,700,3870.0219744512797,4207.303993941241,28.060221806584845,0.2806073832936342
robust,1,11,750,3870.022615555646,4207.297467885153,28.13349560444552,0.2519274666277932
robust,1,29,1,3817.5663794490565,4303.400902879747,44.976503695673735,8.694674907897284
robust,1,29,50,3830.274655289107,4291.485003876521,39.79904253141756,0.8128662717772115
robust,1,29,100,3852.502418507195,4257.786345653905,31.31174268150507,0.6367199558041104
robust,1,29,150,3869.831458779193,4208.49728018136,26.15176262720783,0.286205122160371
robust,1,29,200,3870.019677541472,4207.609941800941,26.317553660651615,0.30664150776129
robust,1,29,250,3870.020538693353,4207.285563758633,26.668495708878428,0.32527446663404413
robust,1,29,300,3870.0212839372552,4207.308277683884,26.95092921982635,0.27988550736633905
robust,1,29,350,3870.0190753413513,4207.261946282694,27.179524655646315,0.3151964280962864
robust,1,29,400,3870.0223488155643,4207.239766855143,27.367600852062438,0.5116542264731977
robust,1,29,450,3870.021749265342,4207.332705159878,27.525385994176247,0.33685941228373323
robust,1,29,500,3870.0180903843334,4207.333975342378,27.661271144912764,0.35354399319942303
robust,1,29,550,3870.0226432458107,4207.310715484385,27.78083891277105,0.3571113056656772
robust,1,29,600,3870.022700148918,4207.295440112784,27.888419454199173,0.3386754889281531
robust,1,29,650,3870.0224229562314,4207.254219770844,27.981314797414264,0.37359859014768093
robust,1,29,700,3870.0219744512797,4207.303993941241,28.060221806584845,0.2806073832936342
robust,1,29,750,3870.022615555646,4207.297467885153,28.13349560444552,0.2519274666277932
robust,1,47,1,3817.5663794490565,4303.400902879747,44.976503695673735,8.694674907897284
robust,1,47,50,3830.274655289107,4291.485003876521,39.79904253141756,0.8128662717772115
robust,1,47,100,3852.502418507195,4257.786345653905,31.31174268150507,0.6367199558041104
robust,1,47,150,3869.831458779193,4208.49728018136,26.15176262720783,0.286205122160371
robust,1,47,200,3870.019677541472,4207.609941800941,26.317553660651615,0.30664150776129
robust,1,47,250,3870.020538693353,4207.285563758633,26.668495708878428,0.32527446663404413
robust,1,47,300,3870.0212839372552,4207.308277683884,26.95092921982635,0.27988550736633905
robust,1,47,350,3870.0190753413513,4207.261946282694,27.179524655646315,0.3151964280962864
robust,1,47,400,3870.0223488155643,4207.239766855143,27.367600852062438,0.5116542264731977
robust,1,47,450,3870.021749265342,4207.332705159878,27.525385994176247,0.33685941228373323
robust,1,47,500,3870.0180903843334,4207.333975342378,27.661271144912764,0.35354399319942303
robust,1,47,550,3870.0226432458107,4207.310715484385,27.78083891277105,0.3571113056656772
robust,1,47,600,3870.022700148918,4207.295440112784,27.888419454199173,0.3386754889281531
robust,1,47,650,3870.0224229562314,4207.254219770844,27.981314797414264,0.37359859014768093
robust,1,47,700,3870.0219744512797,4207.303993941241,28.060221806584845,0.2806073832936342
robust,1,47,750,3870.022615555646,4207.297467885153,28.13349560444552,0.2519274666277932
robust,4,11,1,3817.5663794490565,4303.400902879747,44.976503695673735,8.694674907897284
robust,4,11,50,3837.5281312211455,4282.701288831877,36.19606348697703,0.9380986727566479
robust,4,11,100,3869.6484892269023,4206.774179607271,27.094466764591942,0.5738218364725989
robust,4,11,150,3869.997096413257,4208.149982833182,27.331574291987046,0.5998601375099416
robust,4,11,200,3870.010824310228,4207.103370655532,27.742239479832037,0.5325778888896792
robust,4,11,250,3870.0039519771685,4207.455821864669,28.067972484104335,0.5862817902372153
robust,4,11,300,3870.0109844035915,4207.4697228774985,28.31796582348501,0.45653359187731946
robust,4,11,350,3870.0123891640146,4207.131923192232,28.53762201704603,0.46369687606064747
robust,4,11,400,3870.007265167711,4207.27108855499,28.711095784480857,0.39121299700589834
robust,4,11,450,3870.01507504366,4207.217440258399,28.853134648382206,0.3709851048166974
robust,4,11,500,3870.0112721355567,4207.310027499331,28.9936133759748,0.5585633868369941
robust,4,11,550,3870.0136470615544,4207.329142359496,29.106054360231628,0.39759174338563275
robust,4,11,600,3870.0136546212343,4207.321702872637,29.211843758893085,0.37294027465624935
robust,4,11,650,3870.012657789388,4207.244452345317,29.302224858961825,0.4098646072428913
robust,4,11,700,3870.0134245253766,4207.361343265327,29.38745673439683,0.40133366605600695
robust,4,11,750,3870.0202147842906,4207.332324738781,29.44916452057082,0.51602431838652
robust,4,29,1,3817.5663794490565,4303.400902879747,44.97650369567375,8.69467490789728
robust,4,29,50,3834.7827903472544,4286.374245003816,37.26475803214036,0.7718664277261045
robust,4,29,100,3869.654556045033,4209.86203480282,27.497637645927234,0.4877273523248608
robust,4,29,150,3869.9909490613813,4207.650536033004,27.49245621534575,0.8458904682604985
robust,4,29,200,3870.010272933457,4207.357654573681,27.916422909568173,0.6993726830109992
robust,4,29,250,3869.9865402165497,4206.913145067485,28.24653821703391,0.8346966961926003
robust,4,29,300,3870.0035067977274,4207.449876482151,28.511698508467077,0.42347630915638296
robust,4,29,350,3869.998914167439,4207.132132612583,28.710354831188088,0.6572169991007358
robust,4,29,400,3870.005199914898,4207.101534920679,28.879394350416053,0.5395551440162135
robust,4,29,450,3870.0015109218502,4207.378466360057,29.02788388097358,0.7336617113306714
robust,4,29,500,3870.0087323950884,4207.189775259481,29.167121627496034,0.5291495189084054
robust,4,29,550,3870.0016275364183,4207.109973833378,29.282485693981958,0.6663471843735407
robust,4,29,600,3870.0168357444422,4207.309074210248,29.381988736236742,0.5025372666478946
robust,4,29,650,3870.015880828999,4207.476736524291,29.47936354469689,0.3789761546291958
robust,4,29,700,3870.014045892833,4207.303807557893,29.56340824286521,0.5343383247248801
robust,4,29,750,3870.0178003336096,4207.38200042915,29.62353205216981,0.35083474936620146
robust,4,47,1,3817.5663794490565,4303.400902879747,44.97650369567374,8.694674907897278
robust,4,47,50,3835.1099723635225,4286.069846763517,37.081657700538656,0.7203045585634155
robust,4,47,100,3869.4816061695883,4209.518362794832,27.23778635352578,1.198189199326632
robust,4,47,150,3869.9934890448562,4207.274700634297,27.516409805184164,0.8646724248692498
robust,4,47,200,3869.9991065930167,4207.398806972207,27.99114517061459,0.5957360729815434
robust,4,47,250,3870.0007818933723,4207.216181447016,28.32580495749884,0.5602133225475204
robust,4,47,300,3870.001485396778,4207.124015546839,28.583013335918388,0.557488266501733
robust,4,47,350,3870.0066873272235,4206.993987867463,28.797483822754494,0.6369888742663778
robust,4,47,400,3870.001162617693,4207.099695764213,28.971339878091072,0.6158431169168471
