profile,R,seed,step,score,raw_profit,hidden_norm,grad_hidden_rms
robust,4,47,450,3869.999546213207,4206.813411553685,29.129561819174693,0.7638235134073974
robust,4,47,500,3870.0046427232674,4207.244941720498,29.26672383614274,0.7274346152006991
robust,4,47,550,3870.0098645399253,4207.238104924219,29.377532537930442,0.40989534140564793
robust,4,47,600,3870.012607130487,4207.469007269471,29.461546991171392,0.4534209686923199
robust,4,47,650,3870.010733176384,4207.478975053895,29.553503122442507,0.4097988493795094
robust,4,47,700,3870.0124683153117,4207.5489089851035,29.632803699700055,0.3319849956207515
robust,4,47,750,3870.012011599152,4207.3735040349875,29.71103342309064,0.6462563309668251
robust,16,11,1,3817.5663794490565,4303.400902879747,44.97650369567373,8.694674907897289
robust,16,11,50,3865.704290446666,4211.109330350933,29.024782842631446,1.0715170215769099
robust,16,11,100,3869.991539184418,4208.483996892796,27.962793770662866,0.5702842957006028
robust,16,11,150,3870.0038049214654,4207.263821851893,28.520988377345063,0.5079015957906646
robust,16,11,200,3870.011469701707,4207.248930488481,28.917157811656132,0.40975178958274466
robust,16,11,250,3870.006352702037,4207.3623043546395,29.236238073346318,0.4225166301699392
robust,16,11,300,3869.995673129676,4207.339403437822,29.48590312049307,0.5205783631529001
robust,16,11,350,3869.9994235420163,4207.463326497041,29.686438997617355,0.6718031860554262
robust,16,11,400,3870.0057774991683,4207.342276331433,29.867304576978324,0.5973745079693632
robust,16,11,450,3870.0025046357755,4207.381580099157,30.01918255685024,0.6821159858976669
robust,16,11,500,3870.001248500553,4207.065917460142,30.160057210372944,0.6721637484670507
robust,16,11,550,3870.0086192117665,4207.345065582167,30.286636420057114,0.40655731578890053
robust,16,11,600,3870.0093590411225,4207.269413423831,30.37814106521561,0.4849472200638423
robust,16,11,650,3870.0012039279814,4207.3342112513865,30.461840635354363,0.6190054258898993
robust,16,11,700,3870.0119233834703,4207.168337049901,30.55105913261405,0.7088267393662421
robust,16,11,750,3870.0041765986357,4207.261885765339,30.619216377172393,0.5832413714667221
robust,16,29,1,3817.5663794490565,4303.400902879747,44.97650369567373,8.694674907897289
robust,16,29,50,3863.483420687524,4214.426724709419,29.6045438205023,1.0447752559693815
robust,16,29,100,3869.9868820581123,4208.665695648598,27.852331428125137,0.42244423807424497
robust,16,29,150,3869.993545667039,4207.072453538149,28.40344396692822,0.7549116908941668
robust,16,29,200,3870.007553704671,4207.30732018654,28.799641872400965,0.5633381420970328
robust,16,29,250,3869.994012028843,4207.153019676844,29.109435390276058,0.642038140247801
robust,16,29,300,3869.988469956298,4207.380352527758,29.361774018867397,0.7582484439223381
robust,16,29,350,3869.998999115262,4207.491011431068,29.56587625282054,0.4805706538614892
robust,16,29,400,3869.9926268116574,4207.1879388613725,29.744560442943747,0.6907803228521444
robust,16,29,450,3869.9998808568116,4207.160214433865,29.892596132867464,0.6183033315356046
robust,16,29,500,3870.0006120873677,4207.40105163904,30.016799191602367,0.6409919946203225
robust,16,29,550,3869.9875433267543,4206.880221038246,30.14934309762939,0.7083821201175391
robust,16,29,600,3870.0046712363333,4207.275403742058,30.240998075199492,0.6796970604886258
robust,16,29,650,3869.996401067604,4207.210226118927,30.33695653148264,0.6495595896537683
robust,16,29,700,3870.0060116997565,4207.277066982947,30.411144058917422,0.6352061031220816
robust,16,29,750,3870.0127682239104,4207.349226311659,30.497654442506125,0.5386181625894432
robust,16,47,1,3817.5663794490565,4303.400902879747,44.97650369567375,8.694674907897276
robust,16,47,50,3863.2403658997555,4214.05045947575,29.61032689827541,1.315155057070928
robust,16,47,100,3869.970653055812,4209.244948071765,27.893298242576194,0.6032056850944942
robust,16,47,150,3870.0067851386193,4207.53075350895,28.465485120293287,0.5805515379335368
robust,16,47,200,3870.0058750377575,4207.212116620755,28.839663849141285,0.5640976220799223
robust,16,47,250,3870.0050846234158,4207.2409164279725,29.151326423037613,0.46303071264909273
robust,16,47,300,3870.002580548453,4207.195589238349,29.395468531861304,0.6312844030515637
robust,16,47,350,3869.996228382559,4207.437854527391,29.597223350468237,0.6422283220637157
robust,16,47,400,3869.9921579992583,4207.437752337567,29.778743290543225,0.5423438925688564
robust,16,47,450,3869.997419220345,4207.3649341059145,29.928533339118673,0.610326438073319
robust,16,47,500,3870.003715047155,4207.325426343361,30.065264714559436,0.41946866307336816
robust,16,47,550,3870.0122994832536,4207.257506582667,30.16564540381639,0.5397288550640621
robust,16,47,600,3870.0142068249547,4207.1646838228435,30.28264605828308,0.40968930137237697
robust,16,47,650,3870.013225940759,4207.202740697778,30.355755226587885,0.4264670896275438
robust,16,47,700,3870.004951352755,4207.119028870023,30.435294564386652,0.5988515483211813
robust,16,47,750,3869.9907628215296,4207.129651652809,30.507262945367156,0.68055259681685
robust,64,11,1,3817.5663794490565,4303.400902879747,44.976503695673735,8.694674907897285
robust,64,11,50,3869.0557342203615,4212.103490825042,28.48340597467042,1.8447668544076625
robust,64,11,100,3870.0026233295507,4207.131887611134,29.10138656013624,0.5616004309995283
robust,64,11,150,3870.003134318572,4207.166735160383,29.624511544810122,0.6644917241725435
robust,64,11,200,3870.005139375412,4207.274576887133,30.01401439355678,0.5294379430983016
robust,64,11,250,3870.0111144124107,4207.306723672168,30.312341604085265,0.42209403226345654
robust,64,11,300,3869.9898269455434,4207.432339347215,30.552297994194017,0.7877038633279623
robust,64,11,350,3869.9926905704933,4207.230821695093,30.763662683320998,0.57046766959127
robust,64,11,400,3869.9857117859474,4207.396454592572,30.937943052217715,0.8243862310126073
robust,64,11,450,3869.972310243017,4207.010260854752,31.106615082530194,0.9089733882180754
robust,64,11,500,3869.9999097784007,4207.217995826083,31.234569625668602,0.7410194267710865
robust,64,11,550,3869.992577303344,4207.124036508196,31.34545139196712,0.6349339887496716
robust,64,11,600,3870.0011030810356,4207.3164405427415,31.455762636806487,0.6312933314819241
robust,64,11,650,3870.0080118143146,4207.4613047298935,31.57545545284693,0.40004027706471784
robust,64,11,700,3869.9981291052604,4207.222447799717,31.64417761773685,0.7122716026543199
robust,64,11,750,3870.011183515592,4207.4451114443855,31.71443161002998,0.4266544526743979
robust,64,29,1,3817.5663794490565,4303.400902879747,44.97650369567375,8.694674907897275
robust,64,29,50,3869.0326656798975,4212.387796010706,28.485479674984138,1.5885213896903057
robust,64,29,100,3870.0016760516332,4206.9770083378,29.101266564958976,0.6544932140457417
robust,64,29,150,3870.0055573534137,4207.223738030489,29.617643082986625,0.5690282014714864
robust,64,29,200,3870.006337679998,4207.241232859426,29.990090883035776,0.5645284954284278
robust,64,29,250,3870.0023679221135,4207.403430607969,30.285254816279437,0.42074108484648015
robust,64,29,300,3869.974243860956,4206.965329529343,30.556580564217427,0.9189637032305803
robust,64,29,350,3869.9843375633295,4207.2342544599,30.744156424173593,0.7046875662249841
robust,64,29,400,3869.9780339483327,4207.187588711179,30.933093874961497,0.7131627080002038
robust,64,29,450,3869.955423986529,4207.321099077686,31.08838539526102,1.1533043627647424
robust,64,29,500,3869.979363185627,4207.362386146414,31.22179771967119,0.6878215284155067
robust,64,29,550,3869.9954823060334,4207.325126608622,31.34868727712021,0.668968313818196
robust,64,29,600,3870.000806427811,4207.160642203469,31.452252697922084,0.7163218146145014
robust,64,29,650,3870.009809345654,4207.218864405506,31.532915568830692,0.5774492086229253
robust,64,29,700,3870.000394647225,4207.325438622042,31.61763096160082,0.5033344367909847
robust,64,29,750,3870.0061045365856,4207.182478398631,31.686775144741127,0.42984236555394756
robust,64,47,1,3817.5663794490565,4303.400902879747,44.97650369567374,8.694674907897282
robust,64,47,50,3869.088453696057,4212.46542287241,28.482660004752784,1.5400509347898
robust,64,47,100,3869.9638607158176,4206.96551493624,29.080261858877307,1.1461932894614326
robust,64,47,150,3869.9845193333745,4207.540242430833,29.611359361978707,0.7349429691930551
robust,64,47,200,3870.0062236245976,4207.140971578404,29.994369387199182,0.6272242815152641
robust,64,47,250,3869.9771310057376,4207.365368433763,30.29620399922512,0.8814183766779898
robust,64,47,300,3869.946734576252,4207.518326768157,30.565285725907284,1.1809604394655733
robust,64,47,350,3869.9879070555326,4207.20223287192,30.757898949245988,0.5082147293434736
robust,64,47,400,3869.989823858157,4207.35552984668,30.9633736444764,0.6526501726546756
robust,64,47,450,3869.9754283202906,4207.405708988098,31.112106218224337,0.8502392099945016
robust,64,47,500,3869.981841061209,4207.352935638332,31.2342814321518,0.839075718673185
robust,64,47,550,3869.989535422079,4207.536670175346,31.35502443066057,0.6236115527892984
robust,64,47,600,3870.0001400937717,4207.394493631893,31.448957750936952,0.4948754098074856
robust,64,47,650,3869.9979450260466,4207.430204140622,31.536205977553575,0.5257802137851398
robust,64,47,700,3870.0037776715876,4207.144413265694,31.622372457716143,0.7223936439265848
robust,64,47,750,3870.0047435880097,4207.319162838909,31.707384762061558,0.5259735491660917
robust,256,11,1,3817.5663794490565,4303.400902879747,44.976503695673735,8.694674907897285
robust,256,11,50,3869.0349343024036,4208.398555452161,29.750843142805355,2.44467590003187
robust,256,11,100,3870.002370136558,4207.425279427524,30.304893781886918,0.5894448253479652
robust,256,11,150,3870.000977499964,4207.369467934883,30.745653928931738,0.6181523775260384
robust,256,11,200,3869.99827947013,4207.0873288527355,31.10844616521738,0.6334043267638003
robust,256,11,250,3869.9963176444753,4207.338379746528,31.40285655924271,0.6832879792733871
robust,256,11,300,3869.9895924201674,4207.334769307315,31.648963081836612,0.8260966894226328
robust,256,11,350,3869.99281538159,4207.483971717741,31.855582385901656,0.6251393597897822
robust,256,11,400,3869.9961163340795,4207.008072543127,32.035358077921636,0.6188973240947127
robust,256,11,450,3869.9836466150246,4207.519390562768,32.190746377175905,0.852191542730368
robust,256,11,500,3869.9875237016004,4207.364858740453,32.32643571041828,0.6498426070823673
robust,256,11,550,3869.9734354826555,4207.252036563837,32.4424167554362,0.5637535120678523
robust,256,11,600,3869.9770788667392,4207.084633350921,32.54995146353491,0.6726400166063113
robust,256,11,650,3869.9871836628213,4207.44841079319,32.64111608854706,0.6425721950746396
robust,256,11,700,3869.9983372674537,4207.286499925755,32.7197657060242,0.6189932633312234
robust,256,11,750,3870.0077993214795,4207.321033384189,32.791620817923935,0.5384197374671513
robust,256,29,1,3817.5663794490565,4303.400902879747,44.97650369567374,8.69467490789728
robust,256,29,50,3869.105784381849,4208.084250707692,29.746623812920028,2.3933283548247077
robust,256,29,100,3869.9997519654717,4207.557083319965,30.358987342491716,0.6372757022961685
robust,256,29,150,3869.9958278058684,4207.34680325214,30.819858923777254,0.8527963600945623
robust,256,29,200,3869.986213699457,4207.306585423923,31.18168262561565,0.8805497414468884
robust,256,29,250,3869.9722273306825,4207.036292961965,31.47449844058202,0.7826695509832852
robust,256,29,300,3869.964927773124,4207.047705188816,31.70935512381788,0.8045721662067667
robust,256,29,350,3869.992862419818,4207.437458898399,31.933748416926182,0.6813831927507482
robust,256,29,400,3869.986519091727,4207.1231930678505,32.11228350159407,0.5072627401436709
robust,256,29,450,3869.977933394286,4207.564718132883,32.266185848476994,0.8890067799534669
robust,256,29,500,3869.9856962956746,4207.100388306846,32.40039816353034,0.6231957113705624
robust,256,29,550,3870.0007175201995,4207.227341094045,32.52194140245488,0.5909000228422272
robust,256,29,600,3869.984538943854,4207.3411194698065,32.62448097312283,0.6193973906135661
robust,256,29,650,3869.9860353782487,4207.37221263524,32.716691044853135,0.5906312294024186
robust,256,29,700,3869.9955414466067,4207.28919304958,32.80196636292441,0.6330317044907596
robust,256,29,750,3870.0145693563804,4207.060154758798,32.86826656973985,0.37173408293889704
robust,256,47,1,3817.5663794490565,4303.400902879747,44.97650369567375,8.69467490789728
robust,256,47,50,3869.1066319890606,4207.765402523844,29.784396350764236,2.31782869668279
robust,256,47,100,3869.9819281571818,4207.634559257257,30.379989362337938,0.7224299005411353
robust,256,47,150,3870.003101434477,4207.379299666702,30.830218654349224,0.4967871832428668
robust,256,47,200,3869.9266133633523,4206.9077132891925,31.209033703090963,1.1426323673035608
robust,256,47,250,3869.955809948385,4207.503991523109,31.512551306372867,0.7970028206643713
robust,256,47,300,3869.990406323608,4207.623458928787,31.726832327908205,0.5919683232512781
robust,256,47,350,3869.994043898684,4207.395459295153,31.931162807609287,0.5897133062078943
robust,256,47,400,3869.9686311797295,4207.2889731882415,32.104469116884545,0.6419230214386442
robust,256,47,450,3869.98877917302,4207.2682829442265,32.264141040408454,0.7444598600318529
robust,256,47,500,3869.991367922011,4207.26620830862,32.395890428066046,0.6578435408298713
robust,256,47,550,3870.005894717338,4207.257265623374,32.51987441606207,0.5846604998731453
robust,256,47,600,3869.981285788319,4207.025206420428,32.62902540261149,0.8535553133836159
robust,256,47,650,3870.0032865673265,4207.148521613966,32.72218207808777,0.546085895877878
robust,256,47,700,3870.0073677358237,4207.123956497399,32.804332065641724,0.5733699968328716
robust,256,47,750,3869.9992161377922,4207.108611341751,32.87237978507709,0.3942312324937641
