分类,模型,变量,系数,经典p值,稳健标准误,稳健p值,稳健95%下限,稳健95%上限
花菜类,对数主模型,星期_7,0.3909402460032937,1.5996402718901546e-07,0.06086035201028308,2.0035285006364732e-10,0.2715203031972423,0.5103601888093451
水生根茎类,对数主模型,截距,5.183013581481393,1.2760433245870225e-91,0.43359316289165706,5.385544695238321e-31,4.332220604268219,6.033806558694566
水生根茎类,对数主模型,日平均售价,-0.6155981729215585,2.1136462421169734e-09,0.20177428781529635,0.00233779184137142,-1.0115180391634047,-0.21967830667971233
水生根茎类,对数主模型,月份_02,-0.351897178343516,0.0010829539673297948,0.17626747428357528,0.04614637121140635,-0.6977677825556085,-0.006026574131423601
水生根茎类,对数主模型,月份_03,-0.8147130800573066,1.1859761329748803e-14,0.11507782294040575,2.617410874580523e-12,-1.0405178481438888,-0.5889083119707244
水生根茎类,对数主模型,月份_04,-1.4545774248827705,6.437227943576679e-39,0.18317516094622957,5.065745178774715e-15,-1.8140022356745544,-1.0951526140909866
水生根茎类,对数主模型,月份_05,-1.7402695271899085,1.898428246738825e-49,0.18383124091863157,1.7908728083201897e-20,-2.1009816927667337,-1.379557361613083
水生根茎类,对数主模型,月份_06,-1.2153239663592978,6.3151313233979835e-21,0.18601171191387192,9.927639534233773e-11,-1.5803146343861978,-0.8503332983323979
水生根茎类,对数主模型,月份_07,-0.9890272766360674,4.700768188978624e-18,0.2698008816540488,0.0002587532327769692,-1.518428371953948,-0.4596261813181868
水生根茎类,对数主模型,月份_08,-0.5714298793814806,5.549314644918706e-08,0.22277057853293977,0.010450376602242462,-1.0085484964776172,-0.1343112622853439
水生根茎类,对数主模型,月份_09,-0.545681637419307,2.2133285320664712e-07,0.1445611929747133,0.00016900520504529095,-0.8293384343581848,-0.2620248404804292
水生根茎类,对数主模型,月份_10,-0.7868001423272262,8.05731798559534e-14,0.2629343775668759,0.00283182823112341,-1.3027278391800299,-0.27087244547442246
水生根茎类,对数主模型,月份_11,-1.1024819296543693,2.424635375579542e-24,0.2193107711332123,5.839705837600578e-07,-1.532811740814159,-0.6721521184945796
水生根茎类,对数主模型,月份_12,-0.331593649025319,0.0017360873130038976,0.13956726800374478,0.017683599544987806,-0.6054514070086605,-0.05773589104197746
水生根茎类,对数主模型,星期_2,-0.005232985796230085,0.9477385474206321,0.050211019837076765,0.9170144729202846,-0.10375664048487801,0.09329066889241783
水生根茎类,对数主模型,星期_3,-0.04132343644520275,0.6055151622679642,0.05942874928071478,0.486991162887105,-0.15793404486761586,0.07528717197721038
水生根茎类,对数主模型,星期_4,-0.015762096327065985,0.843838420005703,0.059862445741405125,0.7923661969146311,-0.1332237004167926,0.10169950776266064
水生根茎类,对数主模型,星期_5,0.19135036740440198,0.017119911324398714,0.06129706079627785,0.001846570112972107,0.07107377332371234,0.3116269614850916
水生根茎类,对数主模型,星期_6,0.538685047802052,2.8635851335816064e-11,0.06338162788042637,6.368267152471044e-17,0.4143181331455131,0.6630519624585909
水生根茎类,对数主模型,星期_7,0.45469409308534625,1.584387200657756e-08,0.05201543984866441,8.798337706071447e-18,0.3526298201278044,0.5567583660428881
茄类,对数主模型,截距,3.677567376992048,2.9282863688276213e-71,0.3900287852007074,2.6451820428326145e-20,2.9122265348806717,4.442908219103424
茄类,对数主模型,日平均售价,-0.40295482810509353,8.65027277580531e-08,0.16500334691621385,0.014769207248277532,-0.7267355470463007,-0.07917410916388634
茄类,对数主模型,月份_02,0.179278150887985,0.022910586737511333,0.19537053706042465,0.3590264491447622,-0.20409112089699943,0.5626474226729694
茄类,对数主模型,月份_03,-0.010659997740856174,0.8887105944791974,0.15716356039717308,0.9459361727665143,-0.31905695772855835,0.297736962246846
茄类,对数主模型,月份_04,0.06892098817236886,0.37832071442298015,0.15229472507531958,0.650967967705665,-0.22992201409036328,0.367763990435101
茄类,对数主模型,月份_05,0.1922466870153613,0.01807010376514563,0.15910182288272687,0.22719940199875222,-0.11995366261744939,0.5044470366481719
茄类,对数主模型,月份_06,0.2815301232599147,0.0013537389328983104,0.1614736151499736,0.08154344287167443,-0.035324317455413756,0.5983845639752432
茄类,对数主模型,月份_07,0.30442319298080517,0.00036934353943982094,0.18417834608082084,0.09866141249308658,-0.05698400524852265,0.665830391210133
茄类,对数主模型,月份_08,0.32989501457662984,3.876684841104207e-05,0.17150199021610663,0.054684390685225445,-0.006637781453354141,0.6664278106066138
茄类,对数主模型,月份_09,-0.05247984884599224,0.5336172347667013,0.18868211512991015,0.7809614516698461,-0.42272464708715346,0.317764949395169
茄类,对数主模型,月份_10,-0.24771731443890144,0.00249375301782772,0.20555047206810048,0.22842538740391838,-0.6510623426988968,0.15562771382109397
茄类,对数主模型,月份_11,-0.7880267834868735,6.5324667720415986e-21,0.16954488215709465,3.7877558761830345e-06,-1.120719209813846,-0.455334357159901
茄类,对数主模型,月份_12,-0.7902485648710607,6.292600489968868e-23,0.18092235869348497,1.3812006950020458e-05,-1.1452666445955957,-0.43523048514652557
茄类,对数主模型,星期_2,-0.07922257609349888,0.1829850160437947,0.038638446555606464,0.040582130448730436,-0.1550415472741153,-0.0034036049128824547
茄类,对数主模型,星期_3,-0.06699484249642582,0.2620320082280261,0.04610501826779534,0.14650244518111627,-0.15746522531311152,0.023475540320259905
茄类,对数主模型,星期_4,-0.058049240955268026,0.3304681410661196,0.042415810975245834,0.17143012635621085,-0.14128041189032223,0.025181929979786168
茄类,对数主模型,星期_5,0.06428272214708522,0.2819013013578334,0.049648747694845716,0.1956963263895745,-0.033141406051541825,0.16170685034571225
茄类,对数主模型,星期_6,0.32324518212041986,7.22582776388408e-08,0.047150806815297874,1.2213306206341465e-11,0.2307226823370232,0.4157676819038165
茄类,对数主模型,星期_7,0.28999532187964683,1.2046117858162907e-06,0.05758737717894176,5.616026311046583e-07,0.17699347838125876,0.40299716537803487
辣椒类,对数主模型,截距,5.903862018794717,0.0,0.22762557839363032,2.220965794627592e-115,5.457216960464361,6.350507077125073
辣椒类,对数主模型,日平均售价,-0.6346499616294873,9.60005871528e-66,0.0816290078035786,1.7735619056116698e-14,-0.7948217367400592,-0.4744781865189154
辣椒类,对数主模型,月份_02,0.0775473462355272,0.2069822875551971,0.18223315225147255,0.6705295599480655,-0.28002906275806405,0.4351237552291184
辣椒类,对数主模型,月份_03,-0.20677240845073622,0.0005916090144979169,0.13209227334381807,0.11779451756521633,-0.4659627927168387,0.05241797581536631
辣椒类,对数主模型,月份_04,-0.4531284787955125,1.8675227250816484e-13,0.13068015374029632,0.0005463585800287783,-0.7095480134623062,-0.1967089441287187
辣椒类,对数主模型,月份_05,-0.6139420348730402,1.9698900279266856e-22,0.14906282683422295,4.1052789762534286e-05,-0.9064319011530342,-0.3214521685930463
辣椒类,对数主模型,月份_06,-0.8111780178157859,3.1731780846078744e-34,0.15850217402291342,3.66547788261657e-07,-1.1221896943661633,-0.5001663412654085
辣椒类,对数主模型,月份_07,-0.5561624362027945,1.0960320177471076e-19,0.14004344556981008,7.626076112739722e-05,-0.8309545459328587,-0.2813703264727303
辣椒类,对数主模型,月份_08,-0.3501953205788355,2.2240860663584112e-08,0.154087569738607,0.023242472362686832,-0.6525446965126287,-0.047845944645042326
辣椒类,对数主模型,月份_09,-0.5180269994940775,5.4028286489494104e-17,0.13929243398207142,0.00021044081417347308,-0.7913454803956967,-0.24470851859245824
辣椒类,对数主模型,月份_10,-0.4733928175488494,1.3419457133189834e-14,0.1529811781484314,0.002023152788545069,-0.7735712409042129,-0.17321439419348583
辣椒类,对数主模型,月份_11,-0.7818116394267547,1.4494661327959033e-34,0.17697776325953923,1.0999995630703007e-05,-1.129075966889721,-0.4345473119637884
辣椒类,对数主模型,月份_12,-0.6503786667090294,2.094773771798789e-25,0.14275741058774635,5.820017294981251e-06,-0.9304960965208574,-0.3702612368972015
辣椒类,对数主模型,星期_2,-0.02560350875125608,0.5754987672059158,0.026446955399935947,0.33321003085865003,-0.07749750950734707,0.02629049200483492
辣椒类,对数主模型,星期_3,-0.01842789750278825,0.6876222275987649,0.030173096382888124,0.5415023375431142,-0.0776333017857703,0.04077750678019379
辣椒类,对数主模型,星期_4,-0.023619252521057593,0.6062681661571386,0.03420522046134198,0.4900200589055087,-0.0907364578719404,0.043497952829825215
辣椒类,对数主模型,星期_5,0.08240561401463961,0.07280800674954804,0.038536753244601075,0.03271401536425614,0.006789110270792265,0.15802211775848696
辣椒类,对数主模型,星期_6,0.3762873730073508,6.680199362541702e-16,0.03349364368185204,9.32416007089836e-28,0.31056641782494515,0.4420083281897565
辣椒类,对数主模型,星期_7,0.33470699407203547,4.784117213398791e-13,0.03389966584081465,4.635321518571513e-22,0.2681893455120531,0.40122464263201785
食用菌,对数主模型,截距,4.7007834793004495,1.0452157733002026e-163,0.33185748119410347,7.323226394417849e-42,4.049615429157219,5.35195152944368
食用菌,对数主模型,日平均售价,-0.16834598851778185,0.004824945614547427,0.13764060491018637,0.2215683735721112,-0.4384232638511585,0.10173128681559482
食用菌,对数主模型,月份_02,-0.26839849475090655,0.0004905915831835616,0.20450003345640327,0.18964685452861202,-0.6696667969174739,0.13286980741566073
食用菌,对数主模型,月份_03,-0.6470879652803229,1.3170886340642498e-17,0.19064200074723334,0.000713479489723984,-1.021164148391502,-0.27301178216914374
食用菌,对数主模型,月份_04,-0.8440803601815438,7.15812968371911e-28,0.1509297935744221,2.842748109513481e-08,-1.140233573412534,-0.5479271469505536
食用菌,对数主模型,月份_05,-0.9589821908413835,1.870633217132727e-35,0.1551423292657177,9.037970785877988e-10,-1.2634012073394554,-0.6545631743433116
食用菌,对数主模型,月份_06,-0.9370872758542316,2.4404998809789927e-33,0.11921755371452206,9.331314641388996e-15,-1.1710149899916293,-0.7031595617168337
食用菌,对数主模型,月份_07,-0.7861902565058326,7.213349718614072e-25,0.1273427141792435,9.46148901216828e-10,-1.0360610944139401,-0.5363194185977251
食用菌,对数主模型,月份_08,-0.6272209294934808,1.322085427592715e-16,0.11617848603425858,8.269444121613831e-08,-0.8551854097496061,-0.39925644923735565
食用菌,对数主模型,月份_09,-0.6829682983323196,8.604541151197607e-19,0.14334006384721765,2.1532442262953385e-06,-0.9642290056303575,-0.40170759103428183
食用菌,对数主模型,月份_10,-0.26787383122517683,0.000337330621752179,0.1672605290852032,0.10955442912018314,-0.5960710808349651,0.060323418384611416
食用菌,对数主模型,月份_11,-0.32949865069409306,2.1334302823326384e-05,0.20732121688795074,0.11228588704983167,-0.7363026560414563,0.07730535465327021
食用菌,对数主模型,月份_12,-0.11670069247684355,0.12239688141565325,0.1451214142064989,0.4214844421949498,-0.40145675095967703,0.16805536600598991
食用菌,对数主模型,星期_2,-0.03912324526462209,0.4939248135187929,0.03717904438825494,0.2929036477587917,-0.11207566373467084,0.033829173205426666
食用菌,对数主模型,星期_3,0.0572965056606221,0.3173776750256738,0.04027717980384174,0.155157729640144,-0.02173504892047113,0.13632806024171534
食用菌,对数主模型,星期_4,0.02272345781995646,0.6916777873982591,0.04319834245707779,0.5989794505553718,-0.062039978357460855,0.10748689399737377
食用菌,对数主模型,星期_5,0.17564105222913404,0.002261394946031879,0.044604929316372305,8.760623258142453e-05,0.08811762275812521,0.26316448170014284
食用菌,对数主模型,星期_6,0.4810154733578234,1.5782969179132286e-16,0.04352226226080579,5.842213168078155e-27,0.39561644437641874,0.5664145023392281
食用菌,对数主模型,星期_7,0.42844952565108047,1.3860173904094146e-13,0.03683939975363597,1.6099501053658256e-29,0.3561635551202815,0.5007354961818794
