品类,正常销售最终模型,全量有效最终模型,正常销售售价弹性,全量有效售价弹性,折扣口径弹性差异,正常销售加成率关联系数,稳健标准误,稳健概率值,稳健95%下限,稳健95%上限,模型决定系数,调整决定系数,正常销售回测误差,全量有效回测误差,滚动回测价格系数为负折数,滚动回测总折数,滚动价格系数最小值,滚动价格系数最大值,一阶残差相关,残差诊断,价格关系可靠性,是否存在可识别内部最优,最终定价处理,解释边界
花叶类,对数需求（星期和月份）,对数需求（星期和月份）,-0.7950517001280182,-0.8113941720060941,0.016342471878075915,0.24033678168455266,0.1203832688011225,3.9929973960590824e-11,-1.0310029069782183,-0.5591004932778181,0.4229428989949452,0.41319897046015064,0.363837392343163,0.32642793799158465,8,8,-0.8966640838973602,-0.793984427075664,0.6720439666006381,存在短期相关,价格方向较可靠，但未识别出内部最优价,否,正常销售历史中位加成,控制星期、月份后仍是条件关联，不能单独证明因果
花菜类,对数需求（星期和月份）,对数需求（星期和月份）,-1.0673360170463353,-0.9273820066958379,-0.13995401035049737,0.0906996856512042,0.11760185834192245,1.1280075762641216e-19,-1.2978356593965032,-0.8368363746961673,0.27382300829215334,0.26153805918431383,0.27117480793379817,0.26067823683372804,8,8,-1.2581766528987839,-1.0556251305211943,0.6594784797475989,存在短期相关,价格方向较可靠，但未识别出内部最优价,否,正常销售历史中位加成,控制星期、月份后仍是条件关联，不能单独证明因果
水生根茎类,对数需求（星期和月份）,对数需求（星期和月份）,-0.6155981729215535,-0.5114972582408245,-0.10410091468072902,-1.5937958822852012,0.19999979768677695,0.0020839912621448725,-1.0075977763876363,-0.22359856945547069,0.4578302969801843,0.44867546146953075,0.5245554958520726,0.4238827007508161,8,8,-0.8024365260902324,-0.625077520502001,0.6375861211017727,存在短期相关,价格方向较可靠，但未识别出内部最优价,否,正常销售历史中位加成,控制星期、月份后仍是条件关联，不能单独证明因果
茄类,对数需求（星期、月份和趋势）,对数需求（星期、月份和趋势）,-0.16865530586487842,-0.07265197926974519,-0.09600332659513323,-0.03367228636267634,0.15468336113390052,0.2755695220863468,-0.47183469368732345,0.1345240819575666,0.49180509134298833,0.48243062215416965,0.359849731311328,0.3623046500748543,8,8,-0.2989340145589433,-0.10793724454042113,0.4186422648156008,存在短期相关,价格关系证据不足，不作精细定价,否,正常销售历史中位加成,控制星期、月份后仍是条件关联，不能单独证明因果
辣椒类,对数需求（星期和月份）,对数需求（星期和月份）,-0.6346499616294894,-0.6579897311303783,0.023339769500888896,1.2835587094581014,0.08091112709581119,4.3714481893107336e-15,-0.7932357707372794,-0.4760641525216994,0.4263660627141629,0.41667993619338894,0.3104349854071763,0.31084398168256505,8,8,-0.6432662057613454,-0.45835251991555215,0.6841813237845641,存在短期相关,价格方向较可靠，但未识别出内部最优价,否,正常销售历史中位加成,控制星期、月份后仍是条件关联，不能单独证明因果
食用菌,对数需求（星期和月份）,对数需求（星期和月份）,-0.16834598851777977,-0.66361047200076,0.4952644834829802,-0.23811334100311296,0.13643013405516238,0.2172269320832439,-0.435749051265898,0.0990570742303385,0.36709334844046293,0.35640636933345393,0.39873619924799336,0.36966208227468345,3,8,-0.16132604800191158,0.19066659491931565,0.7213141301493419,存在短期相关,价格关系证据不足，不作精细定价,否,正常销售历史中位加成,控制星期、月份后仍是条件关联，不能单独证明因果
