品类,需求口径,需求模型,价格响应模型,成本预测方法,成本口径,折组,训练截止日,测试开始日,测试结束日,训练样本数,测试样本数,实际总量,实际绝对量总和,预测总量,绝对误差总量,端到端加权绝对百分比误差,端到端平均绝对误差,价格响应系数,训练最大日期,泄漏检查
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,197.00599999999997,197.00599999999997,126.35299830317307,70.65300169682695,0.35863375580858936,10.093285956689565,-0.21692452338903395,2021-09-30,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,195.492,195.492,126.35299830317307,69.13900169682694,0.3536666548852482,9.877000242403849,-0.21692452338903395,2021-09-30,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,85.845,85.845,39.61837725439367,46.22662274560632,0.5384894023601412,6.603803249372332,-0.5323211906217465,2021-12-31,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,85.845,85.845,39.61837725439367,46.22662274560632,0.5384894023601412,6.603803249372332,-0.5323211906217465,2021-12-31,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,123.51699999999998,123.51699999999998,114.16367514818072,19.677070734543044,0.15930657913115642,2.8110101049347205,-0.23232720486465647,2022-03-31,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,123.51699999999998,123.51699999999998,114.16367514818072,19.677070734543044,0.15930657913115642,2.8110101049347205,-0.23232720486465647,2022-03-31,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,145.97400000000002,145.97400000000002,234.33770558187516,91.8745488214455,0.6293898147714353,13.124935545920787,-0.3661922383685553,2022-06-30,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,145.97400000000002,145.97400000000002,234.33770558187516,91.8745488214455,0.6293898147714353,13.124935545920787,-0.3661922383685553,2022-06-30,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,八折主要回测,2022-12-31,2023-01-01,2023-01-07,870,7,56.477000000000004,56.477000000000004,52.218218284657496,24.693339326121457,0.4372282402769527,3.5276199037316367,-0.16641734903102248,2022-12-31,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,八折主要回测,2022-12-31,2023-01-01,2023-01-07,870,7,57.288000000000004,57.288000000000004,52.218218284657496,25.504339326121457,0.445195142545061,3.6434770465887794,-0.16641734903102248,2022-12-31,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,945,7,118.973,118.973,85.62987587915832,33.34312412084168,0.280257908271975,4.763303445834525,-0.09248773156210245,2023-03-17,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,945,7,117.459,117.459,85.62987587915832,32.26206189278429,0.274666580617784,4.60886598468347,-0.09248773156210245,2023-03-17,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,952,7,114.563,114.563,93.40065596178289,25.106632873109,0.21915132174531915,3.5866618390155716,-0.08819027958691462,2023-03-24,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,952,7,114.563,114.563,93.40065596178289,25.106632873109,0.21915132174531915,3.5866618390155716,-0.08819027958691462,2023-03-24,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,959,7,127.597,127.597,104.73701813359807,39.14872943174665,0.3068154379158339,5.592675633106665,-0.09330778162238579,2023-03-31,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,959,7,127.597,127.597,104.73701813359807,39.14872943174665,0.3068154379158339,5.592675633106665,-0.09330778162238579,2023-03-31,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,966,7,98.274,98.274,115.46770697903818,20.554991542368967,0.2091600173226791,2.9364273631955666,-0.10328034998217553,2023-04-07,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,966,7,99.066,99.066,115.46770697903818,21.34699154236897,0.2154825221808589,3.049570220338424,-0.10328034998217553,2023-04-07,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,973,7,118.12,118.12,115.13122205026156,29.378204052028565,0.2487149005420637,4.196886293146938,-0.10059600015723005,2023-04-14,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,973,7,118.12,118.12,115.13122205026156,29.378204052028565,0.2487149005420637,4.196886293146938,-0.10059600015723005,2023-04-14,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,980,7,165.539,165.539,115.83080852306124,49.70819147693876,0.30028084908655217,7.101170210991251,-0.09646471709492559,2023-04-21,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,980,7,165.539,165.539,115.83080852306124,49.70819147693876,0.30028084908655217,7.101170210991251,-0.09646471709492559,2023-04-21,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,987,7,219.542,219.542,123.44753315971506,96.09446684028494,0.43770425176178107,13.727780977183562,-0.10565402307242572,2023-04-28,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,987,7,219.542,219.542,123.44753315971506,96.09446684028494,0.43770425176178107,13.727780977183562,-0.10565402307242572,2023-04-28,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,994,7,168.554,168.554,153.40771441633524,40.60234728142946,0.24088628737039441,5.800335325918494,-0.1202518126877866,2023-05-05,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,994,7,168.554,168.554,153.40771441633524,40.60234728142946,0.24088628737039441,5.800335325918494,-0.1202518126877866,2023-05-05,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1001,7,143.07,143.07,166.81818859954666,35.005858099959596,0.2446764388058964,5.000836871422799,-0.12871853374509362,2023-05-12,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1001,7,143.07,143.07,166.81818859954666,35.005858099959596,0.2446764388058964,5.000836871422799,-0.12871853374509362,2023-05-12,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1008,7,176.93099999999998,176.93099999999998,168.87474660802104,20.299040467951922,0.11472856914815337,2.899862923993132,-0.13100999711778888,2023-05-19,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1008,7,176.93099999999998,176.93099999999998,168.87474660802104,20.299040467951922,0.11472856914815337,2.899862923993132,-0.13100999711778888,2023-05-19,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1015,7,174.063,174.063,168.40582805305968,22.7831240697038,0.13089010340913232,3.2547320099576855,-0.10582467709241711,2023-05-26,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1015,7,174.063,174.063,168.40582805305968,22.7831240697038,0.13089010340913232,3.2547320099576855,-0.10582467709241711,2023-05-26,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1022,7,177.39,177.39,161.5937285329613,28.91966358945599,0.16302871407326225,4.131380512779427,-0.11027265706188132,2023-06-02,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1022,7,177.39,177.39,161.5937285329613,28.91966358945599,0.16302871407326225,4.131380512779427,-0.11027265706188132,2023-06-02,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1029,7,190.56699999999998,190.56699999999998,168.60368921351508,35.81855576300728,0.18795780887040928,5.116936537572469,-0.11076650733567722,2023-06-09,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1029,7,190.56699999999998,190.56699999999998,168.60368921351508,35.81855576300728,0.18795780887040928,5.116936537572469,-0.11076650733567722,2023-06-09,通过
茄类,正常销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1036,7,227.367,227.367,177.1671387719855,55.24740652131549,0.24298779735544512,7.8924866459022125,-0.12119068978711758,2023-06-16,通过
茄类,净销售量,同星期最近4次均值,半对数加成,阻尼趋势,固定篮子成本,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1036,7,227.367,227.367,177.1671387719855,55.24740652131549,0.24298779735544512,7.8924866459022125,-0.12119068978711758,2023-06-16,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,522.84,522.84,566.8276907631764,110.37454098940253,0.2111057703875039,15.767791569914648,-0.4814940905879049,2021-03-31,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,522.84,522.84,566.8276907631764,110.37454098940253,0.2111057703875039,15.767791569914648,-0.4814940905879049,2021-03-31,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,375.874,375.874,365.9431209263782,48.66594170339591,0.1294740836115185,6.952277386199415,-0.4940665828682103,2021-06-30,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,376.16099999999994,376.16099999999994,365.9431209263782,48.952941703395915,0.13013826979244505,6.993277386199416,-0.4940665828682103,2021-06-30,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,473.33200000000005,473.33200000000005,371.56860166943255,152.1460637687804,0.3214362514446105,21.73515196696863,-0.3480125240436117,2021-09-30,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,466.16200000000003,466.16200000000003,371.56860166943255,145.32006376878041,0.31173725822521015,20.760009109825774,-0.3480125240436117,2021-09-30,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,426.436,426.436,268.9781498938149,157.45785010618516,0.36924145734925096,22.49397858659788,-0.5660520973632365,2021-12-31,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,426.29400000000004,426.29400000000004,268.9781498938149,157.31585010618517,0.3690313495057053,22.473692872312167,-0.5660520973632365,2021-12-31,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,389.282,389.282,495.113230529947,169.72844548485705,0.4360038365114674,24.24692078355101,-0.2986713106789019,2022-03-31,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,461.282,461.282,495.113230529947,161.5313926802323,0.3501792670865811,23.075913240033184,-0.2986713106789019,2022-03-31,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,328.35800000000006,328.35800000000006,252.61099165140828,106.44076008344703,0.3241607029018541,15.205822869063862,-0.2604495742797933,2022-06-30,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,328.17400000000004,328.17400000000004,252.61099165140828,106.256760083447,0.3237817745569332,15.179537154778144,-0.2604495742797933,2022-06-30,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,1078.219,1078.219,651.0091360729809,427.209863927019,0.39621808178766926,61.029980561002716,-0.2656411143520866,2022-09-30,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,1121.0880000000002,1121.0880000000002,651.0091360729809,470.07886392701903,0.419305945587696,67.15412341814557,-0.2656411143520866,2022-09-30,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,805.7339999999999,805.7339999999999,771.9283272134296,183.69911170244728,0.2279897729305792,26.242730243206754,-0.026064134043879122,2022-12-31,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,908.185,908.185,771.9283272134296,212.9937830817088,0.234526867413257,30.427683297386974,-0.026064134043879122,2022-12-31,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,878.48,878.48,765.0361859382482,137.17054392011667,0.1561453236500736,19.595791988588097,-0.021617741611643947,2023-03-17,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,980.3209999999999,980.3209999999999,765.0361859382482,215.28481406175177,0.21960644937908277,30.75497343739311,-0.021617741611643947,2023-03-17,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,721.178,721.178,796.0238091891872,104.21212818217673,0.14450264453737735,14.887446883168105,-0.0272853899150265,2023-03-24,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,987,7,889.9369999999999,889.9369999999999,796.0238091891872,98.24941626117253,0.11040041740165038,14.035630894453218,-0.0272853899150265,2023-03-24,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,772.25,772.25,798.1858989967018,139.10052990599206,0.18012370334217165,19.87150427228458,-0.027253888708063438,2023-03-31,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,994,7,902.622,902.622,798.1858989967018,178.43852990599208,0.19768909898716416,25.49121855799887,-0.027253888708063438,2023-03-31,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,536.416,536.416,792.6029727998917,256.1869727998918,0.4775901032032821,36.598138971413114,-0.04498411316037431,2023-04-07,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1001,7,685.0459999999999,685.0459999999999,792.6029727998917,107.55697279989181,0.15700693500858603,15.365281828555974,-0.04498411316037431,2023-04-07,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,590.352,590.352,722.9158996373892,136.68046413487215,0.2315236742398978,19.525780590696023,-0.044948544307046125,2023-04-14,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1008,7,691.769,691.769,722.9158996373892,91.44346413487212,0.1321878605934526,13.063352019267445,-0.044948544307046125,2023-04-14,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,634.7560000000001,634.7560000000001,653.3179819400228,139.67639602620602,0.22004738202743418,19.953770860886575,-0.04341778468325239,2023-04-21,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1015,7,681.697,681.697,653.3179819400228,130.40139602620602,0.1912893793374564,18.628770860886572,-0.04341778468325239,2023-04-21,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,663.5110000000001,663.5110000000001,620.7139763472726,122.87115120279822,0.18518329191648397,17.553021600399745,-0.0398905047526384,2023-04-28,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1022,7,760.797,760.797,620.7139763472726,173.14315120279826,0.2275812749035528,24.734735886114038,-0.0398905047526384,2023-04-28,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,626.9150000000001,626.9150000000001,606.295803650875,114.26548659479506,0.18226631456384845,16.32364094211358,-0.04628738719293024,2023-05-05,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1029,7,660.956,660.956,606.295803650875,142.30648659479505,0.21530402416317432,20.32949808497072,-0.04628738719293024,2023-05-05,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,535.2349999999999,535.2349999999999,622.955935337076,87.72093533707587,0.1638923750073816,12.531562191010838,-0.032666329568936836,2023-05-12,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1036,7,598.872,598.872,622.955935337076,45.54777268496296,0.07605593964146422,6.506824669280422,-0.032666329568936836,2023-05-12,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,547.3670000000001,547.3670000000001,613.8530407842434,106.59601897802615,0.19474323256247844,15.228002711146592,-0.019138880784269827,2023-05-19,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1043,7,599.2900000000001,599.2900000000001,613.8530407842434,95.20371388349044,0.15886084180194968,13.600530554784347,-0.019138880784269827,2023-05-19,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,573.357,573.357,592.2930424599141,87.7190044496548,0.15299194820967532,12.531286349950687,-0.026944006794291136,2023-05-26,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1050,7,583.7289999999999,583.7289999999999,592.2930424599141,92.09100444965482,0.15776328475997395,13.155857778522117,-0.026944006794291136,2023-05-26,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,591.605,591.605,572.7641380112749,56.27605051863243,0.09512436595132298,8.039435788376062,-0.027825264933195277,2023-06-02,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1057,7,623.7830000000001,623.7830000000001,572.7641380112749,55.31667632808718,0.08867935857195078,7.902382332583883,-0.027825264933195277,2023-06-02,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,596.4350000000001,596.4350000000001,565.7736630058483,75.02050013814471,0.1257815187541722,10.717214305449245,-0.031052711508557977,2023-06-09,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1064,7,650.5790000000001,650.5790000000001,565.7736630058483,96.9035055891664,0.14894963653786303,13.843357941309486,-0.031052711508557977,2023-06-09,通过
辣椒类,正常销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,705.076,705.076,582.6028980167509,138.2637938439304,0.19609771690417824,19.751970549132913,-0.03848392182519426,2023-06-16,通过
辣椒类,净销售量,同星期最近4次均值,半对数加成,指数加权移动平均,销量加权成本,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1071,7,756.787,756.787,582.6028980167509,176.79079384393037,0.2336070702112092,25.255827691990053,-0.03848392182519426,2023-06-16,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,382.265,382.265,433.76844095535137,81.19552546298932,0.2124063816017405,11.599360780427046,-0.9021248081149277,2021-03-31,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2021-03-31,2021-04-01,2021-04-07,272,7,386.525,386.525,433.76844095535137,80.41552546298934,0.20804741080910508,11.487932208998476,-0.9021248081149277,2021-03-31,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,273.25100000000003,273.25100000000003,186.11197301863874,87.13902698136125,0.3188973763366328,12.44843242590875,-0.9698444315886156,2021-06-30,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,281.167,281.167,186.11197301863874,95.05502698136127,0.3380731984242862,13.579289568765896,-0.9698444315886156,2021-06-30,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,212.942,212.942,592.6555572565227,402.21666086905105,1.8888554670710853,57.459522981293006,-0.6945695282646689,2021-09-30,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,298.265,298.265,592.6555572565227,316.893660869051,1.0624567444019615,45.270522981293006,-0.6945695282646689,2021-09-30,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,414.5780000000001,414.5780000000001,451.37255701151173,101.50721113858721,0.24484466406463243,14.501030162655315,-0.20654128363023183,2021-12-31,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,436.4630000000001,436.4630000000001,451.37255701151173,115.27305425353116,0.26410727656990657,16.46757917907588,-0.20654128363023183,2021-12-31,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,199.535,199.535,98.80087079860829,100.7341292013917,0.5048444092584845,14.3905898859131,-0.3378257161477521,2022-03-31,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,204.30499999999998,204.30499999999998,98.80087079860829,105.5041292013917,0.51640502778391,15.072018457341672,-0.3378257161477521,2022-03-31,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,193.99699999999999,193.99699999999999,300.1783439325718,113.60933385870061,0.5856241790269985,16.22990483695723,-0.2605023947718502,2022-06-30,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2022-06-30,2022-07-01,2022-07-07,727,7,287.3070000000001,287.3070000000001,300.1783439325718,46.20491654247033,0.1608207128349477,6.600702363210047,-0.2605023947718502,2022-06-30,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,781.017,781.017,433.05386603651385,379.40580673559083,0.485784312935046,54.200829533655835,-0.4142268994109763,2022-09-30,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2022-09-30,2022-10-01,2022-10-07,819,7,838.221,838.221,433.05386603651385,405.1671339634861,0.48336552527732674,57.88101913764087,-0.4142268994109763,2022-09-30,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,703.4100000000001,703.4100000000001,868.0979838455055,263.26624827236594,0.3742714039782857,37.60946403890942,-0.46091404073528924,2022-12-31,通过
食用菌,净销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,八折主要回测,2022-12-31,2023-01-01,2023-01-07,905,7,791.512,791.512,868.0979838455055,193.63824827236593,0.24464347763819871,27.662606896052274,-0.46091404073528924,2022-12-31,通过
食用菌,正常销售量,同星期最近4次均值,半对数加成,滞后稳健回归,固定篮子成本,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,980,7,626.3290000000001,626.3290000000001,350.4170206711431,275.9119793288569,0.4405224400097343,39.415997046979555,-0.4665194283959025,2023-03-17,通过
