品类,成本口径,成本预测方法,折组,训练截止日,测试开始日,测试结束日,训练样本数,测试样本数,使用最大日期,泄漏检查,加权绝对百分比误差,平均绝对误差,路径变化误差,方向准确率,百分之九十区间覆盖率,百分之九十区间平均宽度
花叶类,固定篮子成本,指数加权移动平均加周内收缩,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.03334338419118671,0.10285422110861202,0.04758154714530568,0.8571428571428571,1.0,0.8231931327579591
花叶类,固定篮子成本,指数加权移动平均加周内收缩,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.025431938864219655,0.1148054653201084,0.20012744526230009,0.5714285714285714,1.0,1.609650709150042
花叶类,固定篮子成本,指数加权移动平均加周内收缩,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.18332213332659417,0.6184209394569152,0.08462912438045622,1.0,1.0,2.8559048343130904
花叶类,固定篮子成本,指数加权移动平均加周内收缩,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.06840724026510862,0.2918946982142562,0.23002702789943866,0.8571428571428571,0.8571428571428571,1.816014165131607
花叶类,固定篮子成本,指数加权移动平均加周内收缩,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.02131141805482757,0.07384508026613501,0.09360448535044734,0.2857142857142857,1.0,1.1461618894726975
花叶类,固定篮子成本,指数加权移动平均加周内收缩,八折主要回测,2022-09-30,2022-10-01,2022-10-07,818,7,2022-09-30,通过,0.21590151848860542,0.4934513492929475,0.22303019098625546,0.0,1.0,1.8920448050632852
花叶类,固定篮子成本,指数加权移动平均加周内收缩,八折主要回测,2022-12-31,2023-01-01,2023-01-07,904,7,2022-12-31,通过,0.09075885778453492,0.24695371715328632,0.2273829561021853,0.7142857142857143,1.0,2.620680356538955
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,979,7,2023-03-17,通过,0.09219353784175753,0.27438060591597047,0.1762008962282243,0.8571428571428571,1.0,1.8976948923587444
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,986,7,2023-03-24,通过,0.0501514537169892,0.17072631902236932,0.14188447634849854,0.5714285714285714,1.0,1.9758296957525177
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,993,7,2023-03-31,通过,0.07318412806354326,0.23239700228470841,0.11530507308353995,0.0,1.0,1.7186673805918413
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1000,7,2023-04-07,通过,0.03740935589585448,0.11837721890273471,0.22198955343902024,0.8571428571428571,1.0,1.1448939385805001
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1007,7,2023-04-14,通过,0.033916232327999105,0.10477415265597122,0.0555825346363427,1.0,1.0,1.1216729540169155
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1014,7,2023-04-21,通过,0.028283877615716952,0.0865112157052155,0.11174282355942548,0.8571428571428571,1.0,0.9810666546827758
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1021,7,2023-04-28,通过,0.1378126207420153,0.4920316886347612,0.18974324444393242,1.0,0.2857142857142857,0.7400301951145405
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1028,7,2023-05-05,通过,0.04758817528593222,0.15804251275833428,0.15719184374765746,1.0,1.0,0.8765092309203126
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1035,7,2023-05-12,通过,0.038791081042410955,0.1329979989625373,0.07421844542953109,0.5714285714285714,1.0,0.8777195699569094
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1042,7,2023-05-19,通过,0.06071494721841556,0.19080676747262146,0.07212671463159404,0.42857142857142855,1.0,0.7000905797352823
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1049,7,2023-05-26,通过,0.0630731354634096,0.21509606744980886,0.03761076412894219,0.0,1.0,0.6883916360935016
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1056,7,2023-06-02,通过,0.07215990811836082,0.26090380783745404,0.05307143852249552,0.0,1.0,0.6929696181773579
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1063,7,2023-06-09,通过,0.04128139585741741,0.15105067999665364,0.07924044227120601,0.42857142857142855,1.0,0.7514122013859064
花叶类,固定篮子成本,指数加权移动平均加周内收缩,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1070,7,2023-06-16,通过,0.04536311496895009,0.15389085785084752,0.15885002236608944,0.8571428571428571,1.0,0.7658269969232452
花叶类,固定篮子成本,阻尼趋势,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.06492407693396493,0.22005581368101115,0.07857006598305838,1.0,1.0,1.424795694787985
花叶类,固定篮子成本,阻尼趋势,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.016624159014249587,0.05128048542380118,0.04545420395184929,0.8571428571428571,1.0,0.8231931327579591
花叶类,固定篮子成本,阻尼趋势,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.027008331326027042,0.12192165378969959,0.18888687851240218,0.5714285714285714,1.0,1.609650709150042
花叶类,固定篮子成本,阻尼趋势,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.02344626736973078,0.07909390115876144,0.043171333420207514,1.0,1.0,2.85590483431309
花叶类,固定篮子成本,阻尼趋势,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.08750968692389709,0.37340511847111596,0.21700230270473417,0.8571428571428571,0.8571428571428571,1.8160141651316073
花叶类,固定篮子成本,阻尼趋势,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.023372069122709116,0.08098533452405096,0.09397071977974895,0.2857142857142857,1.0,1.1461618894726975
花叶类,固定篮子成本,阻尼趋势,八折主要回测,2022-09-30,2022-10-01,2022-10-07,818,7,2022-09-30,通过,0.17850646057361982,0.40798348452657984,0.18584916794664333,0.0,1.0,1.8920448050632852
花叶类,固定篮子成本,阻尼趋势,八折主要回测,2022-12-31,2023-01-01,2023-01-07,904,7,2022-12-31,通过,0.04085230401511343,0.11115860839455673,0.22158317208108902,0.7142857142857143,1.0,2.620680356538955
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,979,7,2023-03-17,通过,0.10332400582543906,0.30750640432857457,0.23424221927451652,0.8571428571428571,1.0,1.8976948923587444
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,986,7,2023-03-24,通过,0.06732673224397724,0.22919465570596337,0.12271216661176898,0.14285714285714285,1.0,1.9758296957525177
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,993,7,2023-03-31,通过,0.051224930241463525,0.16266532847153886,0.07967798008417988,0.8571428571428571,1.0,1.718667380591842
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1000,7,2023-04-07,通过,0.057777010196528006,0.1828281086319866,0.23891886814211416,0.14285714285714285,1.0,1.1448939385805001
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1007,7,2023-04-14,通过,0.07667707464605134,0.2368711078071754,0.04864505841348965,0.0,1.0,1.121672954016916
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1014,7,2023-04-21,通过,0.03695478014848379,0.1130326965842819,0.08993567566931378,1.0,1.0,0.9810666546827758
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1021,7,2023-04-28,通过,0.14677707898620412,0.5240374476417032,0.1739153298753592,0.0,0.2857142857142857,0.7400301951145405
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1028,7,2023-05-05,通过,0.07848534897013876,0.2606534436638147,0.15561816690468766,1.0,0.8571428571428571,0.8765092309203126
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1035,7,2023-05-12,通过,0.022629130925334345,0.07758559572083744,0.0524452197218083,0.42857142857142855,1.0,0.8777195699569098
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1042,7,2023-05-19,通过,0.060412865769571694,0.18985742653751375,0.089341201678843,0.0,1.0,0.7000905797352823
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1049,7,2023-05-26,通过,0.03287623752140526,0.11211666189486515,0.022015074594123513,1.0,1.0,0.6883916360935016
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1056,7,2023-06-02,通过,0.04887519744938797,0.17671481929323735,0.031114741479721486,1.0,1.0,0.6929696181773579
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1063,7,2023-06-09,通过,0.02749051299254956,0.10058915389692043,0.07616053155477702,0.42857142857142855,1.0,0.7514122013859064
花叶类,固定篮子成本,阻尼趋势,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1070,7,2023-06-16,通过,0.05486414627038781,0.186122371459355,0.1667751662763115,0.14285714285714285,0.8571428571428571,0.7658269969232453
花叶类,固定篮子成本,指数平滑,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.04820290601383027,0.16338052392260533,0.08298117189090252,1.0,1.0,1.424795694787985
花叶类,固定篮子成本,指数平滑,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.015812872344027146,0.048777912257170285,0.04545420395184929,0.8571428571428571,1.0,0.8231931327579591
花叶类,固定篮子成本,指数平滑,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.0324609909728335,0.1465361800877519,0.1862684409897192,0.5714285714285714,1.0,1.609650709150042
花叶类,固定篮子成本,指数平滑,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.014274607747026753,0.048154121780638395,0.043171333420207514,1.0,1.0,2.8559048343130904
花叶类,固定篮子成本,指数平滑,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.07206042070995906,0.3074828727896269,0.21770085883718027,0.8571428571428571,1.0,1.816014165131607
花叶类,固定篮子成本,指数平滑,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.024949947082827374,0.08645275693185754,0.09431753186377152,0.2857142857142857,1.0,1.1461618894726975
花叶类,固定篮子成本,指数平滑,八折主要回测,2022-09-30,2022-10-01,2022-10-07,818,7,2022-09-30,通过,0.17606727248245935,0.40240862491842033,0.18455065832052706,0.0,1.0,1.8920448050632852
花叶类,固定篮子成本,指数平滑,八折主要回测,2022-12-31,2023-01-01,2023-01-07,904,7,2022-12-31,通过,0.04002013093460521,0.10889427584825816,0.22181272692942158,0.7142857142857143,1.0,2.620680356538955
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,979,7,2023-03-17,通过,0.10630671556073357,0.31638335735153245,0.23424221927451652,0.8571428571428571,1.0,1.8976948923587442
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,986,7,2023-03-24,通过,0.07803664193984941,0.2656534883802161,0.11917301388831714,0.14285714285714285,1.0,1.9758296957525179
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,993,7,2023-03-31,通过,0.06863411208429589,0.21794837657987667,0.07890226661749995,0.14285714285714285,1.0,1.7186673805918422
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1000,7,2023-04-07,通过,0.04043994598159617,0.12796714146069185,0.2383329188569916,0.8571428571428571,1.0,1.1448939385805001
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,1007,7,2023-04-14,通过,0.02370051479837525,0.07321571958510553,0.04649322798316217,1.0,1.0,1.1216729540169155
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,1014,7,2023-04-21,通过,0.02370427264337842,0.07250368820175535,0.0905506675029389,1.0,1.0,0.9810666546827758
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,1021,7,2023-04-28,通过,0.14438678623556028,0.5155033977695048,0.1736447570218156,1.0,0.2857142857142857,0.7400301951145405
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,1028,7,2023-05-05,通过,0.07689078870941904,0.255357835903388,0.15561816690468766,1.0,0.8571428571428571,0.8765092309203129
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1035,7,2023-05-12,通过,0.025993946511550965,0.08912210689348285,0.05101350742250391,0.5714285714285714,1.0,0.8777195699569091
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1042,7,2023-05-19,通过,0.07480497228777731,0.2350870025755463,0.08959261103248628,0.0,0.8571428571428571,0.7000905797352823
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1049,7,2023-05-26,通过,0.0656364156677045,0.22383753063639217,0.02218961645097776,0.0,1.0,0.6883916360935016
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1056,7,2023-06-02,通过,0.059030503361655606,0.213432687308242,0.031539074362247975,0.0,1.0,0.6929696181773579
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1063,7,2023-06-09,通过,0.029170377873634516,0.10673586302145667,0.07616053155477702,0.42857142857142855,1.0,0.7514122013859064
花叶类,固定篮子成本,指数平滑,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1070,7,2023-06-16,通过,0.06160316704876842,0.2089839780613163,0.16515033920943237,0.14285714285714285,0.8571428571428571,0.765826996923245
花叶类,固定篮子成本,滞后稳健回归,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.07119744185171396,0.24131896422063745,0.08298117189090252,1.0,1.0,1.4247956947879852
花叶类,固定篮子成本,滞后稳健回归,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.01703818471937638,0.05255762907471517,0.04545420395184929,0.8571428571428571,1.0,0.8231931327579591
花叶类,固定篮子成本,滞后稳健回归,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.027001680696564466,0.12189163135947124,0.1862684409897192,0.5714285714285714,1.0,1.609650709150042
花叶类,固定篮子成本,滞后稳健回归,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.05690963759567391,0.1919796093762984,0.043171333420207514,1.0,1.0,2.8559048343130904
花叶类,固定篮子成本,滞后稳健回归,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.0907858904945516,0.3873847271914584,0.21770085883718027,0.14285714285714285,0.8571428571428571,1.816014165131607
花叶类,固定篮子成本,滞后稳健回归,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.019060625431402276,0.06604597644715593,0.09431753186377152,0.2857142857142857,1.0,1.1461618894726975
花叶类,固定篮子成本,滞后稳健回归,八折主要回测,2022-09-30,2022-10-01,2022-10-07,818,7,2022-09-30,通过,0.17363870033545914,0.3968580284650852,0.18455065832052706,0.0,1.0,1.8920448050632852
花叶类,固定篮子成本,滞后稳健回归,八折主要回测,2022-12-31,2023-01-01,2023-01-07,904,7,2022-12-31,通过,0.04670802183518467,0.1270919433611603,0.22181272692942158,0.2857142857142857,1.0,2.620680356538955
花叶类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,979,7,2023-03-17,通过,0.12892646191941393,0.3837028230847282,0.23424221927451652,0.8571428571428571,1.0,1.8976948923587442
花叶类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,986,7,2023-03-24,通过,0.04986230621896969,0.1697419988415432,0.11917301388831714,0.14285714285714285,1.0,1.9758296957525165
花叶类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,993,7,2023-03-31,通过,0.06738090263644028,0.21396879621699197,0.07890226661749995,0.14285714285714285,1.0,1.718667380591842
花叶类,固定篮子成本,滞后稳健回归,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,1000,7,2023-04-07,通过,0.053072824890169575,0.1679423037194372,0.2383329188569916,0.14285714285714285,1.0,1.1448939385805001
