口径,品类,需求模型,折组,训练截止日,测试开始日,测试结束日,训练样本数,测试样本数,使用最大日期,是否伪未来,泄漏检查,加权绝对百分比误差,平均绝对误差,均方根误差,平均绝对尺度误差,百分之十分位损失,百分之五十分位损失,百分之九十分位损失,百分之八十区间覆盖率,百分之八十区间平均宽度,百分之九十区间覆盖率,百分之九十区间平均宽度
正常销售,花叶类,星期加月份对数回归,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.17845962994814496,29.99511218819146,34.186316919546655,0.7463300117863986,2.5353177696951668,14.99755609409573,8.586567490466392,0.8571428571428571,98.43101536284841,1.0,141.72975922950656
正常销售,花叶类,星期加月份及趋势对数回归,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.47965915639271406,80.62008316543798,81.98533895334413,2.0059664135135087,9.905322479314291,40.31004158271899,51.48564123416911,0.0,41.846956755177246,0.0,60.092863407119275
正常销售,花叶类,同星期最近4次均值,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,否,通过,0.2802950464267611,48.776303304793146,62.072050971293464,1.198549411804212,7.027970732819028,24.388151652396573,23.10434866936037,0.5714285714285714,87.44270305212213,0.5714285714285714,121.27643485341102
正常销售,花叶类,同星期最近8次中位数,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,否,通过,0.2890526744403689,50.30028571428572,58.85719943582578,1.2359972726862358,8.313541351956344,25.15014285714286,13.081029157261591,0.42857142857142855,108.19526136074751,0.8571428571428571,153.91829037699827
正常销售,花叶类,近7日均值,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,否,通过,0.1650669389979999,28.72457142857138,31.691863097196197,0.7058308206530106,4.77235253671456,14.36228571428569,8.601864197625764,1.0,133.74216734340325,1.0,168.3499756915639
正常销售,花叶类,近14日均值,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,否,通过,0.16506693899799996,28.72457142857139,31.691863097196208,0.705830820653011,4.772352536714559,14.362285714285695,8.601864197625764,1.0,133.74216734340325,1.0,168.34997569156394
正常销售,花叶类,星期加月份对数回归,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,否,通过,0.26517930470215084,46.145896480143264,56.93309408603703,1.1339140799138574,11.706638165631913,23.072948240071632,9.054078053722161,0.7142857142857143,109.43431188595835,0.7142857142857143,147.5309016492197
正常销售,花叶类,星期加月份及趋势对数回归,八折主要回测,2021-09-30,2021-10-01,2021-10-07,455,7,2021-09-30,否,通过,0.21260941989777254,36.99780528622205,45.684033998451916,0.9091237908447776,7.220614394957301,18.498902643111023,9.487324833626678,0.5714285714285714,96.67221037981952,0.7142857142857143,128.47535331152386
正常销售,花叶类,同星期最近4次均值,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,否,通过,0.21211871879715122,17.092162728585077,23.301893412471305,0.4404947024734682,3.3657210978234793,8.546081364292538,5.344799733813541,1.0,87.10520831637021,1.0,113.20312225425222
正常销售,花叶类,同星期最近8次中位数,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,否,通过,0.162021671914447,13.055428571428573,16.144468900258953,0.3364610561902316,4.311693766201336,6.5277142857142865,2.8093636517327876,1.0,71.21057417934124,1.0,91.5422478434239
正常销售,花叶类,近7日均值,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,否,通过,1.173823858962357,94.58471428571423,96.95777900052309,2.4376122694025346,9.351798395209231,47.292357142857114,17.25947548670451,0.42857142857142855,171.20431671270515,0.5714285714285714,212.30278229557695
正常销售,花叶类,近14日均值,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,否,通过,1.1738238589623566,94.58471428571418,96.95777900052303,2.4376122694025337,9.351798395209224,47.29235714285709,17.25947548670451,0.42857142857142855,171.20431671270518,0.5714285714285714,212.30278229557695
正常销售,花叶类,星期加月份对数回归,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,否,通过,1.6678514996737013,134.3926146697074,136.1562964901874,3.4635309617406653,47.329293615158,67.1963073348537,24.942300602805876,0.0,196.83490201121657,0.0,277.11243676650554
正常销售,花叶类,星期加月份及趋势对数回归,八折主要回测,2021-12-31,2022-01-01,2022-01-07,547,7,2021-12-31,否,通过,0.5072897136943361,40.87653548998041,42.987867832271704,1.0534592739801074,9.956120153520272,20.438267744990206,9.968546711120329,0.2857142857142857,92.11257012041999,0.42857142857142855,125.60451694687342
正常销售,花叶类,同星期最近4次均值,八折主要回测,2022-03-31,2022-04-01,2022-04-07,636,7,2022-03-31,否,通过,0.24220612761121893,27.11552960008193,30.082416147227256,0.7088907131785304,6.274431931264353,13.557764800040966,4.162166687432896,0.8571428571428571,103.74321225835786,1.0,125.22088589793398
