口径,品类,需求模型,折组,训练截止日,测试开始日,测试结束日,训练样本数,测试样本数,使用最大日期,是否伪未来,泄漏检查,加权绝对百分比误差,平均绝对误差,均方根误差,平均绝对尺度误差,百分之十分位损失,百分之五十分位损失,百分之九十分位损失,百分之八十区间覆盖率,百分之八十区间平均宽度,百分之九十区间覆盖率,百分之九十区间平均宽度
正常销售,茄类,近7日均值,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,是,通过,0.3746351908091397,7.812428191881909,10.151440316890575,0.9603965878557126,1.201870051159323,3.9062140959409546,2.3284806910301854,0.7142857142857143,28.72514934891148,1.0,41.6188750304756
正常销售,茄类,近14日均值,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,是,通过,0.37463519080913993,7.812428191881914,10.151440316890575,0.9603965878557131,1.2018700511593232,3.906214095940957,2.3284806910301845,0.7142857142857143,28.72514934891149,1.0,41.618875030475614
正常销售,茄类,星期加月份对数回归,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,是,通过,0.8576335726375036,17.88460044745528,18.50079813709412,2.198587791532873,3.2646130434770098,8.94230022372764,3.8302905110397214,0.14285714285714285,36.78129071470877,0.5714285714285714,47.45157947928666
正常销售,茄类,星期加月份及趋势对数回归,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,是,通过,0.3566062990506372,7.43646398537396,7.8993814580139645,0.9141785961868334,1.156091995000574,3.71823199268698,1.9009353060437237,0.8571428571428571,23.618741824742177,0.8571428571428571,32.917876149386515
正常销售,辣椒类,同星期最近4次均值,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.08725869408719307,4.685467768761373,7.463723132725232,0.2164372562108004,1.4409882602703836,2.3427338843806864,3.2235968484985347,1.0,46.64585108768919,1.0,69.68643859406554
正常销售,辣椒类,同星期最近8次中位数,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.23332153860070123,12.528499999999998,15.911647724903558,0.578732860466106,1.869345739201197,6.264249999999999,4.526743928278921,0.8571428571428571,51.739144407502636,0.8571428571428571,80.02333679833906
正常销售,辣椒类,近7日均值,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.26155041317037053,14.044285714285694,15.428363416587159,0.6487520169718505,1.7485188858061718,7.022142857142847,5.007376562620512,0.8571428571428571,60.78261067168017,1.0,83.83697356659341
正常销售,辣椒类,近14日均值,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.26155041317037053,14.044285714285694,15.428363416587159,0.6487520169718505,1.7485188858061715,7.022142857142847,5.007376562620512,0.8571428571428571,60.782610671680175,1.0,83.83697356659339
正常销售,辣椒类,星期加月份对数回归,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.2661313151952944,14.290263138245157,16.517570268888377,0.6601145279011831,2.656278039734867,7.1451315691225785,3.944766653647615,0.7142857142857143,41.299417576380186,0.7142857142857143,53.58059752175101
正常销售,辣椒类,星期加月份及趋势对数回归,八折主要回测,2021-06-30,2021-07-01,2021-07-07,363,7,2021-06-30,是,通过,0.7354595832859083,39.491447915429646,40.40018040401836,1.824240620668463,4.279229534722796,19.745723957714823,31.233432677960362,0.0,8.088481260605326,0.0,11.378095279699554
