profile,R,seed,step,score,raw_profit,grad_rms
pure,4,47,500,4175.891389534084,4175.891389534084,0.19146854259053292
pure,4,47,550,4175.894512736309,4175.894512736309,0.09136223849802447
pure,4,47,600,4175.892535268144,4175.892535268144,0.10796455016644442
pure,4,47,650,4175.895074883504,4175.895074883504,0.11108739430143164
pure,4,47,700,4175.892931902041,4175.892931902041,0.12746574003895755
pure,4,47,750,4175.893534055853,4175.893534055853,0.1744558485925911
pure,16,11,1,4218.359810275811,4218.359810275811,4.985904997818326
pure,16,11,50,4264.256959898356,4264.256959898356,0.41695456799261454
pure,16,11,100,4264.480072969349,4264.480072969349,0.16258461458710097
pure,16,11,150,4264.486067394711,4264.486067394711,0.17601347492633612
pure,16,11,200,4264.466210130119,4264.466210130119,0.19058586051426904
pure,16,11,250,4264.456402033494,4264.456402033494,0.2723896778541043
pure,16,11,300,4264.417178928842,4264.417178928842,0.24871095078999977
pure,16,11,350,4264.4449948791835,4264.4449948791835,0.20096905677299465
pure,16,11,400,4264.4695978100335,4264.4695978100335,0.18218550352908017
pure,16,11,450,4264.474556948341,4264.474556948341,0.20715181908225427
pure,16,11,500,4264.478028732133,4264.478028732133,0.15831349827348934
pure,16,11,550,4264.476516985592,4264.476516985592,0.16767569338186347
pure,16,11,600,4264.4703132847735,4264.4703132847735,0.1756167810720448
pure,16,11,650,4264.470824904122,4264.470824904122,0.19931240899265168
pure,16,11,700,4264.481710860937,4264.481710860937,0.19039758303746754
pure,16,11,750,4264.479907507253,4264.479907507253,0.14798480165276667
pure,16,29,1,4215.74977570974,4215.74977570974,5.286202312572788
pure,16,29,50,4264.262691439177,4264.262691439177,0.44643721727497926
pure,16,29,100,4264.48605508215,4264.48605508215,0.12645659043769078
pure,16,29,150,4264.480865967545,4264.480865967545,0.13590240737248735
pure,16,29,200,4264.478405579473,4264.478405579473,0.15464902351816792
pure,16,29,250,4264.475640348299,4264.475640348299,0.17660857835425467
pure,16,29,300,4264.465701502006,4264.465701502006,0.19573318148363023
pure,16,29,350,4264.461444753988,4264.461444753988,0.2143370215190132
pure,16,29,400,4264.458034135588,4264.458034135588,0.20380758586335865
pure,16,29,450,4264.457963477963,4264.457963477963,0.16445629945795476
pure,16,29,500,4264.453239569374,4264.453239569374,0.1851601602131606
pure,16,29,550,4264.467654923344,4264.467654923344,0.16430713052006465
pure,16,29,600,4264.466281342673,4264.466281342673,0.2131105990256591
pure,16,29,650,4264.485183471412,4264.485183471412,0.1421050356586589
pure,16,29,700,4264.489018270857,4264.489018270857,0.1357465781314925
pure,16,29,750,4264.486126900304,4264.486126900304,0.13005153043443052
pure,16,47,1,4202.759590877803,4202.759590877803,6.155445184911095
pure,16,47,50,4264.226258939,4264.226258939,0.5394476507842226
pure,16,47,100,4264.4769494388875,4264.4769494388875,0.1423592106629836
pure,16,47,150,4264.476582253451,4264.476582253451,0.18156077217501587
pure,16,47,200,4264.443032954081,4264.443032954081,0.25335728647193007
pure,16,47,250,4264.484948985169,4264.484948985169,0.17093437563178074
pure,16,47,300,4264.483864038104,4264.483864038104,0.14871271385479196
pure,16,47,350,4264.489335814584,4264.489335814584,0.1528776757474218
pure,16,47,400,4264.465463893808,4264.465463893808,0.24784284033175288
pure,16,47,450,4264.473489510198,4264.473489510198,0.20791170911205592
pure,16,47,500,4264.461420570574,4264.461420570574,0.21461419657833175
pure,16,47,550,4264.474318001403,4264.474318001403,0.14798354968175836
pure,16,47,600,4264.484752064323,4264.484752064323,0.17465129781228417
pure,16,47,650,4264.477957259117,4264.477957259117,0.19693453428787253
pure,16,47,700,4264.472284443132,4264.472284443132,0.20636224794118796
pure,16,47,750,4264.480265869608,4264.480265869608,0.18512673621054143
pure,64,11,1,4252.926897821758,4252.926897821758,2.1773712963032397
pure,64,11,50,4275.11006842709,4275.11006842709,0.49214247969599356
pure,64,11,100,4275.99080481436,4275.99080481436,0.10986526480589942
pure,64,11,150,4275.98959073246,4275.98959073246,0.08951866661182646
pure,64,11,200,4275.971254863123,4275.971254863123,0.12543969909460226
pure,64,11,250,4275.987551723928,4275.987551723928,0.1144786398059464
pure,64,11,300,4275.974381407599,4275.974381407599,0.10110864210183092
pure,64,11,350,4275.9878126422855,4275.9878126422855,0.1191857715390986
pure,64,11,400,4275.977785388347,4275.977785388347,0.11061152168263667
pure,64,11,450,4275.9533357049895,4275.9533357049895,0.1158550843879985
pure,64,11,500,4275.993227806864,4275.993227806864,0.08887557010675184
pure,64,11,550,4275.971958137159,4275.971958137159,0.1462964952812499
pure,64,11,600,4275.997760078401,4275.997760078401,0.08582070178517667
pure,64,11,650,4275.976382229674,4275.976382229674,0.1022422401959928
pure,64,11,700,4276.00132842109,4276.00132842109,0.07592950995794492
pure,64,11,750,4276.007146344655,4276.007146344655,0.07689832599765065
pure,64,29,1,4266.196059276009,4266.196059276009,1.508964735790127
pure,64,29,50,4274.793683972426,4274.793683972426,0.5145659759592158
pure,64,29,100,4275.995770975102,4275.995770975102,0.08623175077348946
pure,64,29,150,4276.008503003587,4276.008503003587,0.06798810010791073
pure,64,29,200,4276.007204900661,4276.007204900661,0.06586079393386053
pure,64,29,250,4275.999444794671,4275.999444794671,0.08204762989470037
pure,64,29,300,4275.999003027122,4275.999003027122,0.08658688854446481
pure,64,29,350,4275.981160159664,4275.981160159664,0.0806411567452847
pure,64,29,400,4275.890013505487,4275.890013505487,0.16769339747091425
pure,64,29,450,4275.984007344556,4275.984007344556,0.12311176113635292
pure,64,29,500,4275.956861259073,4275.956861259073,0.10401689884937651
pure,64,29,550,4275.998244825669,4275.998244825669,0.09778401130939281
pure,64,29,600,4275.989302345343,4275.989302345343,0.0826120226922546
pure,64,29,650,4275.977336724377,4275.977336724377,0.11377085491230043
pure,64,29,700,4276.008493289129,4276.008493289129,0.055090033994294234
pure,64,29,750,4275.991252682263,4275.991252682263,0.08344986063846678
pure,64,47,1,4257.926578035443,4257.926578035443,1.9664268282721376
pure,64,47,50,4275.03305371122,4275.03305371122,0.4677531268867221
pure,64,47,100,4275.97477067401,4275.97477067401,0.106945487295735
pure,64,47,150,4276.000663178094,4276.000663178094,0.07521631087767539
pure,64,47,200,4275.977630778682,4275.977630778682,0.10062046970859528
pure,64,47,250,4275.969303069518,4275.969303069518,0.12030308886753376
pure,64,47,300,4275.9890391910485,4275.9890391910485,0.08202460237984587
pure,64,47,350,4275.976032859792,4275.976032859792,0.0947494366677977
pure,64,47,400,4275.957690106551,4275.957690106551,0.12871224705095927
pure,64,47,450,4275.977674538778,4275.977674538778,0.12720465833988828
pure,64,47,500,4275.966923573213,4275.966923573213,0.15110196356780428
pure,64,47,550,4275.994575343612,4275.994575343612,0.11528747358459043
pure,64,47,600,4275.968442169777,4275.968442169777,0.12973348569151125
pure,64,47,650,4275.971013400514,4275.971013400514,0.11950424031909787
pure,64,47,700,4275.964198325134,4275.964198325134,0.12393700143535553
pure,64,47,750,4275.993795011623,4275.993795011623,0.1368763970820345
pure,256,11,1,4260.579369332977,4260.579369332977,0.917696748201136
pure,256,11,50,4268.593693320086,4268.593693320086,0.7031371366432447
pure,256,11,100,4276.045463174397,4276.045463174397,0.06658473158764788
pure,256,11,150,4276.100661631202,4276.100661631202,0.04863671022171546
pure,256,11,200,4276.091698808899,4276.091698808899,0.053617386021301144
pure,256,11,250,4276.066269709084,4276.066269709084,0.07762464976799242
pure,256,11,300,4276.08268278942,4276.08268278942,0.0676847573291919
pure,256,11,350,4276.08316383302,4276.08316383302,0.06597332726236865
pure,256,11,400,4276.072394487605,4276.072394487605,0.06789461676884787
pure,256,11,450,4276.033071629848,4276.033071629848,0.08694994047848492
pure,256,11,500,4276.100560543595,4276.100560543595,0.04727703587863815
pure,256,11,550,4276.099094362502,4276.099094362502,0.047102873090537706
pure,256,11,600,4276.0683191354055,4276.0683191354055,0.06340920048613151
pure,256,11,650,4276.095097077101,4276.095097077101,0.05665575177949978
pure,256,11,700,4276.098227090393,4276.098227090393,0.05598852032608009
pure,256,11,750,4276.117105500915,4276.117105500915,0.03965801967276751
pure,256,29,1,4263.0811515272935,4263.0811515272935,0.8317043976160287
pure,256,29,50,4268.503398741093,4268.503398741093,0.5952351822709709
pure,256,29,100,4276.073947682279,4276.073947682279,0.057811989829092934
pure,256,29,150,4276.120011049437,4276.120011049437,0.04117720438370618
pure,256,29,200,4276.106354865081,4276.106354865081,0.048543461306948005
pure,256,29,250,4276.097096105856,4276.097096105856,0.05786951168884873
pure,256,29,300,4276.100115118511,4276.100115118511,0.04886264438817787
pure,256,29,350,4276.106643149478,4276.106643149478,0.05208272146986053
pure,256,29,400,4276.10091094958,4276.10091094958,0.05653807548999169
pure,256,29,450,4276.098852782855,4276.098852782855,0.05516895995726624
pure,256,29,500,4276.078097862327,4276.078097862327,0.06085761678462944
pure,256,29,550,4276.078672465956,4276.078672465956,0.07087946789823216
pure,256,29,600,4276.102040191233,4276.102040191233,0.04656841168412982
pure,256,29,650,4276.096772229373,4276.096772229373,0.06520149028756493
pure,256,29,700,4276.099208723401,4276.099208723401,0.0626835871462217
pure,256,29,750,4276.07556870273,4276.07556870273,0.07393792513258757
pure,256,47,1,4263.476217368264,4263.476217368264,0.8629678542403195
pure,256,47,50,4267.742529847967,4267.742529847967,0.7602691963638678
pure,256,47,100,4276.073755530374,4276.073755530374,0.06282397849303673
pure,256,47,150,4276.11667634815,4276.11667634815,0.05181629992191957
pure,256,47,200,4276.09009908398,4276.09009908398,0.05478188709605022
pure,256,47,250,4276.093771444258,4276.093771444258,0.0695310406363941
pure,256,47,300,4276.118261842756,4276.118261842756,0.038448759522167635
pure,256,47,350,4276.025075684799,4276.025075684799,0.09001240347958382
pure,256,47,400,4276.080888740594,4276.080888740594,0.05826504392721521
pure,256,47,450,4276.043823301235,4276.043823301235,0.06966351608127333
pure,256,47,500,4276.093255655009,4276.093255655009,0.05073670990148081
pure,256,47,550,4276.089770324057,4276.089770324057,0.054059727692855296
pure,256,47,600,4276.10237409768,4276.10237409768,0.06312424714099264
pure,256,47,650,4276.111381389173,4276.111381389173,0.04022516417498905
pure,256,47,700,4276.102423127119,4276.102423127119,0.04913416729696028
pure,256,47,750,4276.123650379358,4276.123650379358,0.03529947766654916
robust,1,11,1,-768.2214321743463,-219.64404634847642,50.32883611046187
robust,1,11,50,-245.60823975525423,285.9585693740461,1.6651629306694569
robust,1,11,100,-244.39588207456373,287.0716637828085,0.11680949509537901
robust,1,11,150,-244.39008792256996,287.074787609555,0.011993639815490138
robust,1,11,200,-244.39005865657674,287.0748209481037,0.00857710034232156
robust,1,11,250,-244.39005848309802,287.0748214603041,0.008555671384248594
robust,1,11,300,-244.39005848204866,287.0748214741368,0.008555554247823446
robust,1,11,350,-244.39005848203695,287.07482147445756,0.00855555352015499
robust,1,11,400,-244.39005848203678,287.07482147446285,0.00855555351629238
robust,1,11,450,-244.39005848203678,287.0748214744629,0.00855555351626909
robust,1,11,500,-244.39005848203678,287.0748214744629,0.008555553516268978
robust,1,11,550,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,11,600,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,11,650,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,11,700,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,11,750,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,29,1,-731.1196953851079,-184.406817866423,47.940367103651226
robust,1,29,50,-245.53452155805257,286.0210137396084,1.640782988411423
robust,1,29,100,-244.39511426250843,287.07261844766947,0.11130799893048673
robust,1,29,150,-244.39008203060405,287.0747958971507,0.011113805788722123
robust,1,29,200,-244.39005861914498,287.0748212315382,0.008571546279486012
robust,1,29,250,-244.39005848301497,287.07482147156094,0.00855566893012585
robust,1,29,300,-244.3900584820427,287.0748214744416,0.00855555417812588
robust,1,29,350,-244.39005848203678,287.07482147446285,0.008555553520791983
robust,1,29,400,-244.39005848203678,287.0748214744629,0.00855555351628503
robust,1,29,450,-244.39005848203678,287.0748214744629,0.008555553516269044
robust,1,29,500,-244.39005848203678,287.0748214744629,0.008555553516268978
robust,1,29,550,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,29,600,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,29,650,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,29,700,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,29,750,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,47,1,-739.9318968386413,-192.98507066612984,48.10418849893225
robust,1,47,50,-245.51533385949367,286.02782918695993,1.6383702824693174
robust,1,47,100,-244.39664667197565,287.0710124040191,0.12108099613450436
robust,1,47,150,-244.39010159761088,287.07477565014426,0.013356947706058426
robust,1,47,200,-244.39005866860435,287.074821035172,0.008580997752560902
robust,1,47,250,-244.3900584827944,287.07482146595305,0.008555625046512956
robust,1,47,300,-244.39005848204346,287.0748214743137,0.00855555405862125
robust,1,47,350,-244.39005848203686,287.0748214744612,0.008555553520791504
robust,1,47,400,-244.39005848203675,287.0748214744629,0.008555553516283126
robust,1,47,450,-244.39005848203678,287.0748214744629,0.00855555351626908
robust,1,47,500,-244.39005848203678,287.0748214744629,0.008555553516268978
robust,1,47,550,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,47,600,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,47,650,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,47,700,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,1,47,750,-244.39005848203678,287.0748214744629,0.008555553516268976
robust,4,11,1,3179.0856077973244,3567.0770931468546,28.22113446311034
robust,4,11,50,3837.076781359566,4132.450439409247,0.7945101781520781
robust,4,11,100,3845.437340824477,4152.936730133542,0.17556313443947297
robust,4,11,150,3845.842994646751,4153.654823676601,0.086459678394626
robust,4,11,200,3845.8967339418787,4153.781226470422,0.11751129299190095
robust,4,11,250,3845.9096886880016,4153.797605651956,0.061065178983924745
robust,4,11,300,3845.9127943539834,4153.816107300624,0.13585069893006427
robust,4,11,350,3845.9149898903806,4153.827540862514,0.084259344010589
robust,4,11,400,3845.9160935298005,4153.85079914565,0.09314137639579806
robust,4,11,450,3845.9157080922096,4153.841816018597,0.09408631340136236
robust,4,11,500,3845.915125802482,4153.820956498636,0.12615120099483323
robust,4,11,550,3845.916491205199,4153.822205540933,0.07732025026871614
robust,4,11,600,3845.9160066436025,4153.8181044314915,0.08603302295913272
robust,4,11,650,3845.9162071241994,4153.8551449495435,0.0900954008495027
robust,4,11,700,3845.9162815127183,4153.843153416128,0.08267947098572956
robust,4,11,750,3845.9170377929804,4153.843315373746,0.06445599706180405
robust,4,29,1,3190.2108465710016,3575.503229358009,27.673631794922017
robust,4,29,50,3836.9963025335815,4133.6926894899225,0.6160933463847293
robust,4,29,100,3845.3980726999275,4152.707219243635,0.12766668234698644
robust,4,29,150,3845.8376305954644,4153.6698237751225,0.10788619749229933
robust,4,29,200,3845.8953850058533,4153.76263448503,0.057908439076647
robust,4,29,250,3845.907991584068,4153.787492756363,0.1254157916836581
robust,4,29,300,3845.9126397907294,4153.870411843249,0.10055169441853375
robust,4,29,350,3845.9148179247245,4153.845003560221,0.0751351171231444
robust,4,29,400,3845.915038378334,4153.8516728555705,0.07246320944134112
robust,4,29,450,3845.9152321499005,4153.81406496532,0.1291605022767706
robust,4,29,500,3845.91488166447,4153.873048779878,0.09199087576479184
robust,4,29,550,3845.9147898500514,4153.868323985812,0.13091392330494356
robust,4,29,600,3845.916711010746,4153.863129618426,0.08749319787418984
robust,4,29,650,3845.9161561550945,4153.817682795777,0.11488389246207117
robust,4,29,700,3845.9154081441475,4153.859614868081,0.09278317504565987
robust,4,29,750,3845.916268803112,4153.857486883302,0.09273452871241408
robust,4,47,1,3187.272564539351,3573.287166369846,28.071297419077485
robust,4,47,50,3837.1206661600036,4132.469750127927,0.6028622381981348
robust,4,47,100,3845.422543211015,4152.775185946828,0.1274533901104141
robust,4,47,150,3845.8377881995307,4153.669180523263,0.06522570331109524
robust,4,47,200,3845.893632179118,4153.81401951747,0.09307795300043128
robust,4,47,250,3845.9065496703724,4153.821178289898,0.14324987036592296
robust,4,47,300,3845.912357436777,4153.812957595388,0.09863458696973573
robust,4,47,350,3845.9119651727483,4153.870607089825,0.10300750693815204
robust,4,47,400,3845.913403845282,4153.849764279459,0.12048789574283891
robust,4,47,450,3845.9161430759973,4153.856484091595,0.100936440757806
robust,4,47,500,3845.9122416479363,4153.904915910851,0.10489374210113006
robust,4,47,550,3845.9146512663137,4153.839387990307,0.1556880704697146
robust,4,47,600,3845.9150236282135,4153.8226847257865,0.15809354130934078
robust,4,47,650,3845.9163044762045,4153.881130158849,0.09323124398589658
robust,4,47,700,3845.916828265543,4153.882633932297,0.09000898326380047
robust,4,47,750,3845.9160294095022,4153.838542274646,0.09150557143872376
robust,16,11,1,3760.1339989228427,4218.359810275811,6.784421340932833
robust,16,11,50,3852.415154395076,4235.422240869495,0.3733248300263224
robust,16,11,100,3853.801331160152,4233.623781205575,0.19283528358486143
robust,16,11,150,3853.7995474655154,4233.75045253059,0.16930886009747548
robust,16,11,200,3853.8086681639397,4233.639728884206,0.14490939528038993
robust,16,11,250,3853.783506023808,4233.502323955025,0.28633321305140724
robust,16,11,300,3853.7721640708805,4233.412394490186,0.2584714479191401
robust,16,11,350,3853.8006900539503,4233.78876566015,0.167475416456033
robust,16,11,400,3853.7921499866,4233.603798952052,0.21143704125367402
robust,16,11,450,3853.796687783817,4233.5270782487405,0.22059791035466428
robust,16,11,500,3853.790129591929,4233.369687237524,0.2365283029980392
robust,16,11,550,3853.7811846250693,4233.232980729109,0.2610560023694023
robust,16,11,600,3853.7786167741956,4233.428331431594,0.20065900352492838
robust,16,11,650,3853.799023504581,4233.534349084571,0.17595660964545382
robust,16,11,700,3853.8024793158143,4233.671672993361,0.17605625654468327
robust,16,11,750,3853.8038080812626,4233.614476426235,0.17231888150745264
robust,16,29,1,3754.8976544525867,4215.74977570974,7.207431266467379
robust,16,29,50,3852.381567964117,4237.356482472432,0.49514074812743325
robust,16,29,100,3853.7784538367096,4233.68782275319,0.20768736378715924
robust,16,29,150,3853.7793212887555,4233.347350986175,0.2312100275404348
robust,16,29,200,3853.7741410995104,4233.719471639099,0.20901937694113273
robust,16,29,250,3853.7889073973456,4233.371075792334,0.21243948342721528
robust,16,29,300,3853.791707320122,4233.323525882813,0.17494282512996856
robust,16,29,350,3853.7617218571295,4233.632769667532,0.2612279251838243
robust,16,29,400,3853.7619544610643,4233.498447282855,0.2529005978901761
robust,16,29,450,3853.778141203572,4233.382347821317,0.18773137776159918
robust,16,29,500,3853.767138358115,4233.426329352278,0.20408401640990034
robust,16,29,550,3853.755940167648,4233.214028730996,0.26793196728875596
robust,16,29,600,3853.781370249345,4233.547446643964,0.17397710809670036
robust,16,29,650,3853.7807686856027,4233.539950898225,0.20588742427725357
robust,16,29,700,3853.7895874170563,4233.471547543983,0.2450428815760492
robust,16,29,750,3853.808594112227,4233.509332314789,0.13644129964731164
robust,16,47,1,3737.619745178672,4202.759590877803,8.139355863274021
robust,16,47,50,3852.3215942935553,4236.913384378974,0.5421542201265753
robust,16,47,100,3853.771785435398,4233.797326893764,0.230105084969058
robust,16,47,150,3853.798439010002,4233.36278582293,0.1884291128957631
robust,16,47,200,3853.7744137836985,4233.633186184369,0.1709063717652962
robust,16,47,250,3853.8055184831587,4233.361871147661,0.19704138562411808
robust,16,47,300,3853.789057978797,4233.477743857863,0.20167892705266358
robust,16,47,350,3853.809065463558,4233.499586675009,0.1451363233465868
robust,16,47,400,3853.7553220972604,4233.8809382660465,0.30229704779285865
robust,16,47,450,3853.768027976055,4233.840644356948,0.26080890214899277
robust,16,47,500,3853.8007987353303,4233.548951038587,0.18695212657901572
robust,16,47,550,3853.7727962046224,4233.707676027039,0.2776747991714296
robust,16,47,600,3853.7959729918907,4233.560739998284,0.18796994782375742
robust,16,47,650,3853.7991034465067,4233.6362737112295,0.1594896046481231
robust,16,47,700,3853.809374802927,4233.632655718552,0.16671002211206784
robust,16,47,750,3853.794493518724,4233.740848637875,0.20760074416923768
robust,64,11,1,3795.582591258281,4252.926897821758,2.798165429670094
robust,64,11,50,3866.9010472214477,4187.020484886195,0.35431046747649175
robust,64,11,100,3868.127885787154,4196.434807975632,0.11813413444183656
robust,64,11,150,3868.139628257363,4196.647111883049,0.09906981658867828
robust,64,11,200,3868.085207456854,4196.6635881595,0.16887524912661897
robust,64,11,250,3868.1045819927112,4196.512902633117,0.10145122794648705
robust,64,11,300,3868.1287372958627,4196.59182138344,0.10805272555933913
robust,64,11,350,3868.1250644439333,4196.35722416806,0.10846541559552898
robust,64,11,400,3868.113796996239,4196.77325597277,0.13155593204124008
robust,64,11,450,3868.0812847057578,4196.599466629637,0.16126516582378286
robust,64,11,500,3868.0897506440147,4196.685750521802,0.14701143485145515
robust,64,11,550,3868.064457961701,4196.861721304057,0.1619789116188145
robust,64,11,600,3868.100171091681,4196.532811006389,0.1370397538371393
robust,64,11,650,3868.116805190226,4196.739410197772,0.11869684344814362
robust,64,11,700,3868.1395222711435,4196.589369131873,0.10759805766505058
robust,64,11,750,3868.129522513424,4196.5423730909515,0.09987729940567153
robust,64,29,1,3809.185014511619,4266.196059276009,2.424008652720191
robust,64,29,50,3866.7883782105214,4188.863823094429,0.3614884571882863
robust,64,29,100,3868.1260163116303,4196.539353336526,0.14505614782436752
