销售日期,分类,选择模型,实际日销量,拟合日销量,销量尺度残差,模型残差
2020-07-01,花叶类,线性模型,191.717,133.87438686073568,57.84261313926433,57.84261313926433
2020-07-02,花叶类,线性模型,179.0,133.8899177912206,45.1100822087794,45.1100822087794
2020-07-03,花叶类,线性模型,184.947,147.09645827581878,37.85054172418123,37.85054172418123
2020-07-04,花叶类,线性模型,234.573,197.58822107892536,36.98477892107465,36.98477892107465
2020-07-05,花叶类,线性模型,219.646,201.43188537603888,18.21411462396111,18.21411462396111
2020-07-06,花叶类,线性模型,183.439,131.63470903703015,51.804290962969844,51.804290962969844
2020-07-07,花叶类,线性模型,159.875,120.19326008884055,39.681739911159454,39.681739911159454
2020-07-08,花叶类,线性模型,143.354,120.13711776931399,23.216882230686025,23.216882230686025
2020-07-09,花叶类,线性模型,187.151,131.77476303220493,55.37623696779508,55.37623696779508
2020-07-10,花叶类,线性模型,154.964,144.81327512567273,10.150724874327267,10.150724874327267
2020-07-11,花叶类,线性模型,238.911,194.97922063389268,43.93177936610732,43.93177936610732
2020-07-12,花叶类,线性模型,271.355,192.10880483826702,79.246195161733,79.246195161733
2020-07-13,花叶类,线性模型,170.921,136.68544302035434,34.23555697964565,34.23555697964565
2020-07-14,花叶类,线性模型,183.131,136.63361405136104,46.497385948638964,46.497385948638964
2020-07-15,花叶类,线性模型,209.644,148.56901981686931,61.07498018313069,61.07498018313069
2020-07-16,花叶类,线性模型,195.549,137.2214711679474,58.32752883205259,58.32752883205259
2020-07-17,花叶类,线性模型,173.432,157.95734419478634,15.474655805213644,15.474655805213644
2020-07-18,花叶类,线性模型,231.29,201.9755325680511,29.314467431948884,29.314467431948884
2020-07-19,花叶类,线性模型,269.199,193.93620207643167,75.26279792356834,75.26279792356834
2020-07-20,花叶类,线性模型,182.337,148.57047059603207,33.76652940396792,33.76652940396792
2020-07-21,花叶类,线性模型,200.51,131.4364804059071,69.07351959409289,69.07351959409289
2020-07-22,花叶类,线性模型,205.455,139.81021694760148,65.64478305239854,65.64478305239854
2020-07-23,花叶类,线性模型,172.376,130.11316708962224,42.26283291037777,42.26283291037777
2020-07-24,花叶类,线性模型,159.929,142.0100051716404,17.918994828359615,17.918994828359615
2020-07-25,花叶类,线性模型,204.513,190.76262259378728,13.75037740621272,13.75037740621272
2020-07-26,花叶类,线性模型,215.73,171.44951679206085,44.28048320793914,44.28048320793914
2020-07-27,花叶类,线性模型,179.605,128.31858240337738,51.28641759662261,51.28641759662261
2020-07-28,花叶类,线性模型,142.605,113.04465508058284,29.560344919417147,29.560344919417147
2020-07-29,花叶类,线性模型,175.106,124.25278418075152,50.853215819248476,50.853215819248476
2020-07-30,花叶类,线性模型,175.812,118.64205520389989,57.169944796100125,57.169944796100125
2020-07-31,花叶类,线性模型,195.166,138.82105609961883,56.34494390038117,56.34494390038117
2020-08-01,花叶类,线性模型,202.487,252.64816681889045,-50.16116681889045,-50.16116681889045
2020-08-02,花叶类,线性模型,234.102,229.37983336843723,4.7221666315627715,4.7221666315627715
2020-08-03,花叶类,线性模型,206.505,189.62238165686972,16.882618343130275,16.882618343130275
2020-08-04,花叶类,线性模型,178.012,197.76620463472483,-19.75420463472483,-19.75420463472483
2020-08-05,花叶类,线性模型,240.806,193.26252868385907,47.54347131614094,47.54347131614094
2020-08-06,花叶类,线性模型,218.037,187.23576064462955,30.801239355370456,30.801239355370456
2020-08-07,花叶类,线性模型,198.712,193.79662293566474,4.915377064335246,4.915377064335246
2020-08-08,花叶类,线性模型,310.161,255.85965567729625,54.301344322703756,54.301344322703756
2020-08-09,花叶类,线性模型,245.052,242.29972327651217,2.7522767234878245,2.7522767234878245
2020-08-10,花叶类,线性模型,204.951,184.89708975664695,20.053910243353045,20.053910243353045
2020-08-11,花叶类,线性模型,200.068,193.81689917491644,6.251100825083569,6.251100825083569
2020-08-12,花叶类,线性模型,194.523,195.92526472950246,-1.4022647295024626,-1.4022647295024626
2020-08-13,花叶类,线性模型,179.955,198.14876786995873,-18.19376786995872,-18.19376786995872
2020-08-14,花叶类,线性模型,211.056,211.36487896408715,-0.30887896408714255,-0.30887896408714255
2020-08-15,花叶类,线性模型,245.136,259.6366730844838,-14.500673084483793,-14.500673084483793
2020-08-16,花叶类,线性模型,241.48,253.83294023313135,-12.352940233131363,-12.352940233131363
2020-08-17,花叶类,线性模型,213.346,220.24291751647468,-6.896917516474673,-6.896917516474673
2020-08-18,花叶类,线性模型,225.113,203.742187267164,21.370812732835986,21.370812732835986
2020-08-19,花叶类,线性模型,214.173,207.90002748610348,6.272972513896519,6.272972513896519
2020-08-20,花叶类,线性模型,233.532,201.39038287462924,32.14161712537077,32.14161712537077
2020-08-21,花叶类,线性模型,201.695,208.24744300397322,-6.552443003973224,-6.552443003973224
2020-08-22,花叶类,线性模型,264.51,272.29131341084485,-7.781313410844859,-7.781313410844859
2020-08-23,花叶类,线性模型,255.886,252.76388065563407,3.1221193443659274,3.1221193443659274
2020-08-24,花叶类,线性模型,260.694,217.8005849265287,42.89341507347132,42.89341507347132
2020-08-25,花叶类,线性模型,342.321,237.63981723894256,104.68118276105747,104.68118276105747
2020-08-26,花叶类,线性模型,236.927,215.5139576920208,21.413042307979197,21.413042307979197
2020-08-27,花叶类,线性模型,199.007,185.96207131700427,13.044928682995732,13.044928682995732
2020-08-28,花叶类,线性模型,195.032,207.70329834098754,-12.671298340987533,-12.671298340987533
2020-08-29,花叶类,线性模型,267.031,260.0218796025172,7.009120397482832,7.009120397482832
2020-08-30,花叶类,线性模型,261.124,248.5067978142306,12.617202185769429,12.617202185769429
2020-08-31,花叶类,线性模型,224.882,199.44452381934536,25.43747618065464,25.43747618065464
2020-09-01,花叶类,线性模型,184.319,145.58672336504958,38.73227663495041,38.73227663495041
2020-09-02,花叶类,线性模型,179.819,152.6000956662385,27.218904333761486,27.218904333761486
2020-09-03,花叶类,线性模型,184.89,160.48212098328898,24.407879016711007,24.407879016711007
2020-09-04,花叶类,线性模型,176.316,169.5151589024953,6.800841097504701,6.800841097504701
2020-09-05,花叶类,线性模型,239.841,221.97568796451395,17.865312035486056,17.865312035486056
2020-09-06,花叶类,线性模型,272.15,202.66568669834365,69.48431330165633,69.48431330165633
2020-09-07,花叶类,线性模型,142.541,148.10766521396684,-5.566665213966843,-5.566665213966843
2020-09-08,花叶类,线性模型,143.853,149.77564939015554,-5.922649390155527,-5.922649390155527
2020-09-09,花叶类,线性模型,130.623,153.9676865393607,-23.34468653936071,-23.34468653936071
2020-09-10,花叶类,线性模型,119.919,157.8189460001219,-37.899946000121915,-37.899946000121915
2020-09-11,花叶类,线性模型,151.957,174.6703906390152,-22.713390639015216,-22.713390639015216
2020-09-12,花叶类,线性模型,230.844,226.60398980365193,4.2400101963480665,4.2400101963480665
2020-09-13,花叶类,线性模型,262.477,223.62488258227347,38.852117417726504,38.852117417726504
2020-09-14,花叶类,线性模型,175.124,174.15275902008935,0.9712409799106467,0.9712409799106467
2020-09-15,花叶类,线性模型,154.468,162.09733656988917,-7.629336569889176,-7.629336569889176
2020-09-16,花叶类,线性模型,176.949,176.30511219141135,0.6438878085886586,0.6438878085886586
2020-09-17,花叶类,线性模型,142.796,152.11225093344606,-9.31625093344607,-9.31625093344607
2020-09-18,花叶类,线性模型,154.388,169.6425173511665,-15.254517351166498,-15.254517351166498
2020-09-19,花叶类,线性模型,235.102,234.26402618360555,0.8379738163944523,0.8379738163944523
2020-09-20,花叶类,线性模型,317.998,222.79816977079454,95.19983022920545,95.19983022920545
2020-09-21,花叶类,线性模型,212.997,177.11816954760002,35.878830452399995,35.878830452399995
2020-09-22,花叶类,线性模型,232.243,154.69571263867547,77.54728736132452,77.54728736132452
2020-09-23,花叶类,线性模型,179.262,159.68437962478006,19.577620375219936,19.577620375219936
2020-09-24,花叶类,线性模型,162.861,143.57517926021274,19.285820739787255,19.285820739787255
2020-09-25,花叶类,线性模型,173.781,160.2507826567894,13.530217343210609,13.530217343210609
2020-09-26,花叶类,线性模型,227.771,215.24450730639916,12.52649269360083,12.52649269360083
2020-09-27,花叶类,线性模型,199.813,208.47521212484332,-8.662212124843336,-8.662212124843336
2020-09-28,花叶类,线性模型,114.425,142.24389811951013,-27.818898119510138,-27.818898119510138
2020-09-29,花叶类,线性模型,156.737,134.82841746679944,21.90858253320056,21.90858253320056
2020-09-30,花叶类,线性模型,169.947,146.14907305966824,23.797926940331763,23.797926940331763
2020-10-01,花叶类,线性模型,225.69,128.8208915500526,96.86910844994739,96.86910844994739
2020-10-02,花叶类,线性模型,244.124,147.3654005571736,96.75859944282641,96.75859944282641
2020-10-03,花叶类,线性模型,298.341,217.95117686619244,80.38982313380757,80.38982313380757
2020-10-04,花叶类,线性模型,232.776,207.29253281909308,25.483467180906928,25.483467180906928
2020-10-05,花叶类,线性模型,294.623,174.82280042788227,119.80019957211772,119.80019957211772
2020-10-06,花叶类,线性模型,287.297,140.5680585156735,146.72894148432653,146.72894148432653
2020-10-07,花叶类,线性模型,253.996,153.23905734075774,100.75694265924227,100.75694265924227
2020-10-08,花叶类,线性模型,252.73,144.7139671957743,108.01603280422569,108.01603280422569
2020-10-09,花叶类,线性模型,162.518,148.6497357392875,13.868264260712493,13.868264260712493
2020-10-10,花叶类,线性模型,175.163,202.7354320535049,-27.572432053504883,-27.572432053504883
2020-10-11,花叶类,线性模型,235.733,198.10655702696823,37.62644297303177,37.62644297303177
2020-10-12,花叶类,线性模型,170.212,159.13993650520575,11.072063494794236,11.072063494794236
2020-10-13,花叶类,线性模型,175.188,164.5149832922765,10.673016707723491,10.673016707723491
2020-10-14,花叶类,线性模型,182.96,154.59840763092527,28.361592369074742,28.361592369074742
2020-10-15,花叶类,线性模型,190.238,153.92694295639834,36.311057043601664,36.311057043601664
2020-10-16,花叶类,线性模型,170.77,167.70792593338876,3.0620740666112454,3.0620740666112454
2020-10-17,花叶类,线性模型,249.493,228.95973153725635,20.53326846274365,20.53326846274365
2020-10-18,花叶类,线性模型,226.735,214.20209684860407,12.532903151395942,12.532903151395942
2020-10-19,花叶类,线性模型,152.709,177.42374778910823,-24.71474778910823,-24.71474778910823
2020-10-20,花叶类,线性模型,186.078,165.5138718245741,20.564128175425907,20.564128175425907
2020-10-21,花叶类,线性模型,168.765,174.2549745423618,-5.489974542361807,-5.489974542361807
2020-10-22,花叶类,线性模型,117.235,161.6467766961592,-44.41177669615921,-44.41177669615921
2020-10-23,花叶类,线性模型,190.254,201.83867717325637,-11.584677173256381,-11.584677173256381
2020-10-24,花叶类,线性模型,282.107,254.87420294225427,27.232797057745756,27.232797057745756
2020-10-25,花叶类,线性模型,223.397,232.15426993451786,-8.757269934517865,-8.757269934517865
2020-10-26,花叶类,线性模型,157.832,187.65014860325152,-29.81814860325153,-29.81814860325153
2020-10-27,花叶类,线性模型,154.566,191.280755047835,-36.714755047834984,-36.714755047834984
2020-10-28,花叶类,线性模型,167.542,189.50329000003077,-21.961290000030772,-21.961290000030772
2020-10-29,花叶类,线性模型,120.551,182.61997166279698,-62.06897166279698,-62.06897166279698
2020-10-30,花叶类,线性模型,148.243,203.1573174130229,-54.9143174130229,-54.9143174130229
2020-10-31,花叶类,线性模型,248.102,260.4560753740739,-12.354075374073915,-12.354075374073915
2020-11-01,花叶类,线性模型,206.956,199.69976011259604,7.25623988740395,7.25623988740395
2020-11-02,花叶类,线性模型,143.656,157.7894603252202,-14.133460325220199,-14.133460325220199
2020-11-03,花叶类,线性模型,131.679,147.44910227560845,-15.770102275608451,-15.770102275608451
2020-11-04,花叶类,线性模型,122.114,153.5045697533979,-31.390569753397898,-31.390569753397898
2020-11-05,花叶类,线性模型,146.327,147.4901959202748,-1.1631959202748021,-1.1631959202748021
2020-11-06,花叶类,线性模型,142.586,160.68626681510142,-18.100266815101406,-18.100266815101406
2020-11-07,花叶类,线性模型,224.3,222.35897452530315,1.9410254746968576,1.9410254746968576
2020-11-08,花叶类,线性模型,209.808,207.8044801195539,2.003519880446106,2.003519880446106
2020-11-09,花叶类,线性模型,144.911,155.40644801557542,-10.49544801557542,-10.49544801557542
2020-11-10,花叶类,线性模型,157.962,161.43236322102294,-3.47036322102295,-3.47036322102295
2020-11-11,花叶类,线性模型,149.866,171.57178500082702,-21.705785000827007,-21.705785000827007
2020-11-12,花叶类,线性模型,151.144,167.59396346298067,-16.449963462980662,-16.449963462980662
2020-11-13,花叶类,线性模型,141.0,186.05710464299227,-45.05710464299227,-45.05710464299227
2020-11-14,花叶类,线性模型,207.145,226.53559071625813,-19.390590716258117,-19.390590716258117
2020-11-15,花叶类,线性模型,227.231,214.03103644904917,13.199963550950827,13.199963550950827
2020-11-16,花叶类,线性模型,140.087,158.89324282783411,-18.806242827834126,-18.806242827834126
2020-11-17,花叶类,线性模型,222.517,168.68240301952108,53.83459698047892,53.83459698047892
2020-11-18,花叶类,线性模型,203.322,167.01887998465966,36.30312001534034,36.30312001534034
2020-11-19,花叶类,线性模型,206.35,180.50172627502215,25.848273724977844,25.848273724977844
2020-11-20,花叶类,线性模型,244.555,199.04618846745035,45.50881153254966,45.50881153254966
2020-11-21,花叶类,线性模型,460.646,255.82687823310744,204.81912176689258,204.81912176689258
2020-11-22,花叶类,线性模型,371.968,245.2195708120039,126.74842918799612,126.74842918799612
2020-11-23,花叶类,线性模型,294.311,184.4008583274193,109.91014167258069,109.91014167258069
2020-11-24,花叶类,线性模型,220.189,165.72783859569535,54.46116140430465,54.46116140430465
2020-11-25,花叶类,线性模型,237.713,180.39480399248163,57.31819600751837,57.31819600751837
2020-11-26,花叶类,线性模型,268.633,199.3689266458962,69.26407335410377,69.26407335410377
2020-11-27,花叶类,线性模型,225.596,201.72923023551385,23.86676976448615,23.86676976448615
2020-11-28,花叶类,线性模型,400.295,268.4082565049259,131.88674349507414,131.88674349507414
2020-11-29,花叶类,线性模型,287.707,250.4563740526701,37.250625947329894,37.250625947329894
2020-11-30,花叶类,线性模型,207.353,193.61047407501297,13.742525924987035,13.742525924987035
2020-12-01,花叶类,线性模型,287.797,187.0899575613028,100.70704243869721,100.70704243869721
2020-12-02,花叶类,线性模型,213.665,183.64379600345947,30.02120399654052,30.02120399654052
2020-12-03,花叶类,线性模型,273.297,187.98298906258367,85.31401093741636,85.31401093741636
2020-12-04,花叶类,线性模型,241.79,192.93686874734553,48.853131252654464,48.853131252654464
2020-12-05,花叶类,线性模型,306.959,256.1045120833172,50.854487916682785,50.854487916682785
2020-12-06,花叶类,线性模型,367.129,247.03976723944552,120.0892327605545,120.0892327605545
2020-12-07,花叶类,线性模型,197.718,186.99264536428308,10.725354635716911,10.725354635716911
2020-12-08,花叶类,线性模型,183.98,180.92276217099942,3.05723782900057,3.05723782900057
2020-12-09,花叶类,线性模型,179.506,181.43121963354625,-1.9252196335462486,-1.9252196335462486
2020-12-10,花叶类,线性模型,188.539,180.16107170898175,8.377928291018236,8.377928291018236
2020-12-11,花叶类,线性模型,212.51,200.30594179079347,12.204058209206522,12.204058209206522
2020-12-12,花叶类,线性模型,269.619,254.32988995576352,15.289110044236509,15.289110044236509
2020-12-13,花叶类,线性模型,375.781,244.0201978261967,131.7608021738033,131.7608021738033
2020-12-14,花叶类,线性模型,196.775,182.37662230953345,14.39837769046656,14.39837769046656
2020-12-15,花叶类,线性模型,203.808,175.72290095232017,28.08509904767982,28.08509904767982
2020-12-16,花叶类,线性模型,143.474,175.46326423867967,-31.98926423867968,-31.98926423867968
2020-12-17,花叶类,线性模型,167.799,177.93675498649645,-10.137754986496446,-10.137754986496446
2020-12-18,花叶类,线性模型,145.775,174.04473808085646,-28.269738080856456,-28.269738080856456
2020-12-19,花叶类,线性模型,264.54,241.7841367717279,22.75586322827212,22.75586322827212
2020-12-20,花叶类,线性模型,276.911,230.97597750059316,45.93502249940684,45.93502249940684
2020-12-21,花叶类,线性模型,135.374,171.1817687966837,-35.80776879668372,-35.80776879668372
2020-12-22,花叶类,线性模型,142.433,171.84885363615064,-29.415853636150644,-29.415853636150644
2020-12-23,花叶类,线性模型,143.036,158.8504126619951,-15.814412661995107,-15.814412661995107
2020-12-24,花叶类,线性模型,218.21,179.80099785578471,38.40900214421529,38.40900214421529
2020-12-25,花叶类,线性模型,159.654,172.37982782913105,-12.725827829131049,-12.725827829131049
2020-12-26,花叶类,线性模型,285.224,249.20089279723686,36.02310720276313,36.02310720276313
2020-12-27,花叶类,线性模型,288.755,238.68678540385366,50.06821459614633,50.06821459614633
2020-12-28,花叶类,线性模型,251.455,187.70546203420557,63.749537965794445,63.749537965794445
2020-12-29,花叶类,线性模型,223.512,179.76325963442997,43.74874036557003,43.74874036557003
2020-12-30,花叶类,线性模型,146.39,163.88460946305364,-17.49460946305365,-17.49460946305365
2020-12-31,花叶类,线性模型,178.876,141.11238267549697,37.76361732450303,37.76361732450303
2021-01-01,花叶类,线性模型,224.797,194.31929676892167,30.477703231078323,30.477703231078323
2021-01-02,花叶类,线性模型,212.911,251.15464137854775,-38.24364137854775,-38.24364137854775
2021-01-03,花叶类,线性模型,211.636,246.6806806822417,-35.044680682241705,-35.044680682241705
2021-01-04,花叶类,线性模型,177.80100000000002,195.63114462176435,-17.830144621764333,-17.830144621764333
2021-01-05,花叶类,线性模型,154.654,174.72901398412205,-20.07501398412205,-20.07501398412205
2021-01-06,花叶类,线性模型,176.824,189.50834025810104,-12.684340258101031,-12.684340258101031
2021-01-07,花叶类,线性模型,161.628,172.30148135143637,-10.67348135143638,-10.67348135143638
2021-01-08,花叶类,线性模型,234.462,193.6675639937851,40.79443600621488,40.79443600621488
2021-01-09,花叶类,线性模型,233.427,234.91098673026266,-1.4839867302626715,-1.4839867302626715
2021-01-10,花叶类,线性模型,250.645,239.53421345535145,11.110786544648562,11.110786544648562
2021-01-11,花叶类,线性模型,182.204,189.18964071263005,-6.985640712630044,-6.985640712630044
2021-01-12,花叶类,线性模型,172.596,181.70237614932057,-9.106376149320567,-9.106376149320567
2021-01-13,花叶类,线性模型,172.101,174.9924832044472,-2.891483204447212,-2.891483204447212
2021-01-14,花叶类,线性模型,148.947,162.71821165006523,-13.771211650065226,-13.771211650065226
2021-01-15,花叶类,线性模型,171.213,174.30559871528484,-3.0925987152848506,-3.0925987152848506
2021-01-16,花叶类,线性模型,252.825,227.7227646617162,25.102235338283776,25.102235338283776
2021-01-17,花叶类,线性模型,228.991,220.59847201840032,8.392527981599699,8.392527981599699
2021-01-18,花叶类,线性模型,167.119,137.40372793122663,29.715272068773373,29.715272068773373
2021-01-19,花叶类,线性模型,216.055,169.69118258514504,46.363817414854964,46.363817414854964
2021-01-20,花叶类,线性模型,197.353,151.7832425833212,45.56975741667881,45.56975741667881
2021-01-21,花叶类,线性模型,219.93,162.43404046052004,57.49595953947997,57.49595953947997
2021-01-22,花叶类,线性模型,218.136,159.1668889156901,58.9691110843099,58.9691110843099
2021-01-23,花叶类,线性模型,214.815,233.17252308497893,-18.357523084978936,-18.357523084978936
2021-01-24,花叶类,线性模型,350.342,213.33834694163335,137.00365305836664,137.00365305836664
2021-01-25,花叶类,线性模型,224.149,168.53130264192478,55.61769735807522,55.61769735807522
2021-01-26,花叶类,线性模型,215.643,158.59538571404144,57.04761428595856,57.04761428595856
2021-01-27,花叶类,线性模型,208.029,150.17451237764246,57.85448762235754,57.85448762235754
2021-01-28,花叶类,线性模型,160.384,139.52486287273211,20.85913712726787,20.85913712726787
2021-01-29,花叶类,线性模型,151.962,168.48908488624562,-16.527084886245632,-16.527084886245632
2021-01-30,花叶类,线性模型,195.893,224.80691129298913,-28.913911292989127,-28.913911292989127
2021-01-31,花叶类,线性模型,249.269,211.43007606706823,37.83892393293178,37.83892393293178
2021-02-01,花叶类,线性模型,181.621,168.49249058170952,13.128509418290491,13.128509418290491
2021-02-02,花叶类,线性模型,193.791,166.91236591479966,26.878634085200332,26.878634085200332
2021-02-03,花叶类,线性模型,220.536,178.4292276610363,42.10677233896371,42.10677233896371
2021-02-04,花叶类,线性模型,197.832,158.50278240694925,39.32921759305074,39.32921759305074
2021-02-05,花叶类,线性模型,194.292,166.56961792658493,27.722382073415076,27.722382073415076
2021-02-06,花叶类,线性模型,212.817,236.89493366248422,-24.077933662484213,-24.077933662484213
2021-02-07,花叶类,线性模型,193.778,230.30384082572056,-36.525840825720564,-36.525840825720564
2021-02-08,花叶类,线性模型,234.405,163.61204558244097,70.79295441755903,70.79295441755903
2021-02-09,花叶类,线性模型,282.558,130.9803553349399,151.5776446650601,151.5776446650601
2021-02-10,花叶类,线性模型,503.976,116.52732183607506,387.4486781639249,387.4486781639249
2021-02-13,花叶类,线性模型,243.485,180.71850136834382,62.76649863165619,62.76649863165619
2021-02-14,花叶类,线性模型,120.018,176.62053944749306,-56.60253944749306,-56.60253944749306
2021-02-15,花叶类,线性模型,291.13,158.1608028493154,132.9691971506846,132.9691971506846
2021-02-16,花叶类,线性模型,253.696,140.1002413364634,113.5957586635366,113.5957586635366
2021-02-17,花叶类,线性模型,180.052,160.18013552268246,19.87186447731753,19.87186447731753
2021-02-18,花叶类,线性模型,227.336,145.71277617402117,81.62322382597884,81.62322382597884
2021-02-19,花叶类,线性模型,184.169,167.30212169385405,16.866878306145964,16.866878306145964
2021-02-20,花叶类,线性模型,175.262,209.66533899929465,-34.40333899929465,-34.40333899929465
2021-02-21,花叶类,线性模型,144.855,195.4921425383022,-50.637142538302214,-50.637142538302214
2021-02-22,花叶类,线性模型,139.491,160.49782845083612,-21.00682845083611,-21.00682845083611
2021-02-23,花叶类,线性模型,136.05,139.9594098642776,-3.909409864277592,-3.909409864277592
2021-02-24,花叶类,线性模型,190.158,164.48318470999754,25.674815290002442,25.674815290002442
2021-02-25,花叶类,线性模型,156.613,149.51257593678363,7.100424063216366,7.100424063216366
2021-02-26,花叶类,线性模型,276.322,165.58327572058434,110.73872427941566,110.73872427941566
2021-02-27,花叶类,线性模型,218.04,225.01678058218465,-6.976780582184659,-6.976780582184659
2021-02-28,花叶类,线性模型,309.688,228.39053401666322,81.29746598333676,81.29746598333676
2021-03-01,花叶类,线性模型,241.709,133.85185574724164,107.85714425275836,107.85714425275836
2021-03-02,花叶类,线性模型,182.984,108.50701694374696,74.47698305625305,74.47698305625305
2021-03-03,花叶类,线性模型,186.008,109.31129188825437,76.69670811174564,76.69670811174564
2021-03-04,花叶类,线性模型,145.281,122.30409535003307,22.97690464996694,22.97690464996694
2021-03-05,花叶类,线性模型,211.185,154.60401229949161,56.58098770050839,56.58098770050839
2021-03-06,花叶类,线性模型,288.817,209.34910745058596,79.46789254941405,79.46789254941405
2021-03-07,花叶类,线性模型,262.314,207.96604790750376,54.34795209249626,54.34795209249626
2021-03-08,花叶类,线性模型,211.746,138.01667774391495,73.72932225608506,73.72932225608506
2021-03-09,花叶类,线性模型,170.907,130.10325901250246,40.80374098749755,40.80374098749755
2021-03-10,花叶类,线性模型,119.599,127.40377655148879,-7.804776551488786,-7.804776551488786
2021-03-11,花叶类,线性模型,158.357,113.69204574651745,44.66495425348255,44.66495425348255
2021-03-12,花叶类,线性模型,152.44,121.31534358428503,31.124656415714966,31.124656415714966
2021-03-13,花叶类,线性模型,169.055,172.57563375048935,-3.5206337504893384,-3.5206337504893384
2021-03-14,花叶类,线性模型,176.032,158.82809092940187,17.203909070598144,17.203909070598144
2021-03-15,花叶类,线性模型,90.812,103.07411204355255,-12.262112043552548,-12.262112043552548
2021-03-16,花叶类,线性模型,100.121,109.47351910672556,-9.352519106725566,-9.352519106725566
2021-03-17,花叶类,线性模型,107.653,108.6531825753469,-1.0001825753468978,-1.0001825753468978
2021-03-18,花叶类,线性模型,128.058,101.09358138433821,26.964418615661785,26.964418615661785
2021-03-19,花叶类,线性模型,140.893,135.02748087035172,5.865519129648277,5.865519129648277
2021-03-20,花叶类,线性模型,267.979,171.98992910349625,95.98907089650373,95.98907089650373
2021-03-21,花叶类,线性模型,199.712,168.70551691958443,31.006483080415563,31.006483080415563
2021-03-22,花叶类,线性模型,115.022,104.359676173989,10.662323826011004,10.662323826011004
2021-03-23,花叶类,线性模型,134.706,116.9361002518893,17.76989974811069,17.76989974811069
2021-03-24,花叶类,线性模型,103.505,101.87181777520084,1.6331822247991568,1.6331822247991568
2021-03-25,花叶类,线性模型,86.632,82.35492061161555,4.2770793883844505,4.2770793883844505
2021-03-26,花叶类,线性模型,164.599,89.03373484417087,75.56526515582912,75.56526515582912
2021-03-27,花叶类,线性模型,199.238,158.63629250029638,40.60170749970362,40.60170749970362
2021-03-28,花叶类,线性模型,161.164,138.68590945998264,22.478090540017348,22.478090540017348
2021-03-29,花叶类,线性模型,111.308,86.53401376795809,24.77398623204192,24.77398623204192
2021-03-30,花叶类,线性模型,130.803,92.06143522759406,38.74156477240594,38.74156477240594
2021-03-31,花叶类,线性模型,143.294,94.2811514657316,49.012848534268414,49.012848534268414
2021-04-01,花叶类,线性模型,159.915,80.95942358741435,78.95557641258564,78.95557641258564
2021-04-02,花叶类,线性模型,175.184,99.10507444767934,76.07892555232065,76.07892555232065
2021-04-03,花叶类,线性模型,212.267,144.3976287117768,67.86937128822319,67.86937128822319
2021-04-04,花叶类,线性模型,192.021,149.8371212827191,42.18387871728089,42.18387871728089
2021-04-05,花叶类,线性模型,178.469,95.3980204536919,83.0709795463081,83.0709795463081
2021-04-06,花叶类,线性模型,51.363,107.33810535640781,-55.97510535640781,-55.97510535640781
2021-04-07,花叶类,线性模型,198.107,90.10579129809193,108.00120870190807,108.00120870190807
2021-04-08,花叶类,线性模型,136.146,99.48369408623539,36.6623059137646,36.6623059137646
2021-04-09,花叶类,线性模型,140.613,97.24539165917888,43.36760834082112,43.36760834082112
2021-04-10,花叶类,线性模型,204.156,167.50801582188728,36.64798417811272,36.64798417811272
2021-04-11,花叶类,线性模型,211.619,147.22914888859353,64.38985111140647,64.38985111140647
2021-04-12,花叶类,线性模型,148.371,102.9352594347156,45.435740565284405,45.435740565284405
2021-04-13,花叶类,线性模型,127.207,100.82101765402008,26.38598234597991,26.38598234597991
2021-04-14,花叶类,线性模型,151.83,117.88049400686583,33.94950599313418,33.94950599313418
2021-04-15,花叶类,线性模型,130.081,109.53366821391303,20.547331786086957,20.547331786086957
2021-04-16,花叶类,线性模型,130.808,131.63749864823097,-0.829498648230981,-0.829498648230981
2021-04-17,花叶类,线性模型,194.951,179.81454928616998,15.136450713830016,15.136450713830016
2021-04-18,花叶类,线性模型,194.451,168.18398565049168,26.267014349508315,26.267014349508315
2021-04-19,花叶类,线性模型,134.781,118.43795582316399,16.343044176836017,16.343044176836017
2021-04-20,花叶类,线性模型,146.004,112.50721956627943,33.49678043372056,33.49678043372056
2021-04-21,花叶类,线性模型,182.939,137.01897003142173,45.92002996857826,45.92002996857826
2021-04-22,花叶类,线性模型,150.806,120.36575476495634,30.440245235043676,30.440245235043676
2021-04-23,花叶类,线性模型,156.392,135.3319287696434,21.060071230356584,21.060071230356584
2021-04-24,花叶类,线性模型,264.803,196.38840203672532,68.41459796327467,68.41459796327467
2021-04-25,花叶类,线性模型,221.785,184.23651218430183,37.54848781569817,37.54848781569817
2021-04-26,花叶类,线性模型,151.258,134.60407078346924,16.65392921653077,16.65392921653077
2021-04-27,花叶类,线性模型,135.216,131.2082876348482,4.007712365151804,4.007712365151804
2021-04-28,花叶类,线性模型,125.785,132.52808606211207,-6.74308606211207,-6.74308606211207
2021-04-29,花叶类,线性模型,128.457,132.92132569117277,-4.464325691172775,-4.464325691172775
2021-04-30,花叶类,线性模型,136.111,140.35209283449376,-4.24109283449377,-4.24109283449377
2021-05-01,花叶类,线性模型,171.826,201.92775374797276,-30.101753747972765,-30.101753747972765
2021-05-02,花叶类,线性模型,198.544,184.85716506476655,13.686834935233463,13.686834935233463
2021-05-03,花叶类,线性模型,226.265,143.55646802514352,82.70853197485647,82.70853197485647
