销售日期,分类,选择模型,实际日销量,拟合日销量,销量尺度残差,模型残差
2023-03-29,水生根茎类,线性模型,18.377,23.664913963843883,-5.287913963843884,-5.287913963843884
2023-03-30,水生根茎类,线性模型,11.542,18.930494790442115,-7.388494790442115,-7.388494790442115
2023-03-31,水生根茎类,线性模型,19.923,22.56424379489726,-2.6412437948972602,-2.6412437948972602
2023-04-01,水生根茎类,线性模型,26.836,28.841353862590363,-2.005353862590365,-2.005353862590365
2023-04-02,水生根茎类,线性模型,27.876,26.316905006403637,1.5590949935963643,1.5590949935963643
2023-04-03,水生根茎类,线性模型,27.654,8.914534612117947,18.739465387882053,18.739465387882053
2023-04-04,水生根茎类,线性模型,14.977,12.223137430840794,2.7538625691592067,2.7538625691592067
2023-04-05,水生根茎类,线性模型,24.199,12.806382194671945,11.392617805328056,11.392617805328056
2023-04-06,水生根茎类,线性模型,9.889,3.8504903073768917,6.038509692623108,6.038509692623108
2023-04-07,水生根茎类,线性模型,16.629,12.867317038817987,3.7616829611820144,3.7616829611820144
2023-04-08,水生根茎类,线性模型,20.358,27.621889164162948,-7.263889164162947,-7.263889164162947
2023-04-09,水生根茎类,线性模型,31.303,22.605664413200294,8.697335586799706,8.697335586799706
2023-04-10,水生根茎类,线性模型,17.868,9.575264204301128,8.29273579569887,8.29273579569887
2023-04-11,水生根茎类,线性模型,6.577,10.867595700521896,-4.290595700521896,-4.290595700521896
2023-04-12,水生根茎类,线性模型,19.088,9.365090183181882,9.722909816818119,9.722909816818119
2023-04-13,水生根茎类,线性模型,15.052,9.751173050214017,5.300826949785982,5.300826949785982
2023-04-14,水生根茎类,线性模型,26.338,13.734713767386971,12.60328623261303,12.60328623261303
2023-04-15,水生根茎类,线性模型,27.541,27.117475882290965,0.42352411770903586,0.42352411770903586
2023-04-16,水生根茎类,线性模型,16.458,22.194714750505753,-5.7367147505057545,-5.7367147505057545
2023-04-17,水生根茎类,线性模型,6.313,6.031155282722558,0.2818447172774414,0.2818447172774414
2023-04-18,水生根茎类,线性模型,15.097,11.08433378276407,4.01266621723593,4.01266621723593
2023-04-19,水生根茎类,线性模型,12.216,9.62236432339567,2.593635676604329,2.593635676604329
2023-04-20,水生根茎类,线性模型,12.171,7.931953219016717,4.239046780983283,4.239046780983283
2023-04-21,水生根茎类,线性模型,25.82,16.5848999726578,9.235100027342199,9.235100027342199
2023-04-22,水生根茎类,线性模型,25.397,29.647774555050862,-4.250774555050864,-4.250774555050864
2023-04-23,水生根茎类,线性模型,10.291,23.451772703461494,-13.160772703461493,-13.160772703461493
2023-04-24,水生根茎类,线性模型,12.517,12.537726298990762,-0.020726298990762615,-0.020726298990762615
2023-04-25,水生根茎类,线性模型,9.321,12.260871820451193,-2.9398718204511933,-2.9398718204511933
2023-04-26,水生根茎类,线性模型,4.702,0.10719137724956818,4.594808622750432,4.594808622750432
2023-04-27,水生根茎类,线性模型,10.343,3.4929895264933153,6.850010473506685,6.850010473506685
2023-04-28,水生根茎类,线性模型,13.909,15.869268346984725,-1.9602683469847246,-1.9602683469847246
2023-04-29,水生根茎类,线性模型,23.006,29.757366643277354,-6.751366643277354,-6.751366643277354
2023-04-30,水生根茎类,线性模型,16.389,21.47805006957062,-5.089050069570622,-5.089050069570622
2023-05-01,水生根茎类,线性模型,22.254,6.090987469026409,16.163012530973592,16.163012530973592
2023-05-02,水生根茎类,线性模型,20.191,7.546445510249556,12.644554489750444,12.644554489750444
2023-05-03,水生根茎类,线性模型,11.586,7.913646681430497,3.6723533185695034,3.6723533185695034
2023-05-04,水生根茎类,线性模型,9.037,6.15795920058287,2.8790407994171305,2.8790407994171305
2023-05-05,水生根茎类,线性模型,13.454,14.839671656250616,-1.385671656250615,-1.385671656250615
2023-05-06,水生根茎类,线性模型,17.781,27.013738319802233,-9.232738319802234,-9.232738319802234
2023-05-07,水生根茎类,线性模型,18.818,23.461600744566475,-4.6436007445664735,-4.6436007445664735
2023-05-08,水生根茎类,线性模型,9.134,3.3728646961762934,5.761135303823707,5.761135303823707
2023-05-09,水生根茎类,线性模型,7.406,2.215219846906451,5.190780153093549,5.190780153093549
2023-05-10,水生根茎类,线性模型,10.336,9.79240091409658,0.5435990859034199,0.5435990859034199
2023-05-11,水生根茎类,线性模型,9.518,0.04197344095858302,9.476026559041419,9.476026559041419
2023-05-12,水生根茎类,线性模型,16.347,3.367978896481106,12.979021103518896,12.979021103518896
2023-05-13,水生根茎类,线性模型,20.655,15.619269648812402,5.035730351187599,5.035730351187599
2023-05-14,水生根茎类,线性模型,15.86,20.193691355982786,-4.333691355982786,-4.333691355982786
2023-05-15,水生根茎类,线性模型,7.475,8.100588147645396,-0.6255881476453968,-0.6255881476453968
2023-05-16,水生根茎类,线性模型,9.603,7.371685918079479,2.2313140819205204,2.2313140819205204
2023-05-17,水生根茎类,线性模型,12.893,2.8023306026612835,10.090669397338717,10.090669397338717
2023-05-18,水生根茎类,线性模型,8.812,3.713197427414184,5.098802572585815,5.098802572585815
2023-05-19,水生根茎类,线性模型,9.66,11.474967731875338,-1.8149677318753383,-1.8149677318753383
2023-05-20,水生根茎类,线性模型,11.094,16.95368138683624,-5.859681386836241,-5.859681386836241
2023-05-21,水生根茎类,线性模型,13.615,13.105031910370563,0.509968089629437,0.509968089629437
2023-05-22,水生根茎类,线性模型,8.411,8.256537062698797,0.15446293730120253,0.15446293730120253
2023-05-23,水生根茎类,线性模型,14.637,6.494770763409229,8.142229236590772,8.142229236590772
2023-05-24,水生根茎类,线性模型,9.414,1.5333312450116003,7.880668754988399,7.880668754988399
2023-05-25,水生根茎类,线性模型,13.962,0.09913369868845923,13.862866301311541,13.862866301311541
2023-05-26,水生根茎类,线性模型,20.081,6.540607335892177,13.540392664107824,13.540392664107824
2023-05-27,水生根茎类,线性模型,23.978,20.36498921127433,3.6130107887256706,3.6130107887256706
2023-05-28,水生根茎类,线性模型,22.807,18.044916167093334,4.762083832906665,4.762083832906665
2023-05-29,水生根茎类,线性模型,12.75,3.826378151931223,8.923621848068777,8.923621848068777
2023-05-30,水生根茎类,线性模型,8.852,2.575288540711342,6.276711459288658,6.276711459288658
2023-05-31,水生根茎类,线性模型,7.86,0.5018522167038716,7.358147783296129,7.358147783296129
2023-06-01,水生根茎类,线性模型,9.741,8.180793687520822,1.5602063124791776,1.5602063124791776
2023-06-02,水生根茎类,线性模型,11.988,13.270309775228647,-1.2823097752286472,-1.2823097752286472
2023-06-03,水生根茎类,线性模型,28.183,27.88844714530808,0.2945528546919185,0.2945528546919185
2023-06-04,水生根茎类,线性模型,21.047,27.749164898555954,-6.702164898555953,-6.702164898555953
2023-06-05,水生根茎类,线性模型,12.58,12.98831083056276,-0.4083108305627601,-0.4083108305627601
2023-06-06,水生根茎类,线性模型,14.408,12.423585838584962,1.984414161415037,1.984414161415037
2023-06-07,水生根茎类,线性模型,14.142,9.180397112123293,4.9616028878767064,4.9616028878767064
2023-06-08,水生根茎类,线性模型,9.254,9.080163511320844,0.17383648867915547,0.17383648867915547
2023-06-09,水生根茎类,线性模型,14.628,18.336020412149473,-3.708020412149473,-3.708020412149473
2023-06-10,水生根茎类,线性模型,18.153,31.090419425131575,-12.937419425131576,-12.937419425131576
2023-06-11,水生根茎类,线性模型,19.931,24.61288241619816,-4.68188241619816,-4.68188241619816
2023-06-12,水生根茎类,线性模型,10.351,11.562438291455756,-1.2114382914557549,-1.2114382914557549
2023-06-13,水生根茎类,线性模型,10.921,9.594086235527769,1.3269137644722306,1.3269137644722306
2023-06-14,水生根茎类,线性模型,7.284,9.739965619844943,-2.4559656198449433,-2.4559656198449433
2023-06-15,水生根茎类,线性模型,14.233,12.514055942715768,1.718944057284233,1.718944057284233
2023-06-16,水生根茎类,线性模型,13.37,11.94942281532321,1.4205771846767892,1.4205771846767892
2023-06-17,水生根茎类,线性模型,18.215,27.569107107282864,-9.354107107282864,-9.354107107282864
2023-06-18,水生根茎类,线性模型,21.573,23.13609802184429,-1.56309802184429,-1.56309802184429
2023-06-19,水生根茎类,线性模型,8.196,2.229033780815932,5.9669662191840676,5.9669662191840676
2023-06-20,水生根茎类,线性模型,11.657,4.9096834452506934,6.747316554749307,6.747316554749307
2023-06-21,水生根茎类,线性模型,19.286,4.696445518986818,14.589554481013185,14.589554481013185
2023-06-22,水生根茎类,线性模型,29.007,3.9414785320622103,25.065521467937792,25.065521467937792
2023-06-23,水生根茎类,线性模型,12.227,10.13397463891905,2.093025361080951,2.093025361080951
2023-06-24,水生根茎类,线性模型,12.69,24.523582363605033,-11.833582363605034,-11.833582363605034
2023-06-25,水生根茎类,线性模型,9.87,20.99850276954038,-11.12850276954038,-11.12850276954038
2023-06-26,水生根茎类,线性模型,9.393,5.493044936100382,3.8999550638996183,3.8999550638996183
2023-06-27,水生根茎类,线性模型,8.721,4.935283968735683,3.785716031264317,3.785716031264317
2023-06-28,水生根茎类,线性模型,5.986,8.069043501956186,-2.083043501956186,-2.083043501956186
2023-06-29,水生根茎类,线性模型,18.558,4.925234750540786,13.632765249459215,13.632765249459215
2023-06-30,水生根茎类,线性模型,10.34,13.410820776109546,-3.070820776109546,-3.070820776109546
2020-07-01,茄类,对数模型,35.374,29.573146804343878,5.800853195656124,0.29939365024773634
2020-07-02,茄类,对数模型,32.199,29.044656984868816,3.1543430151311824,0.223384164827094
2020-07-03,茄类,对数模型,35.896,32.52620350733735,3.369796492662651,0.21886315268009016
2020-07-04,茄类,对数模型,57.067,41.32926124939716,15.737738750602837,0.44293857247192925
2020-07-05,茄类,对数模型,60.942,37.736477902394576,23.205522097605424,0.5995786921727615
2020-07-06,茄类,对数模型,30.727,28.35019347476398,2.37680652523602,0.2007912025003833
2020-07-07,茄类,对数模型,32.112,27.478981237759122,4.63301876224088,0.2760917085007084
2020-07-08,茄类,对数模型,39.094,27.77035968874525,11.323640311254753,0.46228305912640666
2020-07-09,茄类,对数模型,25.921,24.776874462535403,1.1441255374645962,0.16542602444833454
2020-07-10,茄类,对数模型,34.162,29.317029577357047,4.844970422642952,0.2732286640400696
2020-07-11,茄类,对数模型,60.323,40.716733302777136,19.606266697222864,0.5133576218478977
2020-07-12,茄类,对数模型,73.13,36.429919786018225,36.70008021398177,0.8171315803828141
2020-07-13,茄类,对数模型,43.262,27.680946562052497,15.581053437947503,0.5668136350224984
2020-07-14,茄类,对数模型,31.76,26.116485611800066,5.643514388199936,0.3159241990621138
2020-07-15,茄类,对数模型,37.756,25.534632497210954,12.221367502789047,0.5113920458387575
2020-07-16,茄类,对数模型,24.031,25.41335230383998,-1.3823523038399799,0.06435325662673153
2020-07-17,茄类,对数模型,32.499,28.017867918817018,4.4811320811829845,0.2686501832752177
2020-07-18,茄类,对数模型,48.153,37.90078825447365,10.252211745526346,0.359694841707928
2020-07-19,茄类,对数模型,59.817,34.98736438581966,24.82963561418034,0.6565862329859011
2020-07-20,茄类,对数模型,30.078,25.70329999115809,4.374700008841909,0.27745792977806927
2020-07-21,茄类,对数模型,25.59,24.546351098538917,1.0436489014610828,0.16192174865389886
2020-07-22,茄类,对数模型,46.498,24.81284783581358,21.685152164186416,0.7483310342465614
2020-07-23,茄类,对数模型,40.714,24.871953592617647,15.842046407382352,0.6131145169904904
2020-07-24,茄类,对数模型,32.416,27.439319245525326,4.976680754474671,0.28695844460478304
2020-07-25,茄类,对数模型,49.419,37.58592005567771,11.833079944322286,0.3939887622234588
2020-07-26,茄类,对数模型,61.884,35.673893587429305,26.210106412570696,0.6711258258937787
2020-07-27,茄类,对数模型,30.576,26.683450656204528,3.892549343795473,0.25645515012524633
2020-07-28,茄类,对数模型,33.677,24.215045857714877,9.461954142285123,0.4501242523980711
2020-07-29,茄类,对数模型,35.535,24.462254559596524,11.072745440403473,0.49367013719170183
2020-07-30,茄类,对数模型,40.509,24.856961431780796,15.652038568219204,0.6086696304878068
2020-07-31,茄类,对数模型,34.092,28.221038183156,5.870961816843998,0.309278328249885
2020-08-01,茄类,对数模型,45.654,38.369062402870426,7.284937597129577,0.2941230683963383
2020-08-02,茄类,对数模型,50.893,37.992448959656706,12.900551040343295,0.41262127140042004
2020-08-03,茄类,对数模型,45.191,28.819484971619858,16.371515028380145,0.5701295423279018
2020-08-04,茄类,对数模型,30.591,25.48294897904636,5.108051020953642,0.302979597283918
2020-08-05,茄类,对数模型,49.472,25.82750293344036,23.64449706655964,0.7702502338972326
2020-08-06,茄类,对数模型,31.596,25.324579652766328,6.271420347233672,0.3415383886709522
2020-08-07,茄类,对数模型,51.799,34.20943429462074,17.589565705379258,0.5351526917167075
2020-08-08,茄类,对数模型,63.764,44.56691884734701,19.19708115265299,0.4784802240951107
2020-08-09,茄类,对数模型,51.835,43.30712840655225,8.527871593447749,0.30003165724145475
2020-08-10,茄类,对数模型,47.664,32.49664599928543,15.167354000714575,0.5033228222346198
2020-08-11,茄类,对数模型,33.572,29.997455342985567,3.5745446570144352,0.2328631403083974
2020-08-12,茄类,对数模型,36.009,26.81134570589718,9.197654294102822,0.41522707229760414
2020-08-13,茄类,对数模型,31.109,26.97693818103202,4.132061818967983,0.2627981170652629
2020-08-14,茄类,对数模型,37.826,29.698672576311512,8.127327423688488,0.3621776567086288
2020-08-15,茄类,对数模型,43.279,38.3326786453627,4.9463213546373055,0.24164807843008873
2020-08-16,茄类,对数模型,48.366,37.704246694697595,10.661753305302405,0.36930766524968295
2020-08-17,茄类,对数模型,35.014,27.697142836358818,7.316857163641185,0.3547020305911923
2020-08-18,茄类,对数模型,34.019,25.27715108976358,8.741848910236417,0.4173016336196116
2020-08-19,茄类,对数模型,30.347,25.53515787195897,4.811842128041032,0.2929247334324443
2020-08-20,茄类,对数模型,37.957,24.495457879866063,13.461542120133938,0.5582495426072649
2020-08-21,茄类,对数模型,29.694,28.144042416830903,1.5499575831690962,0.17389262031981323
2020-08-22,茄类,对数模型,30.422,34.298716371837116,-3.876716371837116,0.0003414112314454876
2020-08-23,茄类,对数模型,47.316,33.31779313873611,13.998206861263895,0.47104023216106494
2020-08-24,茄类,对数模型,26.874,25.97551485796292,0.8984851420370781,0.15428822862800162
2020-08-25,茄类,对数模型,23.272,22.75234849999528,0.5196515000047199,0.14286586060675655
2020-08-26,茄类,对数模型,30.722,23.018040361321773,7.703959638678228,0.40898404856630366
2020-08-27,茄类,对数模型,19.129,23.133113625756927,-4.004113625756926,-0.06977626293145578
2020-08-28,茄类,对数模型,24.597,25.613434436557707,-1.0164344365577058,0.07979079802078193
2020-08-29,茄类,对数模型,30.675,33.12003413520634,-2.4450341352063383,0.04359294067999153
2020-08-30,茄类,对数模型,21.641,32.60877986304812,-10.967779863048122,-0.289708599181286
2020-08-31,茄类,对数模型,15.943,24.66156000152398,-8.718560001523981,-0.31594258446063783
2020-09-01,茄类,对数模型,26.329,15.455473573517008,10.873526426482993,0.6529910863421544
2020-09-02,茄类,对数模型,13.873,15.67091763004678,-1.797917630046781,-0.001578798974021911
2020-09-03,茄类,对数模型,14.172,15.805449926847738,-1.633449926847737,0.011196684618636876
2020-09-04,茄类,对数模型,20.233,18.446232359311953,1.7867676406880477,0.21273810358313172
2020-09-05,茄类,对数模型,33.731,23.450620485078524,10.280379514921478,0.48380365162404715
2020-09-06,茄类,对数模型,33.397,22.42920934214811,10.96779065785189,0.5183852879460606
2020-09-07,茄类,对数模型,17.365000000000002,17.02782484267415,0.3371751573258521,0.13989123496470102
2020-09-08,茄类,对数模型,20.623,15.681097439023276,4.941902560976725,0.39423426586709764
2020-09-09,茄类,对数模型,12.041,16.510246803740465,-4.4692468037404645,-0.1953804034009221
2020-09-10,茄类,对数模型,16.916,16.359161633120152,0.5568383668798482,0.1537551449199226
2020-09-11,茄类,对数模型,20.416,20.188837525461732,0.2271624745382681,0.13147236349495683
2020-09-12,茄类,对数模型,21.411,24.163036670822763,-2.7520366708227613,-0.0006359362768346699
2020-09-13,茄类,对数模型,28.737,22.566043515741484,6.1709564842585145,0.36202252422999504
2020-09-14,茄类,对数模型,16.134,17.946571576868717,-1.8125715768687165,0.013813058578076909
2020-09-15,茄类,对数模型,13.243,17.148619747465602,-3.905619747465602,-0.1381652679790859
2020-09-16,茄类,对数模型,15.194,16.706819876545413,-1.5128198765454126,0.02536691143190639
2020-09-17,茄类,对数模型,22.924,17.534808081380753,5.389191918619247,0.3882797682976209
2020-09-18,茄类,对数模型,13.805,19.68812332970566,-5.883123329705661,-0.23470142164201802
2020-09-19,茄类,对数模型,30.406,25.35521024214396,5.0507897578560375,0.30193902645774173
2020-09-20,茄类,对数模型,41.474,25.29077113339785,16.183228866602146,0.6149104832775731
2020-09-21,茄类,对数模型,20.868,18.90708105797878,1.9609189420212196,0.21896368436135782
2020-09-22,茄类,对数模型,25.819,17.970826827034436,7.848173172965563,0.482644253995383
2020-09-23,茄类,对数模型,22.515,18.24650656458652,4.268493435413479,0.3304914234188514
2020-09-24,茄类,对数模型,18.9,18.328366087982225,0.5716339120177736,0.1509953131197106
2020-09-25,茄类,对数模型,26.529,21.430956471904853,5.098043528095147,0.333685343644059
2020-09-26,茄类,对数模型,33.517,27.238387869203642,6.278612130796361,0.32770878600540376
2020-09-27,茄类,对数模型,20.532,25.642849914042458,-5.110849914042458,-0.10199682201937721
2020-09-28,茄类,对数模型,18.401,20.43497228451333,-2.033972284513329,0.015440560476170706
2020-09-29,茄类,对数模型,24.719,19.056063282380787,5.662936717619214,0.380470155477477
2020-09-30,茄类,对数模型,25.865,19.280921778701046,6.584078221298952,0.41405791556925253
2020-10-01,茄类,对数模型,32.482,16.197927235409978,16.28407276459002,0.8160861143835643
2020-10-02,茄类,对数模型,38.762,18.921983363251737,19.840016636748263,0.8373993084763907
2020-10-03,茄类,对数模型,63.535,24.453288641530897,39.0817113584691,1.0751095337663914
2020-10-04,茄类,对数模型,43.849,23.930686014249687,19.91831398575031,0.7258736547428528
2020-10-05,茄类,对数模型,31.128,16.984761378604883,14.143238621395117,0.7260744933690875
2020-10-06,茄类,对数模型,42.318,15.411437279656635,26.906562720343363,1.130385923439928
2020-10-07,茄类,对数模型,29.085,15.215232427368363,13.869767572631638,0.7682088281833419
2020-10-08,茄类,对数模型,33.49,15.731392290609833,17.75860770939017,0.8758719721050396
2020-10-09,茄类,对数模型,24.289,16.903567220212885,7.385432779787116,0.4827822054388
2020-10-10,茄类,对数模型,26.814,22.43228880997756,4.38171119002244,0.29870606375213926
2020-10-11,茄类,对数模型,34.726,21.126756953828057,13.599243046171942,0.6172316569770229
2020-10-12,茄类,对数模型,17.876,15.524760872053964,2.3512391279460374,0.26130611638844625
2020-10-13,茄类,对数模型,23.119,14.406428138263164,8.712571861736835,0.5932635950592222
2020-10-14,茄类,对数模型,13.742,14.576332018068364,-0.8343320180683627,0.06134102819507126
2020-10-15,茄类,对数模型,19.447,15.135437363376667,4.311562636623332,0.3709372872373824
2020-10-16,茄类,对数模型,20.139,17.3903659641511,2.748634035848898,0.2670251712148479
2020-10-17,茄类,对数模型,30.556,22.6528884698213,7.903111530178702,0.41955700587133604
2020-10-18,茄类,对数模型,36.361,21.984711649731917,14.37628835026808,0.6234327951594478
2020-10-19,茄类,对数模型,20.03,16.473640016732492,3.556359983267509,0.3157529312498819
2020-10-20,茄类,对数模型,13.777,15.237190293052866,-1.4601902930528663,0.019544676025907037
2020-10-21,茄类,对数模型,15.327,15.017399995309898,0.3096000046901022,0.14068976075893502
2020-10-22,茄类,对数模型,14.725,14.897955732128635,-0.17295573212863502,0.10860603543681346
2020-10-23,茄类,对数模型,14.427,17.27852125913827,-2.85152125913827,-0.060079423217241246
2020-10-24,茄类,对数模型,22.221,22.488025592900495,-0.2670255929004952,0.1083381262783738
2020-10-25,茄类,对数模型,30.136,21.701574730993517,8.434425269006482,0.4486189544796346
2020-10-26,茄类,对数模型,10.797,16.308219509249774,-5.5112195092497736,-0.2921176170684032
2020-10-27,茄类,对数模型,13.444,15.280450505278695,-1.8364505052786946,-0.0077580465187381265
2020-10-28,茄类,对数模型,12.238,15.635820763023666,-3.3978207630236668,-0.12473530947628264
2020-10-29,茄类,对数模型,14.436,15.448464334714425,-1.0124643347144247,0.05249879444015226
2020-10-30,茄类,对数模型,12.192,17.062903058493628,-4.870903058493628,-0.2158433859457891
2020-10-31,茄类,对数模型,16.499,23.077450662746916,-6.578450662746917,-0.21527289572448094
2020-11-01,茄类,对数模型,15.407,12.715410207518575,2.691589792481425,0.31229060179762014
2020-11-02,茄类,对数模型,11.378,9.620912151450963,1.7570878485490375,0.2880258981595696
2020-11-03,茄类,对数模型,10.846,8.80800416609187,2.0379958339081305,0.32841878626097154
2020-11-04,茄类,对数模型,10.702,8.86782714129401,1.8341728587059904,0.30828415098852835
2020-11-05,茄类,对数模型,9.067,8.981554865305538,0.0854451346944618,0.1297517440058975
2020-11-06,茄类,对数模型,7.22,10.33403725802799,-3.1140372580279907,-0.23830477208485568
2020-11-07,茄类,对数模型,10.878,13.373203591448735,-2.4952035914487354,-0.08622726158915173
2020-11-08,茄类,对数模型,16.906,13.029049391630176,3.876950608369823,0.3807704656454911
2020-11-09,茄类,对数模型,10.063,9.760044203180064,0.302955796819937,0.1508517117740098
2020-11-10,茄类,对数模型,9.574,8.891713316688417,0.6822866833115828,0.19421464622836293
2020-11-11,茄类,对数模型,15.585,9.160030771047877,6.424969228952124,0.651742685506111
2020-11-12,茄类,对数模型,15.508,9.034448500818744,6.473551499181255,0.6605944481872674
2020-11-13,茄类,对数模型,8.044,10.524734027011208,-2.4807340270112075,-0.1485183264940635
2020-11-14,茄类,对数模型,18.146,14.46460260390854,3.6813973960914605,0.3470289958896293
2020-11-15,茄类,对数模型,18.318,13.655168803451962,4.662831196548039,0.41404937635840344
2020-11-16,茄类,对数模型,15.672,10.171429864812108,5.500570135187893,0.5525761943730467
2020-11-17,茄类,对数模型,12.224,9.332928225956493,2.891071774043507,0.39013572647278094
2020-11-18,茄类,对数模型,15.946,9.1702751889176,6.7757248110824,0.6735240288175457
2020-11-19,茄类,对数模型,12.808,8.866084501289492,3.9419154987105074,0.488120018731649
2020-11-20,茄类,对数模型,9.804,10.03691909759679,-0.23291909759679008,0.09680357153537678
2020-11-21,茄类,对数模型,25.451,13.055443172827573,12.395556827172427,0.7878331970351411
2020-11-22,茄类,对数模型,26.933,12.507002882335321,14.425997117664679,0.8873468927721273
2020-11-23,茄类,对数模型,15.902,9.546596468794748,6.355403531205251,0.6305434974629422
2020-11-24,茄类,对数模型,13.897,8.999031745717138,4.897968254282862,0.5548393120168953
2020-11-25,茄类,对数模型,13.199,8.939906249260293,4.259093750739707,0.5098992769282122
2020-11-26,茄类,对数模型,12.868,8.69847931001861,4.16952068998139,0.5118787011979289
2020-11-27,茄类,对数模型,13.175,9.431027683835055,3.743972316164946,0.45459933371366246
2020-11-28,茄类,对数模型,18.759,12.514634984910995,6.244365015089006,0.5250581892544561
2020-11-29,茄类,对数模型,20.702,11.99389586984942,8.708104130150582,0.6661157813583127
2020-11-30,茄类,对数模型,18.29,8.998385057147605,9.291614942852394,0.8295926495141162
2020-12-01,茄类,对数模型,9.271,7.934692299794081,1.3363077002059196,0.27592998324394147
2020-12-02,茄类,对数模型,9.603,8.121282738195235,1.4817172618047643,0.28787074552638714
2020-12-03,茄类,对数模型,12.913,7.887991106613068,5.025008893386932,0.6131763762745008
2020-12-04,茄类,对数模型,11.517,9.316462609305441,2.2005373906945582,0.33232450664567414
2020-12-05,茄类,对数模型,18.693,12.085428037040824,6.607571962959177,0.5564320000841501
2020-12-06,茄类,对数模型,18.881,11.832718171858446,7.048281828141555,0.5875710146830873
2020-12-07,茄类,对数模型,10.537,8.680533850332653,1.856466149667348,0.3140931525937587
2020-12-08,茄类,对数模型,10.904,7.905187498642923,2.9988125013570768,0.4418938152725844
2020-12-09,茄类,对数模型,9.89,8.098784598968006,1.7912154010319945,0.32009345497681396
2020-12-10,茄类,对数模型,11.411,8.173731221057821,3.2372687789421786,0.45393561028334717
2020-12-11,茄类,对数模型,14.918,9.062343198769854,5.855656801230145,0.6187241299584785
2020-12-12,茄类,对数模型,11.965,11.486342008820314,0.478657991179686,0.16111035346680147
2020-12-13,茄类,对数模型,20.845,11.383888049031546,9.461111950968453,0.7251983949080572
2020-12-14,茄类,对数模型,12.715,8.52235981620814,4.192640183791859,0.5203724329015618
2020-12-15,茄类,对数模型,10.295,7.918217266095151,2.3767827339048493,0.3827755629072378
2020-12-16,茄类,对数模型,9.313,8.18813594727239,1.1248640527276113,0.2490083128971481
2020-12-17,茄类,对数模型,12.154,8.124898298101963,4.029101701898037,0.5230084329842934
2020-12-18,茄类,对数模型,19.541,9.301917139211268,10.239082860788733,0.8625776097140494
2020-12-19,茄类,对数模型,14.524,12.09662267061669,2.42737732938331,0.3031594682928711
2020-12-20,茄类,对数模型,14.386,11.70102488844585,2.6849751115541487,0.3268623864267193
2020-12-21,茄类,对数模型,12.997,8.803172696418917,4.193827303581083,0.5098896816598839
2020-12-22,茄类,对数模型,11.079,7.998396523050968,3.0806034769490322,0.446093647818941
2020-12-23,茄类,对数模型,9.4,8.027539525953307,1.3724604740466937,0.27811492873992094
2020-12-24,茄类,对数模型,9.801,8.21188431935154,1.5891156806484599,0.29718531926283664
2020-12-25,茄类,对数模型,10.328,9.54615695502007,0.7818430449799294,0.1990033033803904
2020-12-26,茄类,对数模型,16.19,12.183812261574149,4.006187738425853,0.404568871070873
2020-12-27,茄类,对数模型,11.874,11.477846507724163,0.39615349227583785,0.15421565924068625
2020-12-28,茄类,对数模型,13.266,8.433436198513398,4.832563801486602,0.5732833769121157
2020-12-29,茄类,对数模型,12.741,7.864457035892762,4.876542964107237,0.6027549516112232
2020-12-30,茄类,对数模型,16.318,7.81359240353352,8.504407596466482,0.8566872703186825
2020-12-31,茄类,对数模型,20.725,7.8598450254406345,12.865154974559367,1.0898571218915925
2021-01-01,茄类,对数模型,18.037,19.776218694582266,-1.7392186945822665,0.028228374140569112
2021-01-02,茄类,对数模型,18.302,25.609945067175175,-7.307945067175176,-0.21568710148844872
2021-01-03,茄类,对数模型,13.385,24.70841112964869,-11.323411129648692,-0.4927257300067165
2021-01-04,茄类,对数模型,9.867,18.478027116847525,-8.611027116847524,-0.5071031366412386
2021-01-05,茄类,对数模型,14.439,17.051689970772923,-2.612689970772923,-0.04603312809702409
2021-01-06,茄类,对数模型,13.689,16.672842348828773,-2.983842348828773,-0.07690528819114117
2021-01-07,茄类,对数模型,12.56,16.779701703685575,-4.219701703685574,-0.1693694526931142
2021-01-08,茄类,对数模型,12.049,18.878078493132783,-6.8290784931327835,-0.3287364016167702
2021-01-09,茄类,对数模型,17.965,24.40308791093626,-6.438087910936261,-0.1860009472014128
2021-01-10,茄类,对数模型,23.755,23.672181522815332,0.0828184771846665,0.12377576157223036
2021-01-11,茄类,对数模型,15.841,17.717831319379673,-1.876831319379674,0.00831327431099238
2021-01-12,茄类,对数模型,6.304,16.29389227937362,-9.989892279373619,-0.8293226679982044
2021-01-14,茄类,对数模型,18.643,17.225072662620203,1.4179273373797976,0.19938801543492035
2021-01-15,茄类,对数模型,14.644,19.39378691578363,-4.749786915783629,-0.16063874719152427
2021-01-16,茄类,对数模型,20.109,25.287566979224668,-5.178566979224666,-0.10886206490335137
2021-01-17,茄类,对数模型,24.613,24.346445376574046,0.2665546234259537,0.13117221044721106
2021-01-18,茄类,对数模型,10.266,17.5564812052125,-7.290481205212499,-0.41630240678990615
2021-01-19,茄类,对数模型,9.304,16.21100807102464,-6.90700807102464,-0.43496279656437453
2021-01-20,茄类,对数模型,19.321,16.385668497508103,2.9353315024918984,0.28506881685298513
2021-01-21,茄类,对数模型,23.411,16.45509678841871,6.95590321158129,0.47285404324547997
2021-01-22,茄类,对数模型,12.333,19.49953221705731,-7.166532217057311,-0.3378285695773471
