分类,模型,变量,系数,经典标准误,经典p值,稳健标准误,稳健p值,稳健95%下限,稳健95%上限
水生根茎类,线性模型,星期_6,16.995142173709166,2.9044794232983753,6.482322548063806e-09,2.488726268813902,1.435180987247794e-11,12.111783733295077,21.878500614123254
水生根茎类,线性模型,星期_7,13.830554030959426,2.8942779214280283,2.012402950398274e-06,2.490813984457011,3.551778762670871e-08,8.943099091892709,18.718008970026144
水生根茎类,对数模型,截距,5.183013581481393,0.2310124385246896,1.2760433245870225e-91,0.43359316289165706,5.385544695238321e-31,4.332220604268219,6.033806558694566
水生根茎类,对数模型,日平均售价,-0.6155981729215585,0.10190354482664364,2.1136462421169734e-09,0.20177428781529635,0.00233779184137142,-1.0115180391634047,-0.21967830667971233
水生根茎类,对数模型,月份_02,-0.351897178343516,0.10738350410434926,0.0010829539673297948,0.17626747428357528,0.04614637121140635,-0.6977677825556085,-0.006026574131423601
水生根茎类,对数模型,月份_03,-0.8147130800573066,0.1040703669744654,1.1859761329748803e-14,0.11507782294040575,2.617410874580523e-12,-1.0405178481438888,-0.5889083119707244
水生根茎类,对数模型,月份_04,-1.4545774248827705,0.10702285930003096,6.437227943576679e-39,0.18317516094622957,5.065745178774715e-15,-1.8140022356745544,-1.0951526140909866
水生根茎类,对数模型,月份_05,-1.7402695271899085,0.11171704097211539,1.898428246738825e-49,0.18383124091863157,1.7908728083201897e-20,-2.1009816927667337,-1.379557361613083
水生根茎类,对数模型,月份_06,-1.2153239663592978,0.12680567023544667,6.3151313233979835e-21,0.18601171191387192,9.927639534233773e-11,-1.5803146343861978,-0.8503332983323979
水生根茎类,对数模型,月份_07,-0.9890272766360674,0.11217113593196973,4.700768188978624e-18,0.2698008816540488,0.0002587532327769692,-1.518428371953948,-0.4596261813181868
水生根茎类,对数模型,月份_08,-0.5714298793814806,0.1044305109527051,5.549314644918706e-08,0.22277057853293977,0.010450376602242462,-1.0085484964776172,-0.1343112622853439
水生根茎类,对数模型,月份_09,-0.545681637419307,0.104647410604062,2.2133285320664712e-07,0.1445611929747133,0.00016900520504529095,-0.8293384343581848,-0.2620248404804292
水生根茎类,对数模型,月份_10,-0.7868001423272262,0.10393660196442664,8.05731798559534e-14,0.2629343775668759,0.00283182823112341,-1.3027278391800299,-0.27087244547442246
水生根茎类,对数模型,月份_11,-1.1024819296543693,0.1056470544229571,2.424635375579542e-24,0.2193107711332123,5.839705837600578e-07,-1.532811740814159,-0.6721521184945796
水生根茎类,对数模型,月份_12,-0.331593649025319,0.10560384064329288,0.0017360873130038976,0.13956726800374478,0.017683599544987806,-0.6054514070086605,-0.05773589104197746
水生根茎类,对数模型,星期_2,-0.005232985796230085,0.07981691852083227,0.9477385474206321,0.050211019837076765,0.9170144729202846,-0.10375664048487801,0.09329066889241783
水生根茎类,对数模型,星期_3,-0.04132343644520275,0.07998508708137994,0.6055151622679642,0.05942874928071478,0.486991162887105,-0.15793404486761586,0.07528717197721038
水生根茎类,对数模型,星期_4,-0.015762096327065985,0.07999679791161818,0.843838420005703,0.059862445741405125,0.7923661969146311,-0.1332237004167926,0.10169950776266064
水生根茎类,对数模型,星期_5,0.19135036740440198,0.08013449531057622,0.017119911324398714,0.06129706079627785,0.001846570112972107,0.07107377332371234,0.3116269614850916
水生根茎类,对数模型,星期_6,0.538685047802052,0.08010543171849277,2.8635851335816064e-11,0.06338162788042637,6.368267152471044e-17,0.4143181331455131,0.6630519624585909
水生根茎类,对数模型,星期_7,0.45469409308534625,0.07982507346846211,1.584387200657756e-08,0.05201543984866441,8.798337706071447e-18,0.3526298201278044,0.5567583660428881
茄类,线性模型,截距,23.751312403246942,2.355041511523774,7.085662451880156e-23,4.107840580219965,9.780400739805285e-09,15.690629991544958,31.811994814948925
茄类,线性模型,日平均售价,-0.505693082301399,0.17226620951060986,0.0034036467158814355,0.4342845298691391,0.24451996058071562,-1.3578755375910794,0.3464893729882814
茄类,线性模型,月份_02,2.9951225368987013,1.6245009287624181,0.0655109905487929,4.860389611143447,0.5378781286432568,-6.5422624437193,12.532507517516704
茄类,线性模型,月份_03,-2.7835387245396,1.5720361430580803,0.07691299398248122,3.4609544474353413,0.42142698516144167,-9.574857447198006,4.0077799981188065
茄类,线性模型,月份_04,-0.6776564582388378,1.6207658563134568,0.6759546433405127,3.1000169116108007,0.8270067340522851,-6.760719154421129,5.4054062379434535
茄类,线性模型,月份_05,3.0362110097043424,1.6811475398446583,0.07120443814700389,3.109080474655103,0.3290149315384588,-3.064636822437302,9.137058841845986
茄类,线性模型,月份_06,6.4692785437073255,1.7868830230913253,0.0003084191319001735,3.080524652692521,0.035966291612494636,0.42446487534356336,12.514092212071088
茄类,线性模型,月份_07,7.888286609732136,1.7512358088748718,7.41555862875335e-06,3.9658455449659082,0.04695902778803994,0.10623645282911554,15.670336766635156
茄类,线性模型,月份_08,7.119061008549796,1.6598257592202459,1.9630019148414686e-05,3.6709307462008587,0.05273652886257946,-0.08428739863031431,14.322409415729906
茄类,线性模型,月份_09,-1.866612522189242,1.751718692631105,0.2868588601931262,3.235454792583474,0.5641165306030483,-8.215440581879422,4.482215537500938
