profile,R,seed,step,score,raw_profit,grad_rms
pure,4,47,600,4276.122961709447,4276.122961709447,0.41635924089492216
pure,4,47,650,4276.135116746055,4276.135116746055,0.21981495683286276
pure,4,47,700,4276.123974498946,4276.123974498946,0.3074445412002682
pure,4,47,750,4276.133531668667,4276.133531668667,0.19033403612626423
pure,16,11,1,4274.706296417803,4274.706296417803,0.9622071579760344
pure,16,11,50,4275.776059050597,4275.776059050597,0.6340895861053142
pure,16,11,100,4276.128829631851,4276.128829631851,0.15589389697339862
pure,16,11,150,4276.1362402496925,4276.1362402496925,0.11006323363133945
pure,16,11,200,4276.123960654242,4276.123960654242,0.155425061076952
pure,16,11,250,4276.106046203829,4276.106046203829,0.17337511477483425
pure,16,11,300,4276.111663541592,4276.111663541592,0.1873098275782588
pure,16,11,350,4276.100583425062,4276.100583425062,0.22254858139006778
pure,16,11,400,4276.116302377549,4276.116302377549,0.15861071755247966
pure,16,11,450,4276.114526628821,4276.114526628821,0.18018885330855777
pure,16,11,500,4276.1123151989705,4276.1123151989705,0.20431422232969512
pure,16,11,550,4276.117437806291,4276.117437806291,0.15942941253339624
pure,16,11,600,4276.113908194453,4276.113908194453,0.2002228515830301
pure,16,11,650,4276.116912626137,4276.116912626137,0.20237957381223315
pure,16,11,700,4276.110855246617,4276.110855246617,0.18766180324548828
pure,16,11,750,4276.133527363746,4276.133527363746,0.14576877786267545
pure,16,29,1,4274.706296417803,4274.706296417803,0.9621024095022123
pure,16,29,50,4275.775438367095,4275.775438367095,0.6385117974638226
pure,16,29,100,4276.128551598549,4276.128551598549,0.11941245603208088
pure,16,29,150,4276.124749060659,4276.124749060659,0.13743384889939408
pure,16,29,200,4276.119278143089,4276.119278143089,0.16966594524817116
pure,16,29,250,4276.115737861077,4276.115737861077,0.1494609404913553
pure,16,29,300,4276.117798563752,4276.117798563752,0.2011449171832743
pure,16,29,350,4276.093812527788,4276.093812527788,0.19496380499242236
pure,16,29,400,4276.111940671345,4276.111940671345,0.15265163324717812
pure,16,29,450,4276.09385647611,4276.09385647611,0.21527689288060262
pure,16,29,500,4276.117957760046,4276.117957760046,0.15440760956587216
pure,16,29,550,4276.105619587033,4276.105619587033,0.19630695426138964
pure,16,29,600,4276.127457096186,4276.127457096186,0.14955670955153277
pure,16,29,650,4276.115529882238,4276.115529882238,0.18041354873595786
pure,16,29,700,4276.12665686853,4276.12665686853,0.15800540909397107
pure,16,29,750,4276.135660732126,4276.135660732126,0.12194931234393787
pure,16,47,1,4274.706296417803,4274.706296417803,0.9621800355533348
pure,16,47,50,4275.779811788746,4275.779811788746,0.6533421303307817
pure,16,47,100,4276.132543513385,4276.132543513385,0.13766741140536368
pure,16,47,150,4276.13500682929,4276.13500682929,0.10779833977912723
pure,16,47,200,4276.111199455962,4276.111199455962,0.19711259500249034
pure,16,47,250,4276.134187013551,4276.134187013551,0.1328302145995926
pure,16,47,300,4276.117866754523,4276.117866754523,0.16140639919307712
pure,16,47,350,4276.106902857078,4276.106902857078,0.1803069875128515
pure,16,47,400,4276.1207208556825,4276.1207208556825,0.16783273569387475
pure,16,47,450,4276.125629435236,4276.125629435236,0.19428843855761174
pure,16,47,500,4276.107334385129,4276.107334385129,0.19436627588099098
pure,16,47,550,4276.1162698580165,4276.1162698580165,0.19813968297131765
pure,16,47,600,4276.110410724675,4276.110410724675,0.17483007683237467
pure,16,47,650,4276.118182840507,4276.118182840507,0.17010381056419488
pure,16,47,700,4276.126355449039,4276.126355449039,0.1284793350651209
pure,16,47,750,4276.129837500287,4276.129837500287,0.1410450853581055
pure,64,11,1,4274.706296417803,4274.706296417803,0.4844292759374063
pure,64,11,50,4274.57159235673,4274.57159235673,0.715492587151003
pure,64,11,100,4276.112948232418,4276.112948232418,0.09011445168557043
pure,64,11,150,4276.130358964947,4276.130358964947,0.06290490436120917
pure,64,11,200,4276.123686229588,4276.123686229588,0.08997981132769498
pure,64,11,250,4276.118947274195,4276.118947274195,0.10710686494674261
pure,64,11,300,4276.0941389104,4276.0941389104,0.12314278124171155
pure,64,11,350,4276.124434189292,4276.124434189292,0.07655997478759174
pure,64,11,400,4276.107967662856,4276.107967662856,0.08458916785031192
pure,64,11,450,4276.119602168584,4276.119602168584,0.07923538248213442
pure,64,11,500,4276.126779081003,4276.126779081003,0.05948921205791667
pure,64,11,550,4276.12113668975,4276.12113668975,0.0688936110317978
pure,64,11,600,4276.0987624091495,4276.0987624091495,0.09725745650496596
pure,64,11,650,4276.101407226128,4276.101407226128,0.09610271225463163
pure,64,11,700,4276.125512045332,4276.125512045332,0.07824344053831145
pure,64,11,750,4276.122055506503,4276.122055506503,0.0860576951259133
pure,64,29,1,4274.706296417803,4274.706296417803,0.4844276058022611
pure,64,29,50,4274.659803663247,4274.659803663247,0.6948838437170604
pure,64,29,100,4276.1189226733,4276.1189226733,0.10347999403666297
pure,64,29,150,4276.127355285574,4276.127355285574,0.08238101581606203
pure,64,29,200,4276.122298243805,4276.122298243805,0.07663002837877235
pure,64,29,250,4276.123693018521,4276.123693018521,0.08450751878672523
pure,64,29,300,4276.100941455234,4276.100941455234,0.12495675107570621
pure,64,29,350,4276.112054766895,4276.112054766895,0.0802681137415655
pure,64,29,400,4276.108241985074,4276.108241985074,0.09514204670405702
pure,64,29,450,4276.113783587214,4276.113783587214,0.09295494598312844
pure,64,29,500,4276.097076219003,4276.097076219003,0.09434402245265777
pure,64,29,550,4276.080673363242,4276.080673363242,0.1192000007024784
pure,64,29,600,4276.126549494437,4276.126549494437,0.060265062354225934
pure,64,29,650,4276.117930883751,4276.117930883751,0.08037874787425864
pure,64,29,700,4276.1088860721575,4276.1088860721575,0.09340747302056453
pure,64,29,750,4276.126812780013,4276.126812780013,0.07433746542883173
pure,64,47,1,4274.706296417803,4274.706296417803,0.4844362705262341
pure,64,47,50,4274.545675811206,4274.545675811206,0.7236540716990105
pure,64,47,100,4276.108608846448,4276.108608846448,0.10554402931288306
pure,64,47,150,4276.132636486024,4276.132636486024,0.0767621802731601
pure,64,47,200,4276.121729627375,4276.121729627375,0.08105269889941519
pure,64,47,250,4276.100384286132,4276.100384286132,0.11295175525240168
pure,64,47,300,4276.099387812931,4276.099387812931,0.10730724841227418
pure,64,47,350,4276.114270584877,4276.114270584877,0.09186281668620275
pure,64,47,400,4276.12506322742,4276.12506322742,0.07111597287184525
pure,64,47,450,4276.104823103736,4276.104823103736,0.0924791848248791
pure,64,47,500,4276.119178968559,4276.119178968559,0.08149573281084856
pure,64,47,550,4276.12221928151,4276.12221928151,0.0761498414129166
pure,64,47,600,4276.102908194218,4276.102908194218,0.0889299388022816
pure,64,47,650,4276.120841512301,4276.120841512301,0.0857681273671093
pure,64,47,700,4276.117908752942,4276.117908752942,0.09002317215995873
pure,64,47,750,4276.127806117517,4276.127806117517,0.08549987183966382
pure,256,11,1,4274.706296417802,4274.706296417802,0.2426337988003709
pure,256,11,50,4265.329694864405,4265.329694864405,0.8146505700930564
pure,256,11,100,4276.070423490785,4276.070423490785,0.06634407843549182
pure,256,11,150,4276.098720548394,4276.098720548394,0.061295288419713566
pure,256,11,200,4276.123601880647,4276.123601880647,0.041610967830740454
pure,256,11,250,4276.104524192221,4276.104524192221,0.050393352895338736
pure,256,11,300,4276.117500218867,4276.117500218867,0.04875208172197653
pure,256,11,350,4276.10134039282,4276.10134039282,0.05104467499123361
pure,256,11,400,4276.118570675682,4276.118570675682,0.0340000435965782
pure,256,11,450,4276.120064966398,4276.120064966398,0.04774211641434874
pure,256,11,500,4276.120152869343,4276.120152869343,0.03851951145714697
pure,256,11,550,4276.074032886578,4276.074032886578,0.05311003441444145
pure,256,11,600,4276.114571068551,4276.114571068551,0.03797789624963847
pure,256,11,650,4276.1222935054075,4276.1222935054075,0.051745289569946507
pure,256,11,700,4276.113836305887,4276.113836305887,0.03678036460170054
pure,256,11,750,4276.115809242784,4276.115809242784,0.0421055200205024
pure,256,29,1,4274.706296417803,4274.706296417803,0.2426330092325045
pure,256,29,50,4265.72577876798,4265.72577876798,0.8108297717686935
pure,256,29,100,4276.082203893759,4276.082203893759,0.06378655922230612
pure,256,29,150,4276.12784016542,4276.12784016542,0.035831261088069964
pure,256,29,200,4276.119568783855,4276.119568783855,0.04558518965110568
pure,256,29,250,4276.102400826416,4276.102400826416,0.046818883752549174
pure,256,29,300,4276.123230887154,4276.123230887154,0.03458183505496537
pure,256,29,350,4276.104594522987,4276.104594522987,0.052908781433811294
pure,256,29,400,4276.11074836713,4276.11074836713,0.03594135424233981
pure,256,29,450,4276.121595596406,4276.121595596406,0.03176840580962238
pure,256,29,500,4276.09864381271,4276.09864381271,0.055038798297009466
pure,256,29,550,4276.125657605792,4276.125657605792,0.03743431739201648
pure,256,29,600,4276.102393786658,4276.102393786658,0.05541566669409535
pure,256,29,650,4276.112982563679,4276.112982563679,0.04273701891394101
pure,256,29,700,4276.120306684085,4276.120306684085,0.04662655171736542
pure,256,29,750,4276.116344167107,4276.116344167107,0.0397888696567793
pure,256,47,1,4274.706296417802,4274.706296417802,0.24263497049812247
pure,256,47,50,4265.771785603903,4265.771785603903,0.8061469403569115
pure,256,47,100,4276.038596281359,4276.038596281359,0.08584109127216066
pure,256,47,150,4276.128740351473,4276.128740351473,0.034316760220531484
pure,256,47,200,4276.121680714939,4276.121680714939,0.03552937091303111
pure,256,47,250,4276.083287372661,4276.083287372661,0.05479570303485781
pure,256,47,300,4276.118331746905,4276.118331746905,0.04014393162205247
pure,256,47,350,4276.089098892643,4276.089098892643,0.056774745809251945
pure,256,47,400,4276.09326614822,4276.09326614822,0.05878551812586416
pure,256,47,450,4276.098100957063,4276.098100957063,0.046031620409473055
pure,256,47,500,4276.0849914148785,4276.0849914148785,0.06323267884684787
pure,256,47,550,4276.076371959912,4276.076371959912,0.057309609773106424
pure,256,47,600,4276.0733614131095,4276.0733614131095,0.05839663538516014
pure,256,47,650,4276.1009866750255,4276.1009866750255,0.046427942159639864
pure,256,47,700,4276.10085483782,4276.10085483782,0.05072737307597189
pure,256,47,750,4276.1174705812955,4276.1174705812955,0.04311513183075848
robust,1,11,1,3827.7157823239686,4274.706296417802,8.29813436629952
robust,1,11,50,3836.213708906166,4267.175368506579,0.7935050660684219
robust,1,11,100,3836.837931160224,4266.671010733835,0.6078516818212907
robust,1,11,150,3857.0429619896668,4232.997961994515,0.7585606919759564
robust,1,11,200,3868.120841418074,4198.753188898251,0.5044722523675486
robust,1,11,250,3868.165342870925,4196.693966426531,0.4526350599227873
robust,1,11,300,3868.1620519073354,4196.666667532766,0.5396108263237844
robust,1,11,350,3868.1630873794334,4196.580933670022,0.5388744569100388
robust,1,11,400,3868.1635926293357,4196.577653437854,0.45175832438506625
robust,1,11,450,3868.1672034601665,4196.589509502453,0.6034523651557475
robust,1,11,500,3868.168795983612,4196.644787573802,0.5586104916159431
robust,1,11,550,3868.1633136045375,4196.576062103108,0.5668950833461912
robust,1,11,600,3868.169269982039,4196.549166763359,0.5584435284887234
robust,1,11,650,3868.169872104986,4196.630836687265,0.6079548563263637
robust,1,11,700,3868.1732517076152,4196.65965095671,0.501349907745583
robust,1,11,750,3868.1761586710104,4196.634316798231,0.3875318893841078
robust,1,29,1,3827.7157823239686,4274.706296417802,8.29813436629952
robust,1,29,50,3836.213708906166,4267.175368506579,0.7935050660684219
robust,1,29,100,3836.837931160224,4266.671010733835,0.6078516818212907
robust,1,29,150,3857.0429619896668,4232.997961994515,0.7585606919759564
robust,1,29,200,3868.120841418074,4198.753188898251,0.5044722523675486
robust,1,29,250,3868.165342870925,4196.693966426531,0.4526350599227873
robust,1,29,300,3868.1620519073354,4196.666667532766,0.5396108263237844
robust,1,29,350,3868.1630873794334,4196.580933670022,0.5388744569100388
robust,1,29,400,3868.1635926293357,4196.577653437854,0.45175832438506625
robust,1,29,450,3868.1672034601665,4196.589509502453,0.6034523651557475
robust,1,29,500,3868.168795983612,4196.644787573802,0.5586104916159431
robust,1,29,550,3868.1633136045375,4196.576062103108,0.5668950833461912
robust,1,29,600,3868.169269982039,4196.549166763359,0.5584435284887234
robust,1,29,650,3868.169872104986,4196.630836687265,0.6079548563263637
robust,1,29,700,3868.1732517076152,4196.65965095671,0.501349907745583
robust,1,29,750,3868.1761586710104,4196.634316798231,0.3875318893841078
robust,1,47,1,3827.7157823239686,4274.706296417802,8.29813436629952
robust,1,47,50,3836.213708906166,4267.175368506579,0.7935050660684219
robust,1,47,100,3836.837931160224,4266.671010733835,0.6078516818212907
robust,1,47,150,3857.0429619896668,4232.997961994515,0.7585606919759564
robust,1,47,200,3868.120841418074,4198.753188898251,0.5044722523675486
robust,1,47,250,3868.165342870925,4196.693966426531,0.4526350599227873
robust,1,47,300,3868.1620519073354,4196.666667532766,0.5396108263237844
robust,1,47,350,3868.1630873794334,4196.580933670022,0.5388744569100388
robust,1,47,400,3868.1635926293357,4196.577653437854,0.45175832438506625
robust,1,47,450,3868.1672034601665,4196.589509502453,0.6034523651557475
robust,1,47,500,3868.168795983612,4196.644787573802,0.5586104916159431
robust,1,47,550,3868.1633136045375,4196.576062103108,0.5668950833461912
robust,1,47,600,3868.169269982039,4196.549166763359,0.5584435284887234
robust,1,47,650,3868.169872104986,4196.630836687265,0.6079548563263636
robust,1,47,700,3868.1732517076152,4196.65965095671,0.501349907745583
robust,1,47,750,3868.1761586710104,4196.634316798231,0.3875318893841078
robust,4,11,1,3827.7157823239686,4274.706296417802,4.58809360219638
robust,4,11,50,3836.542712414793,4267.191687820806,0.4658379763985055
robust,4,11,100,3866.2413486370474,4178.544071375392,0.4140639404705833
robust,4,11,150,3868.1063027947043,4196.885787398211,0.5206711376684309
robust,4,11,200,3868.1265522115423,4196.4800758225065,0.5672332810626782
robust,4,11,250,3868.1397478280405,4196.6906312441915,0.357851774710488
robust,4,11,300,3868.1300814912684,4196.4044379920315,0.3941326924317581
robust,4,11,350,3868.145490515422,4196.4865781106855,0.30980149053639366
robust,4,11,400,3868.1493135261326,4196.594637647763,0.39730681545179125
robust,4,11,450,3868.152855304475,4196.623676110094,0.3853296417552668
robust,4,11,500,3868.159952512841,4196.516239205066,0.28828835333225994
robust,4,11,550,3868.1618234695857,4196.691979794681,0.24933615292983408
robust,4,11,600,3868.1527670471414,4196.387758626188,0.39348504906195964
robust,4,11,650,3868.1550159522835,4196.600314864289,0.35292498989019644
robust,4,11,700,3868.1619313204033,4196.535202531072,0.3080365233039789
robust,4,11,750,3868.1589470739073,4196.6005020213415,0.3999179106872031
robust,4,29,1,3827.7157823239695,4274.706296417803,4.588305271842749
robust,4,29,50,3836.5439033453013,4267.169691234525,0.46204655288270907
robust,4,29,100,3866.2326461997804,4178.626912350953,0.5076633496516376
robust,4,29,150,3868.1151597886414,4196.823312957814,0.5426449661573864
robust,4,29,200,3868.1144743101054,4196.850722509308,0.4710023722367849
robust,4,29,250,3868.1495292738946,4196.4860885601765,0.3340797643384234
robust,4,29,300,3868.1345396507686,4196.415986704391,0.401437385487185
robust,4,29,350,3868.131374774298,4196.649176253333,0.3562548392022242
robust,4,29,400,3868.145131504824,4196.672135084762,0.37915803543580723
robust,4,29,450,3868.157979006264,4196.580974936418,0.39937611246818244
robust,4,29,500,3868.155425742733,4196.562743061641,0.3059148641175196
robust,4,29,550,3868.162616628726,4196.782994142456,0.2712569690988624
robust,4,29,600,3868.1524847419582,4196.515363500077,0.3854319845735784
robust,4,29,650,3868.166004783299,4196.598940679104,0.325419042705707
robust,4,29,700,3868.1604201347673,4196.638543679965,0.30911468725522084
robust,4,29,750,3868.166503841551,4196.712341573367,0.3106423692559932
robust,4,47,1,3827.7157823239686,4274.706296417802,4.588446725695732
robust,4,47,50,3836.545060594275,4267.195136575998,0.4489739622958111
robust,4,47,100,3866.237393192027,4178.6066152274425,0.4121593306986783
robust,4,47,150,3868.1016583053993,4196.892211087741,0.5235777044486591
robust,4,47,200,3868.123187924059,4196.428522363393,0.5669790665092573
robust,4,47,250,3868.1410772748795,4196.847540498829,0.35901323058833945
robust,4,47,300,3868.13991611652,4196.403602790827,0.37783966610339503
robust,4,47,350,3868.1405581968347,4196.570091697428,0.4038478161379148
robust,4,47,400,3868.148897493769,4196.5994230594,0.4222857593387988
robust,4,47,450,3868.1498762010274,4196.599310325375,0.4356615817097735
robust,4,47,500,3868.153687257032,4196.618489605443,0.3533173984988288
robust,4,47,550,3868.149700898607,4196.739617067969,0.3744664828345128
robust,4,47,600,3868.1492397769525,4196.502249339818,0.3956290587428878
robust,4,47,650,3868.157289394597,4196.44934763087,0.3279554927664363
robust,4,47,700,3868.160820419092,4196.624148411741,0.321722823211195
robust,4,47,750,3868.1600020700494,4196.516968729206,0.38931009905051067
robust,16,11,1,3827.7157823239695,4274.706296417803,2.3570750411440113
robust,16,11,50,3850.3611801116886,4244.947617375557,0.43753775769891756
robust,16,11,100,3868.1027083589834,4195.6192727879625,0.20404504255582367
robust,16,11,150,3868.1498117165297,4196.72296058364,0.15680692310793495
robust,16,11,200,3868.1478264288676,4196.501888905558,0.1694398173850003
robust,16,11,250,3868.1402394869365,4196.475869853373,0.1661894754812532
robust,16,11,300,3868.140475718964,4196.509369851448,0.20169067109239566
robust,16,11,350,3868.1199503263247,4196.7219163557675,0.2213135755616845
robust,16,11,400,3868.1236350463723,4196.282358006392,0.23192751351271967
robust,16,11,450,3868.112630067039,4196.928681764848,0.2863660495002807
robust,16,11,500,3868.131077942784,4196.520663437926,0.203399335759524
robust,16,11,550,3868.0992587991354,4197.071543369205,0.2970549792158009
robust,16,11,600,3868.1304503845035,4196.4961484710975,0.22910081808836713
robust,16,11,650,3868.1491693676057,4196.698922427433,0.18014719632065018
robust,16,11,700,3868.1400875838694,4196.703645720643,0.1916378707805594
robust,16,11,750,3868.1548215724074,4196.74425388915,0.18125526922510213
robust,16,29,1,3827.7157823239695,4274.706296417803,2.356915795317456
robust,16,29,50,3850.357495841512,4244.942889004991,0.43770954812656815
robust,16,29,100,3868.101209589361,4195.758663080064,0.1856218370094413
robust,16,29,150,3868.129062495303,4196.842086062611,0.21945968728571846
robust,16,29,200,3868.1282171423704,4196.651621022595,0.23389807187128053
robust,16,29,250,3868.130790790713,4196.682959246713,0.22214344681541937
robust,16,29,300,3868.1254026072456,4196.57000789049,0.25056931207537975
robust,16,29,350,3868.1068969432504,4196.670561042071,0.2553064764158999
robust,16,29,400,3868.1091186557187,4196.391980589852,0.28794556021220036
robust,16,29,450,3868.1227828344,4196.914827882899,0.28329972876365045
robust,16,29,500,3868.1267330419732,4196.4042303853375,0.21398990154975478
robust,16,29,550,3868.100562735657,4197.016226573716,0.29898978484701316
robust,16,29,600,3868.1424056846536,4196.28587122556,0.18454320697923793
robust,16,29,650,3868.1429968288503,4196.757183328701,0.196726293376799
robust,16,29,700,3868.1397040689053,4196.633915089361,0.18736463649397747
robust,16,29,750,3868.1501379724737,4196.752378556342,0.16888008537572924
robust,16,47,1,3827.7157823239695,4274.706296417803,2.3571409913084707
robust,16,47,50,3850.3546920869035,4244.930085023149,0.4391355287562698
robust,16,47,100,3868.1014353843275,4195.760620240445,0.16143027449167047
robust,16,47,150,3868.1356523912236,4196.788619853067,0.1687061423114433
robust,16,47,200,3868.15300973559,4196.4947577807425,0.1686192393688579
robust,16,47,250,3868.149383024516,4196.781345596657,0.1712737752113015
robust,16,47,300,3868.1261155401157,4196.5592261963375,0.20805320276928396
robust,16,47,350,3868.1261587943345,4196.4663397985105,0.21351246775288982
robust,16,47,400,3868.1100667655,4196.576598924927,0.2506984921718642
robust,16,47,450,3868.1155246676653,4196.6845704902935,0.29555414870185354
robust,16,47,500,3868.139390542107,4196.583514733309,0.2059605213139904
robust,16,47,550,3868.12239224136,4196.832524743319,0.26800678044376375
robust,16,47,600,3868.140277546133,4196.5074484029465,0.1984016117727081
robust,16,47,650,3868.148931382996,4196.709259721342,0.18765527094287413
robust,16,47,700,3868.1389692619105,4196.564160150504,0.1902939196530691
robust,16,47,750,3868.1597378316264,4196.620640578469,0.16817958864850166
robust,64,11,1,3827.7157823239695,4274.706296417803,1.1866193673981977
robust,64,11,50,3866.7224436896267,4186.766515717177,0.4365199770551869
robust,64,11,100,3868.143590867446,4196.184413842925,0.10178231582712645
robust,64,11,150,3868.1259098594574,4196.2431983406095,0.13205693735083113
robust,64,11,200,3868.1240346309055,4196.408546668566,0.11758436097766863
robust,64,11,250,3868.1098260623944,4196.477247634691,0.12681115811660226
robust,64,11,300,3868.1122457419942,4196.15182830508,0.10572155539792688
robust,64,11,350,3868.0850384376936,4196.446507222427,0.13022554437911232
robust,64,11,400,3868.133245698771,4196.508844054838,0.08927676299261596
robust,64,11,450,3868.123285424702,4196.60162284177,0.11181765723317355
robust,64,11,500,3868.1463069008673,4196.394692748715,0.11200159499767762
robust,64,11,550,3868.131911765047,4196.771372618081,0.11333437663755075
robust,64,11,600,3868.123046049674,4196.956984661429,0.14208833149364491
robust,64,11,650,3868.152368048723,4196.549726985598,0.10372309064840503
robust,64,11,700,3868.1334725052543,4196.852051299312,0.09184467758380438
robust,64,11,750,3868.149185568019,4196.6330651256585,0.09353481002097638
robust,64,29,1,3827.7157823239695,4274.706296417803,1.1865897215880967
robust,64,29,50,3866.6839448126566,4186.77958096707,0.44374943226492225
robust,64,29,100,3868.1364577048944,4196.220953107697,0.1136324805187161
robust,64,29,150,3868.1406622057098,4196.536686256503,0.1133603833883094
robust,64,29,200,3868.1424358276945,4196.579398975575,0.11169040012033014
